"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,"IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","C1","397","","1941-0026","","10.1109/TEVC.2023.3274928","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138710","","","","","","","","0","IEEE","30 May 2023","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation Publication Information","",,"IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","C2","C2","","1941-0026","","10.1109/TEVC.2023.3278016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138715","","","","","","","","0","IEEE","30 May 2023","","","IEEE","IEEE Journals"
"Guest Editorial Special Issue on Large-Scale Evolutionary Multiobjective Optimization and Its Practical Applications","X. Zhang; R. Cheng; Y. Jin; B. Sendhoff","School of Artificial Intelligence, Anhui University, Hefei, China; Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China; Faculty of Technology, Bielefeld University, Bielefeld, Germany; Honda Research Institute Europe GmbH, Offenbach, Germany","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","398","400","Complex optimization problems with hundreds or even thousands of decision variables and dozens of conflicting objectives are not uncommon in the real world. In the past five years, increased research efforts have been dedicated to large-scale multiobjective optimization problems (LSMOPs) by using a variety of search strategies, including variable grouping, variable analysis, problem transformation, dimensionality reduction, and novel recombination operators. Despite the success of these efforts in solving some general LSMOPs, there still remains a big gap between the LSMOPs that have been addressed and those encountered in real life, such as sparse, highly constrained, dynamic, and expensive LMOPs, as well as very large-scale and many-objective optimization problems that are widely seen and of paramount importance for solving scientific and engineering problems. Due to the significant practical importance of large-scale multiobjective optimization, there is a high demand for computationally efficient and effective evolutionary algorithms for solving LSMOPs.","1941-0026","","10.1109/TEVC.2023.3273012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138713","","Special issues and sections;Optimization;Evolutionary computation;Dimensionality reduction;Computational efficiency;Search methods","","","","","","0","IEEE","30 May 2023","","","IEEE","IEEE Journals"
"Evolutionary Large-Scale Multiobjective Optimization: Benchmarks and Algorithms","S. Liu; Q. Lin; K. -C. Wong; Q. Li; K. C. Tan","Department of Computer Science, City University of Hong Kong, Hong Kong; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Department of Computer Science, City University of Hong Kong, Hong Kong; Department of Computing, The Hong Kong Polytechnic University, SAR, Hong Kong; Department of Computing, The Hong Kong Polytechnic University, SAR, Hong Kong","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","401","415","Evolutionary large-scale multiobjective optimization (ELMO) has received increasing attention in recent years. This study has compared various existing optimizers for ELMO on different benchmarks, revealing that both benchmarks and algorithms for ELMO still need significant improvement. Thus, a new test suite and a new optimizer framework are proposed to further promote the research of ELMO. More realistic features are considered in the new benchmarks, such as mixed formulation of objective functions, mixed linkages in variables, and imbalanced contributions of variables to the objectives, which are challenging to the existing optimizers. To better tackle these benchmarks, a variable group-based learning strategy is embedded into the new optimizer framework for ELMO, which significantly improves the quality of reproduction in large-scale search space. The experimental results validate that the designed benchmarks can comprehensively evaluate the performance of existing optimizers for ELMO and the proposed optimizer shows distinct advantages in tackling these benchmarks.","1941-0026","","10.1109/TEVC.2021.3099487","National Key Research and Development Project, Ministry of Science and Technology, China(grant numbers:2018AAA0101301); National Natural Science Foundation of China (NSFC)(grant numbers:61876162,61876110); Research Grants Council of the Hong Kong SAR(grant numbers:PolyU11202418,PolyU11209219); Shenzhen Scientific Research and Development Funding Program(grant numbers:JCYJ20190808164211203); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9494411","Benchmarks;evolutionary algorithm;large-scale optimization;multiobjective optimization","Benchmark testing;Optimization;Linear programming;Couplings;Computational modeling;Scalability;Shape","evolutionary computation;learning (artificial intelligence);optimisation;search problems","ELMO;evolutionary large-scale multiobjective optimization;large-scale search space;variable group-based learning strategy","","13","","70","IEEE","26 Jul 2021","","","IEEE","IEEE Journals"
"Solution of Large-Scale Many-Objective Optimization Problems Based on Dimension Reduction and Solving Knowledge-Guided Evolutionary Algorithm","X. Yao; Q. Zhao; D. Gong; S. Zhu","School of Mathematics, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Mathematics, China University of Mining and Technology, Xuzhou, China","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","416","429","There are lots of many-objective optimization problems (MaOPs) in real-world applications, which often have many decision variables. Although a variety of methods have been proposed to solve MaOPs, with the increasing number of decision variables or objective functions, the performance of these algorithms deteriorates appreciably. In view of this, this article proposes a method to solve large-scale MaOPs (LSMaOPs) based on dimension reduction and a solving knowledge-guided evolutionary algorithm (KGEA). First, a dimension reduction method of objective functions is proposed. By clustering and aggregating the objective functions based on their correlation, the dimension of the original LSMaOP is effectively reduced. In addition, the correlations between the reduced objective functions are relatively low, so they can better represent different preferences. Then, we propose a solving KGEA to solve the transformed LSMaOP. In order to get a better set of initial solutions, a population initialization method by mirror partitioning the decision space is given, in which we dynamically modify the sampling probability according to the performance of solutions contained in each subdomain. At the same time, the algorithm will continuously supplement new excellent individuals using the solving knowledge obtained in the evolution of the population. To examine the performance of the proposed method, we carried out a number of comparative experiments. The experimental results demonstrated that the proposed algorithm can effectively tackle LSMaOPs.","1941-0026","","10.1109/TEVC.2021.3110780","National Natural Science Foundation of China(grant numbers:62133015); Fundamental Research Funds for the Central Universities(grant numbers:2020ZDPYMS40); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530561","Dimension reduction;evolutionary algorithm;large-scale optimization;many-objective optimization;solving knowledge","Linear programming;Optimization;Evolutionary computation;Dimensionality reduction;Correlation;Sociology;Convergence","evolutionary computation;optimisation;probability;sampling methods","decision variables;dimension reduction method;KGEA;knowledge-guided evolutionary algorithm;large-scale many-objective optimization problems;large-scale MaOPs;LSMaOPs;objective functions;population initialization method;sampling probability","","9","","49","IEEE","7 Sep 2021","","","IEEE","IEEE Journals"
"A Greedy Cooperative Co-Evolutionary Algorithm With Problem-Specific Knowledge for Multiobjective Flowshop Group Scheduling Problems","X. He; Q. -K. Pan; L. Gao; L. Wang; P. N. Suganthan","School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China; School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China; State Key Laboratory of Digital Manufacturing Equipment and Technology, Huazhong University of Science and Technology, Wuhan, China; Department of Automation, Tsinghua University, Beijing, China; KINDI Center for Computing Research, College of Engineering, Qatar University, Doha, Qatar","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","430","444","The flowshop sequence-dependent group scheduling problem (FSDGSP) with the production efficiency measures has been extensively studied due to its wide industrial applications. However, energy efficiency indicators are often ignored in the literature. This article considers the FSDGSP to minimize makespan, total flow time, and total energy consumption, simultaneously. After the problem-specific knowledge is extracted, a mixed-integer linear programming model and a critical path-based accelerated evaluation method are proposed. Since the FSDGSP includes multiple coupled subproblems, a greedy cooperative co-evolutionary algorithm (GCCEA) is designed to explore the solution space in depth. Meanwhile, a random mutation operator and a greedy energy-saving strategy are employed to adjust the processing speeds of machines to obtain a potential nondominated solution. A large number of experimental results show that the proposed algorithm significantly outperforms the existing classic multiobjective optimization algorithms, which is due to the usage of problem-related knowledge.","1941-0026","","10.1109/TEVC.2021.3115795","National Science Foundation of China(grant numbers:61973203,61873328); National Natural Science Fund for Distinguished Young Scholars of China(grant numbers:51825502); Shanghai Science and Technology Innovation Project(grant numbers:21XD1401000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9548954","Cooperative co-evolutionary algorithm (CCEA);energy efficient;flowshop sequence-dependent group scheduling;multiobjective optimization problem (MOP);problem-specific knowledge","Job shop scheduling;Optimization;Energy consumption;Production;Processor scheduling;Energy efficiency;Mathematical models","energy conservation;energy consumption;evolutionary computation;flow shop scheduling;greedy algorithms;integer programming;minimisation","classic multiobjective optimization algorithm;critical path-based accelerated evaluation method;energy efficiency indicators;flowshop sequence-dependent group scheduling problem;FSDGSP;greedy cooperative co-evolutionary algorithm;greedy energy-saving strategy;minimize makespan;mixed-integer linear programming model;multiobjective flowshop group scheduling problem;nondominated solution;problem-specific knowledge;production efficiency measures;random mutation operator;total energy consumption;total flow time","","26","","66","IEEE","27 Sep 2021","","","IEEE","IEEE Journals"
"A Fuzzy Decision Variables Framework for Large-Scale Multiobjective Optimization","X. Yang; J. Zou; S. Yang; J. Zheng; Y. Liu","Key Laboratory of Hunan Province for Internet of Things and Information Security and the Key Laboratory of Intelligent Computing and Information Processing, Ministry of Education, Xiangtan University, Xiangtan, China; Key Laboratory of Hunan Province for Internet of Things and Information Security and the Key Laboratory of Intelligent Computing and Information Processing, Ministry of Education, Xiangtan University, Xiangtan, China; School of Computer Science and Informatics, De Montfort University, Leicester, U.K.; Key Laboratory of Hunan Province for Internet of Things and Information Security and the Key Laboratory of Intelligent Computing and Information Processing, Ministry of Education, Xiangtan University, Xiangtan, China; Key Laboratory of Hunan Province for Internet of Things and Information Security and the Key Laboratory of Intelligent Computing and Information Processing, Ministry of Education, Xiangtan University, Xiangtan, China","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","445","459","In large-scale multiobjective optimization, too many decision variables hinder the convergence search of evolutionary algorithms. Reducing the search range of the decision space will significantly alleviate this puzzle. With this in mind, this article proposes a fuzzy decision variables framework for large-scale multiobjective optimization. The framework divides the entire evolutionary process into two main stages: 1) fuzzy evolution and 2) precise evolution. In fuzzy evolution, we blur the decision variables of the original solution to reduce the search range of the evolutionary algorithm in the decision space so that the evolutionary population can quickly converge. The degree of fuzzification gradually decreases with the evolutionary process. Once the population approximately converges, the framework will turn to precise evolution. In precise evolution, the actual decision variables of the solution are directly optimized to increase the diversity of the population so as to be closer to the true Pareto optimal front. Finally, this article embeds some representative algorithms into the proposed framework and verifies the framework’s effectiveness through comparative experiments on various large-scale multiobjective problems with 500 to 5000 decision variables. The experimental results show that in large-scale multiobjective optimization, the framework proposed in this article can significantly improve the performance and computational efficiency of multiobjective optimization algorithms.","1941-0026","","10.1109/TEVC.2021.3118593","National Natural Science Foundation of China(grant numbers:61876164,61772178); Natural Science Foundation of Hunan Province(grant numbers:2020JJ4590); Education Department Major Project of Hunan Province(grant numbers:17A212); MOEA Key Laboratory of Intelligent Computing and Information Processing; Science and Technology Program of Hunan Province(grant numbers:2016TP1020); Provinces and Cities Joint Foundation Project(grant numbers:2017JJ4001); Hunan Province Science and Technology Project Funds(grant numbers:2018TP1036); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9563070","Decision variable;evolutionary algorithms;fuzzy evolution;large-scale optimization;multiobjective optimization","Optimization;Fuzzy sets;Pareto optimization;Convergence;Search problems;Statistics;Sociology","evolutionary computation;fuzzy set theory;Pareto optimisation;search problems","convergence search;decision space;evolutionary algorithm;evolutionary process;fuzzification degree;fuzzy decision variables framework;fuzzy evolution;large-scale multiobjective optimization;multiobjective optimization algorithms;precise evolution;search range","","12","","53","IEEE","7 Oct 2021","","","IEEE","IEEE Journals"
"Genetic Programming for Image Classification: A New Program Representation With Flexible Feature Reuse","Q. Fan; Y. Bi; B. Xue; M. Zhang","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","460","474","Extracting effective features from images is crucial for image classification, but it is challenging due to high variations across images. Genetic programming (GP) has become a promising machine-learning approach to feature learning in image classification. The representation of existing GP-based image classification methods is usually the tree-based structure. These methods typically learn useful image features according to the output of the GP program’s root node. However, they are not flexible enough in feature learning since the features produced by internal nodes of the GP program have seldom been directly used. In this article, we propose a new image classification approach using GP with a new program structure, which can flexibly reuse features generated from different nodes, including internal nodes of the GP program. The new method can automatically learn various informative image features based on the new function set and terminal set for effective and efficient image classification. Furthermore, instead of relying on a predefined classification algorithm, the proposed approach can automatically select a suitable classification algorithm based on the learned features and conduct classification simultaneously in a single evolved GP program for an image classification task. The experimental results on 12 benchmark datasets of varying difficulty suggest that the new approach achieves better performance than many state-of-the-art methods. Further analysis demonstrates the effectiveness and efficiency of the flexible feature reuse in the proposed approach. The analysis of evolved GP programs/solutions shows their potentially high interpretability.","1941-0026","","10.1109/TEVC.2022.3169490","Marsden Fund of New Zealand Government(grant numbers:VUW1913,VUW1914,VUW2115); Science for Technological Innovation Challenge (SfTI) Fund(grant numbers:E3603/2903); MBIE Data Science SSIF Fund(grant numbers:RTVU1914); National Natural Science Foundation of China (NSFC)(grant numbers:61876169); Victoria University of Wellington Ph.D. Scholarship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761990","Feature learning;feature reuse;genetic programming (GP);image classification;program structure","Feature extraction;Task analysis;Representation learning;Training;Benchmark testing;Transforms;Support vector machines","feature extraction;genetic algorithms;image classification;learning (artificial intelligence);pattern classification","conduct classification;effective image classification;efficient image classification;existing GP-based image classification methods;feature learning;flexible feature reuse;genetic programming;image classification approach;image classification task;informative image features;internal nodes;new program representation;predefined classification algorithm;program structure;promising machine-learning approach;single evolved GP program;suitable classification algorithm;tree-based structure;useful image features","","","","53","IEEE","22 Apr 2022","","","IEEE","IEEE Journals"
"An Efficient Adaptive Differential Grouping Algorithm for Large-Scale Black-Box Optimization","A. Chen; Z. Ren; W. Guo; Y. Liang; Z. Feng","School of Automation Science and Engineering, Xi’an Jiaotong University, Xi’an, China; School of Automation Science and Engineering, Xi’an Jiaotong University, Xi’an, China; School of Mechanical Engineering, Xi’an Jiaotong University, Xi’an, China; School of Automation Science and Engineering, Xi’an Jiaotong University, Xi’an, China; School of Automation Science and Engineering, Xi’an Jiaotong University, Xi’an, China","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","475","489","Decomposition plays a significant role in cooperative coevolution (CC), which shows great potential in large-scale black-box optimization (LSBO). However, current learning-based decomposition algorithms require many fitness evaluations (FEs) to detect variable interdependencies and encounter the difficulty of threshold setting. To address these issues, this study proposes an efficient adaptive differential grouping (EADG) algorithm. Instead of homogeneously tackling different types of LSBO instances, EADG first identifies the instance type by detecting the interdependencies of a few pairs of variable subsets. Only if the instance is partially separable dose EADG further engages with it by converting its decomposition process into a search process in a binary tree. This facilitates the systematic reutilization of evaluated solutions so that half the interdependencies can be directly deduced without extra FEs. To promote the decomposition accuracy, EADG specially designs a normalized interdependency indicator that can adaptively generate a decomposition threshold according to its ordinal distribution. Theoretical analysis and experimental results show that EADG outperforms current popular decomposition algorithms. Further tests indicate that it can help CC achieve highly competitive optimization performance.","1941-0026","","10.1109/TEVC.2022.3170793","National Natural Science Foundation of China(grant numbers:61873199); Natural Science Basic Research Plan in Shaanxi Province of China(grant numbers:2020JM-059); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9763854","Adaptability;cooperative coevolution (CC);interdependency indicator;large-scale black-box optimization (LSBO);solution reutilization","Iron;Optimization;Sociology;Binary trees;Sun;Search problems;Roundoff errors","evolutionary computation;group theory;optimisation;search problems;trees (mathematics)","binary tree;cooperative coevolution;decomposition algorithms;EADG;efficient adaptive differential grouping algorithm;fitness evaluations;large-scale black-box optimization;learning-based decomposition algorithms;LSBO;normalized interdependency indicator;search process;variable interdependencies","","4","","51","IEEE","27 Apr 2022","","","IEEE","IEEE Journals"
"Using an Estimation of Distribution Algorithm to Achieve Multitasking Semantic Web Service Composition","C. Wang; H. Ma; G. Chen; S. Hartmann","HPC and Data Science Department, National Institute of Water and Atmospheric Research, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Department of Informatics, Clausthal University of Technology, Clausthal-Zellerfeld, Germany","IEEE Transactions on Evolutionary Computation","30 May 2023","2023","27","3","490","504","Web service composition composes existing Web services to accommodate users’ requests for required functionalities with the best possible quality of services (QoS). Due to the computational complexity of this problem, evolutionary computation (EC) techniques have been employed to efficiently find composite services with near-optimal functional quality (i.e., quality of semantic matchmaking, QoSM for short) or nonfunctional quality (i.e., QoS) for each composition request individually. With a rapid increase in composition requests from a growing number of users, solving one composition request at a time can hardly meet the efficiency target anymore. Driven by the idea that the solutions obtained from solving one request can be highly useful for tackling other related requests, multitasking service composition approaches have been proposed to efficiently deal with multiple composition requests concurrently. However, existing attempts have not been effective in learning and sharing knowledge among solutions for multiple requests. In this article, we model the problem of collectively handling multiple service composition requests as a new multitasking service composition problem and propose a new permutation-based multifactorial evolutionary algorithm based on an estimation of distribution algorithm (EDA), named PMFEA-EDA, to effectively and efficiently solve this problem. In particular, we introduce a novel method for effective knowledge sharing across different service composition requests. For that, we develop a new sampling mechanism to increase the chance of identifying high-quality service compositions in both the single-tasking and multitasking contexts. Our experiment shows that our proposed approach, PMFEA-EDA, takes much less time than existing approaches that process each service request separately, and also outperforms them in terms of both QoSM and QoS.","1941-0026","","10.1109/TEVC.2022.3170899","New Zealand Marsden Fund administrated by the Royal Society of New Zealand(grant numbers:VUW1510); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9765521","Combinatorial optimization;estimation of distribution algorithm (EDA);evolutionary multitasking;quality of services (QoS) optimization;Web service composition","Semantic Web;Learning systems;Web services;Heuristic algorithms;Semantics;Estimation;Quality of service","computational complexity;distributed algorithms;evolutionary computation;quality of service;semantic Web;Web services","achieve multitasking semantic Web service composition;composite services;composition request;different service composition requests;distribution algorithm;high-quality service compositions;multiple composition requests;multiple requests;multiple service composition requests;multitasking service composition problem;near-optimal functional quality;nonfunctional quality;permutation-based multifactorial evolutionary algorithm;possible quality;QoS;related requests;service composition approaches;service request;users;Web services","","","","65","IEEE","29 Apr 2022","","","IEEE","IEEE Journals"
