"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,"IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","C1","745","","1941-0026","","10.1109/TEVC.2023.3295028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198507","","","","","","","","0","IEEE","1 Aug 2023","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation Publication Information","",,"IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","C2","C2","","1941-0026","","10.1109/TEVC.2023.3290669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198502","","","","","","","","0","IEEE","1 Aug 2023","","","IEEE","IEEE Journals"
"Guest Editorial Special Issue on Multiobjective Evolutionary Optimization in Machine Learning","U. Aickelin; H. A. Khorshidi; R. Qu; H. Charkhgard","School of Computing and Information Systems, The University of Melbourne, Melbourne, VIC, Australia; School of Computing and Information Systems, The University of Melbourne, Melbourne, VIC, Australia; School of Computer Science, University of Nottingham, Nottingham, U.K.; Department of Industrial and Management Systems Engineering, University of South Florida, Tampa, FL, USA","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","746","748","We are very pleased to introduce this special issue on multiobjective evolutionary optimization for machine learning (MOML). Optimization is at the heart of many machine-learning techniques. However, there is still room to exploit optimization in machine learning. Every machine-learning technique has hyperparameters that can be tuned using evolutionary computation and optimization, considering normally multiple criteria, such as bias, variance, complexity, and fairness in model selection. Multiobjective evolutionary optimization can help meet these criteria for optimizing machine-learning models. Some of the existing approaches address these multiple criteria by transforming the problem into a single-objective optimization problem. However, multiobjective optimization models are able to outperform single-objective ones in contributing to multiple intended objectives (criteria). In recent years, evolutionary computation has been shown to be the premier method for solving multiobjective optimization problems (MOPs), producing both optimal and diverse solutions beyond the capabilities of other heuristics. This is particularly true for very large solution spaces, which is the case in real-world machine-learning problems with many features.","1941-0026","","10.1109/TEVC.2023.3292528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198500","","Special issues and sections;Pareto optimization;Evolutionary computation;Machine learning;Optimization methods","","","","","","0","IEEE","1 Aug 2023","","","IEEE","IEEE Journals"
"Interactive Evolutionary Multiobjective Optimization via Learning to Rank","K. Li; G. Lai; X. Yao","College of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; College of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","749","763","In practical multicriterion decision making, it is cumbersome if a decision maker (DM) is asked to choose among a set of tradeoff alternatives covering the whole Pareto-optimal front. This is a paradox in conventional evolutionary multiobjective optimization (EMO) that always aim to achieve a well balance between convergence and diversity. In essence, the ultimate goal of multiobjective optimization is to help a DM identify solution(s) of interest (SOI) achieving satisfactory tradeoffs among multiple conflicting criteria. Bearing this in mind, this article develops a framework for designing preference-based EMO algorithms to find SOI in an interactive manner. Its core idea is to involve human in the loop of EMO. After every several iterations, the DM is invited to elicit her feedback with regard to a couple of incumbent candidates. By collecting such information, her preference is progressively learned by a learning-to-rank neural network and then applied to guide the baseline EMO algorithm. Note that this framework is so general that any existing EMO algorithm can be applied in a plug-in manner. Experiments on 48 benchmark test problems with up to ten objectives and a real-world multiobjective robot control problem fully demonstrate the effectiveness of our proposed algorithms for finding SOI.","1941-0026","","10.1109/TEVC.2023.3234269","UKRI Future Leaders Fellowship(grant numbers:MR/S017062/1,MR/X011135/1); NSFC(grant numbers:62076056); Royal Society(grant numbers:IES/R2/212077); EPSRC(grant numbers:2404317); Amazon Research Award; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10015671","Evolutionary multiobjective optimization (EMO);gradient descent;learning to rank (LTR);preference modeling","Optimization;Genetic algorithms;Programming;Fuzzy logic;Statistics;Sociology;Evolutionary computation","decision making;evolutionary computation;iterative methods;learning (artificial intelligence);mathematics computing;neural nets;Pareto optimisation","baseline EMO algorithm;benchmark test problems;conventional evolutionary multiobjective optimization;convergence;decision maker;DM;EMO;information collection;interactive evolutionary multiobjective optimization;learning-to-rank neural network;multicriterion decision making;multiple conflicting criteria;Pareto-optimal front;preference-based EMO algorithms;real-world multiobjective robot control problem;SOI;solution of interest","","1","","72","IEEE","11 Jan 2023","","","IEEE","IEEE Journals"
"Reduced-Space Multistream Classification Based on Multiobjective Evolutionary Optimization","B. Jiao; Y. Guo; S. Yang; J. Pu; D. Gong","School of Information and Control Engineering, China University of Mining and Technology (Xuzhou), Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology (Xuzhou), Xuzhou, China; Institute of Artificial Intelligence, School of Computer Science and Informatics, De Montfort University, Leicester, U.K.; Electromechanical and Information Engineering, China University of Mining and Technology (Beijing), Beijing, China; School of Information Science and Technology, Qingdao University of Science and Technology, Qingdao, China","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","764","777","In traditional data stream mining, classification models are typically trained on labeled samples from a single source. However, in real-world scenarios, obtaining accurate labels is very hard and expensive, especially, when multiple data streams are concurrently sampled from an environment or the same process. To address this issue, multistream classification is proposed, in which a data stream with biased labels (called the source stream) is leveraged to train a suitable model for prediction over another stream with unlabeled samples (called the target stream). Despite the growing research in this field, previous multistream classification methods are mostly designed for single-source stream scenarios. However, various source streams contain diverse data distributions, providing more valuable information for building a more accurate model. In addition, previous works construct classification models in the original shared feature space, ignoring the effect of redundant or low-quality features on the classification performance. This may produce inefficient knowledge transfer across streams. In view of this, a reduced-space multistream classification based on multiobjective evolutionary optimization is proposed in this article. First, a multiobjective evolutionary optimization is employed to seek the most valuable feature subset shared in the source and target domains, with the purpose of narrowing the distribution difference between source and target streams. Following that, a Gaussian mixture model-based weighting mechanism for source samples is presented. More especially, two drift adaptation methods are proposed to address asynchronous drift. Experimental results on benchmark datasets show that the proposed method outperforms other comparative methods on classification accuracy and G-mean.","1941-0026","","10.1109/TEVC.2022.3232466","National Natural Science Foundation of China(grant numbers:61973305,61573361,52121003); Foundation of Key Laboratory of System Control and Information Processing, Ministry of Education, China(grant numbers:Scip202203); National Key Research and Development Program of China(grant numbers:2022YFB4703701); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9999543","Concept drift;domain adaption;feature selection;multiobjective optimization;multistream classification","Feature extraction;Data models;Adaptation models;Optimization;Predictive models;Buildings;Labeling","data mining;evolutionary computation;Gaussian processes;learning (artificial intelligence);mixture models;optimisation;pattern classification","asynchronous drift;biased labels;classification performance;data distributions;data stream mining;drift adaptation methods;feature space;feature subset;Gaussian mixture model-based weighting mechanism;multiobjective evolutionary optimization;reduced-space multistream classification;source domains;source samples;source stream;target domains;target streams;unlabeled samples","","1","","60","IEEE","27 Dec 2022","","","IEEE","IEEE Journals"
"Neural Architecture Search Based on a Multi-Objective Evolutionary Algorithm With Probability Stack","Y. Xue; C. Chen; A. Słowik","School of Software, Nanjing University of Information Science and Technology, Nanjing, China; School of Software, Nanjing University of Information Science and Technology, Nanjing, China; Department of Electronics and Computer Science, Koszalin University of Technology, Koszalin, Poland","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","778","786","With the emergence of deep neural networks, many research fields, such as image classification, object detection, speech recognition, natural language processing, machine translation, and automatic driving, have made major breakthroughs in technology and the research achievements have been successfully applied in many real-life applications. Combining evolutionary computation and neural architecture search (NAS) is an important approach to improve the performance of deep neural networks. Usually, the related researchers only focus on precision. Thus, the searched neural architectures always perform poorly in the other indexes such as time cost. In this article, a multi-objective evolutionary algorithm with a probability stack (MOEA-PS) is proposed for NAS, which considers the two objects of precision and time consumption. MOEA-PS uses an adjacency list to represent the internal structure of deep neural networks. Besides, a unique mechanism is introduced into the multi-objective genetic algorithm to guide the process of crossover and mutation when generating offspring. Furthermore, the structure blocks are stacked using a proxy model to generate deep neural networks. The results of the experiments on Cifar-10 and Cifar-100 demonstrate that the proposed algorithm has a similar error rate compared with the most advanced NAS algorithms, but the time cost is lower. Finally, the network structure searched on Cifar-10 is transferred directly to the ImageNet dataset, which can achieve 73.6% classification accuracy.","1941-0026","","10.1109/TEVC.2023.3252612","National Natural Science Foundation of China(grant numbers:61876089,61876185,61902281); Natural Science Foundation of Jiangsu Province(grant numbers:BK20141005); Natural Science Foundation of the Jiangsu Higher Education Institutions of China(grant numbers:14KJB520025); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10059145","Deep learning;evolutionary computation;multi-objective optimization;neural architecture search (NAS)","Computer architecture;Classification algorithms;Statistics;Sociology;Graphics processing units;Neural networks;Evolutionary computation","deep learning (artificial intelligence);evolutionary computation;genetic algorithms;image classification;natural language processing;neural net architecture;object detection;search problems;speech recognition","deep neural networks;MOEA-PS;multiobjective evolutionary algorithm;multiobjective genetic algorithm;neural architecture search;object detection;probability stack;searched neural architectures","","4","","51","IEEE","6 Mar 2023","","","IEEE","IEEE Journals"
"Region Purity-Based Local Feature Selection: A Multiobjective Perspective","Y. Zhou; Y. Qiu; S. Kwong","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Department of Computer Science, City University of Hong Kong, Hong Kong, Hong Kong","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","787","801","In contrast to the traditional feature selection (FS), local FS (LFS) partitions the whole sample space and obtains the feature subset for each local region. However, most existing LFS algorithms lack a problem-specific objective function and instead simply apply the distance-like objective function, which limits their classification performance. In addition, obtaining a good LFS model is essentially a multiobjective optimization problem. Therefore, in this article, we propose a region purity (RP)-based LFS (RP-LFS) where, besides the proportion of the selected features and region-based distance metric, we design a novel objective function, RP, from the perspective of combining local features with classifiers. To solve the RP-LFS, an improved nondominated sorting genetic algorithm III is proposed. Specifically, a network-inspired crossover operator and a quick bit mutation are applied, which can improve the ability to search for better solutions. A regional feature sharing strategy between different local models is developed, which can preserve more effective features. Experimental studies on 11 UCI datasets and nine high-dimensional datasets validate the effectiveness of our proposed RP. In comparison with various state-of-the-art FS and LFS algorithms, RP-LFS can achieve very competitive classification accuracy while obtaining a reduced feature subset size.","1941-0026","","10.1109/TEVC.2022.3222297","National Natural Science Foundation of China (NSFC)(grant numbers:61702336); Shenzhen Fundamental Research Program(grant numbers:JCYJ2020010911041013); Hong Kong Innovation and Technology Commission (InnoHK Project CIMDA); Hong Kong GRF-RGC General Research Fund(grant numbers:11209819 (CityU 9042816),11203820 (CityU 9042598)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9953116","Local feature selection (LFS);multiobjective optimization;region purity (RP);regional feature sharing strategy (RFSS)","Genetic algorithms;Feature extraction;Optimization;Measurement;Linear programming;Training;Convergence","feature extraction;feature selection;genetic algorithms;pattern classification;sorting","improved nondominated sorting genetic algorithm III;LFS model;multiobjective optimization problem;multiobjective perspective;problem-specific objective function;reduced feature subset size;region purity-based LFS;region purity-based local feature selection;region-based distance;regional feature sharing strategy;RP-LFS;traditional feature selection","","3","","49","IEEE","16 Nov 2022","","","IEEE","IEEE Journals"
"An Evolutionary Multitasking Algorithm With Multiple Filtering for High-Dimensional Feature Selection","L. Li; M. Xuan; Q. Lin; M. Jiang; Z. Ming; K. C. Tan","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; School of Informatics, Xiamen University, Xiamen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","802","816","Recently, evolutionary multitasking (EMT) has been successfully used in the field of high-dimensional classification. However, the generation of multiple tasks in the existing EMT-based feature selection (FS) methods is relatively simple, using only the Relief- ${F}$  method to collect related features with similar importance into one task, which cannot provide more diversified tasks for knowledge transfer. Thus, this article devises a new EMT algorithm for FS in high-dimensional classification, which first adopts different filtering methods to produce multiple tasks and then modifies a competitive swarm optimizer (CSO) to efficiently solve these related tasks via knowledge transfer. First, a diversified multiple task generation method is designed based on multiple filtering methods, which generates several relevant low-dimensional FS tasks by eliminating irrelevant features. In this way, useful knowledge for solving simple and relevant tasks can be transferred to simplify and speed up the solution of the original high-dimensional FS task. Then, a CSO is modified to simultaneously solve these relevant FS tasks by transferring useful knowledge among them. Numerous empirical results demonstrate that the proposed EMT-based FS method can obtain a better feature subset than several state-of-the-art FS methods on 18 high-dimensional datasets.","1941-0026","","10.1109/TEVC.2023.3254155","National Natural Science Foundation of China (NSFC)(grant numbers:U21A20512,61876162,62276222,61836005,62272315); Research Grants Council of the Hong Kong(grant numbers:PolyU11211521,PolyU15218622); Hong Kong Polytechnic University under Project(grant numbers:1-ZE0C); Guangdong Regional Joint Foundation Key Project(grant numbers:2022B1515120076); Shenzhen Science and Technology Program(grant numbers:JCYJ20220531101411027,JCYJ20190808164211203); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10064013","Competitive swarm optimizer (CSO);evolutionary algorithm (EA);evolutionary multitasking (EMT);feature selection (FS);high-dimensional classification","Task analysis;Knowledge transfer;Convergence;Filtering;Feature extraction;Multitasking;Search problems","evolutionary computation;feature extraction;feature selection;particle swarm optimisation;pattern classification","EMT algorithm;EMT-based feature selection methods;EMT-based FS method;evolutionary multitasking algorithm;feature subset;high-dimensional classification;high-dimensional feature selection;high-dimensional FS task;knowledge transfer;low-dimensional FS tasks;multiple task generation method;Relief-F method","","2","","60","IEEE","8 Mar 2023","","","IEEE","IEEE Journals"
"Evolutionary Multiobjective Clustering Over Multiple Conflicting Data Views","M. Garza-Fabre; J. Handl; A. José-García","Center for Research and Advanced Studies, Cinvestav Campus Tamaulipas, Ciudad Victoria, Mexico; Management Sciences Group, University of Manchester, Manchester, U.K.; CNRS, Centrale Lille, Universite de Lille, Lille, France","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","817","831","Multiview data analysis provides an effective means to integrate the distinct information sources which are inherent to many applications. Data clustering in a multiview setting specifically aims to identify the most appropriate grouping for a collection of entities, where those entities (or their relationships) can be described from multiple perspectives. Leveraging recent advances in multiobjective clustering, we propose a new evolutionary method to tackle this challenge. Designed around a flexible and unbiased solution representation, together with strategies based on the minimum spanning tree and neighborhood relations, our algorithm optimizes multiple objectives simultaneously to effectively explore the space of candidate tradeoffs between the data views. Through a series of experiments, we investigate the suitability of our proposal in the context of a bioinformatics application, clustering of plausible protein structures, and a diverse set of synthetic problems. The specific case of two data views is considered in this article. The evaluation with respect to a variety of reference approaches demonstrates the effectiveness of our method in discovering high-quality partitions in a multiview setting. Robustness against unreliable data sources and the ability to automatically determine the number of clusters are additional advantages evidenced by the results obtained.","1941-0026","","10.1109/TEVC.2022.3220187","Engineering and Physical Sciences Research Council, U.K.(grant numbers:EP/M013766/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9940466","Clustering methods;multiobjective clustering;multiview learning;representation;unsupervised learning","Optimization;Clustering algorithms;Proteins;Proposals;Extraterrestrial measurements;Bioinformatics;Unsupervised learning","data analysis;evolutionary computation;pattern clustering;trees (mathematics)","bioinformatics application;data analysis;data clustering;evolutionary method;information sources;minimum spanning tree;multiobjective clustering;multiple conflicting data views;multiview setting;neighborhood relations","","","","52","IEEE","7 Nov 2022","","","IEEE","IEEE Journals"
"Query-Efficient Generation of Adversarial Examples for Defensive DNNs via Multiobjective Optimization","W. Jiang; S. You; J. Zhan; X. Wang; H. Lei; D. Adhikari","School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Transactions on Evolutionary Computation","1 Aug 2023","2023","27","4","832","847","Due to the inherent vulnerability of deep neural networks (DNNs), the adversarial example (AE) attack has become a serious threat to intelligent systems, e.g., the failure cause of an image classification system. Different to existing works, in this article we are interested in the generation of AEs for DNNs with defensive mechanisms. To make the attack more practical, we exploit a query-based method to generate image AEs in a black-box attack setting. Considering that the generation of AEs is inherently a constrained optimization problem, this article first formulates three objectives regarding defensive DNNs, i.e., attack effectiveness, attack evasiveness and attack coverage. Then, this article proposes a query-efficient AE attack based on the genetic algorithm (GA) and particle swarm optimization (PSO) to address the perturbation optimization problem. To improve the efficiency of search and query, AE-specific operators including block-level and pixel-level crossovers, discrete perturbation mutation and direction-driven reproduction are designed within the GA-based search framework. In addition, predication-based adaptation of reproduction-related parameters is implemented to speed up the search convergence. PSO-based jumping process is further devised to avoid stuck in local optimum. Benchmark-based experiments evaluated the efficiency of our method, which can achieve an attack success rate of 100% with averagely 52.95% reduced queries in contrast to existing black-box attacks on nondefensive models. For defensive DNN models, our method can obtain top attack performance with the query reduction up to 70.92% comparing with the candidates.","1941-0026","","10.1109/TEVC.2022.3231460","National Nature Science Foundation of China(grant numbers:62072076); National Nature Science Foundation of Sichuan(grant numbers:2022NSFSC0500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9997094","Black-box adversarial example (AE);defensive deep neural networks (DNNs);genetic algorithm (GA);multiobjective optimization","Closed box;Perturbation methods;Optimization;Training;Predictive models;Genetic algorithms;Data models","computer crime;convergence;deep learning (artificial intelligence);genetic algorithms;image processing;particle swarm optimisation;query processing;search problems","adversarial example attack;AE-specific operators;attack effectiveness;attack evasiveness;attack performance;attack success rate;benchmark-based experiments;black-box attack setting;block-level crossover;constrained optimization problem;deep neural networks;defensive DNN models;direction-driven reproduction;discrete perturbation mutation;failure cause;GA-based search framework;genetic algorithm;image AEs;image classification system;inherent vulnerability;multiobjective optimization;particle swarm optimization;perturbation optimization problem;pixel-level crossovers;predication-based adaptation;PSO-based;query reduction;query-efficient generation;reproduction-related parameters;search convergence","","","","39","IEEE","22 Dec 2022","","","IEEE","IEEE Journals"
