"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,"IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","C1","C1","","1941-0026","","10.1109/TEVC.2023.3255959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10089215","","","","","","","","0","IEEE","30 Mar 2023","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation Publication Information","",,"IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","C2","C2","","1941-0026","","10.1109/TEVC.2023.3241457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10089217","","","","","","","","0","IEEE","30 Mar 2023","","","IEEE","IEEE Journals"
"A Survey on Evolutionary Constrained Multiobjective Optimization","J. Liang; X. Ban; K. Yu; B. Qu; K. Qiao; C. Yue; K. Chen; K. C. Tan","School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical and Information Engineering, Zhongyuan University of Technology, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","201","221","Handling constrained multiobjective optimization problems (CMOPs) is extremely challenging, since multiple conflicting objectives subject to various constraints require to be simultaneously optimized. To deal with CMOPs, numerous constrained multiobjective evolutionary algorithms (CMOEAs) have been proposed in recent years, and they have achieved promising performance. However, there has been few literature on the systematic review of the related studies currently. This article provides a comprehensive survey for evolutionary constrained multiobjective optimization. We first review a large number of CMOEAs through categorization and analyze their advantages and drawbacks in each category. Then, we summarize the benchmark test problems and investigate the performance of different constraint handling techniques (CHTs) and different algorithms, followed by some emerging and representative applications of CMOEAs. Finally, we discuss some new challenges and point out some directions of the future research in the field of evolutionary constrained multiobjective optimization.","1941-0026","","10.1109/TEVC.2022.3155533","National Natural Science Foundation of China(grant numbers:62176238,61806179,61922072,61876169,61976237,62106230); China Postdoctoral Science Foundation(grant numbers:2020M682347,2021T140616,2021M692920); Training Program of Young Backbone Teachers in Colleges and Universities in Henan Province, China(grant numbers:2020GGJS006); Henan Provincial Young Talents Lifting Project, China(grant numbers:2021HYTP007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9723472","Benchmark test problems;constrained multiobjective optimization;constraint handling;evolutionary algorithms","Optimization;Convergence;Benchmark testing;Pareto optimization;Statistics;Sociology;Evolutionary computation","constraint handling;evolutionary computation;optimisation","CHTs;CMOEAs;CMOPs;constrained multiobjective evolutionary algorithms;constrained multiobjective optimization problems;constraint handling techniques;evolutionary constrained multiobjective optimization","","33","","206","CCBY","1 Mar 2022","","","IEEE","IEEE Journals"
"A Genetic Algorithm Approach to Automate Architecture Design for Acoustic Scene Classification","N. W. Hasan; A. S. Saudi; M. I. Khalil; H. M. Abbas","Department of Computer and Systems, Faculty of Engineering, Ain Shams University, Cairo, Egypt; Faculty of Computers and Artificial Intelligence, Benha University, Banha, Egypt; Department of Computer and Systems, Faculty of Engineering, Ain Shams University, Cairo, Egypt; Department of Computer and Systems, Faculty of Engineering, Ain Shams University, Cairo, Egypt","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","222","236","Convolutional neural networks (CNNs) have been widely used with remarkable success in the acoustic scene classification (ASC) task. However, the performance of these CNNs highly relies on their architectures, requiring a lot of effort and expertise to design CNNs suitable for the investigated problem. In this work, we propose an efficient genetic algorithm (GA) that aims to find optimized CNN architectures for the ASC task. The proposed algorithm uses frequency-dimension splitting of the input spectrograms in order to explore the architecture search space in sub-CNN models in addition to classical single-path CNNs. Specifically, this algorithm aims to find the best number of sub-CNNs in addition to their architectures to better capture the distinct features of the input spectrograms. The proposed GA is specifically designed for sound classification to suit the ASC task than many other GAs that optimize conventional single-path CNN architectures. Experimental results on three benchmark datasets demonstrate the effectiveness of the proposed method. Specifically, the proposed algorithm has achieved around 17.8%, 16%, and 17.2%, relative improvement in accuracy with respect to the baseline systems on the development datasets of DCASE2018-Task1A, DCASE2019-Task1A, and DCASE2020-Task1A, respectively.","1941-0026","","10.1109/TEVC.2022.3185543","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9803192","Acoustic scene classification (ASC);convolutional neural networks (CNNs);evolutionary deep learning;genetic algorithms (GAs);machine listening;neural-network architecture optimization","Computer architecture;Genetic algorithms;Statistics;Sociology;Task analysis;Spectrogram;Convolutional neural networks","acoustic signal processing;audio signal processing;convolutional neural nets;feature extraction;genetic algorithms;image classification;natural language processing;recurrent neural nets;signal classification","acoustic scene classification task;architecture search space;ASC task;automate architecture design;CNNs suitable;convolutional neural networks;DCASE2018-Task1A,;DCASE2019-Task1A,;DCASE2020-Task1A;efficient genetic algorithm;frequency-dimension splitting;GA;genetic algorithm approach;input spectrograms;investigated problem;optimized CNN architectures;single-path CNN architectures;single-path CNNs;sound classification;sub-CNN models;sub-CNNs","","2","","93","IEEE","22 Jun 2022","","","IEEE","IEEE Journals"
"A Multiobjective Multitask Optimization Algorithm Using Transfer Rank","H. Chen; H. -L. Liu; F. Gu; K. C. Tan","School of Mathematics and Statistics, Guangdong University of Technology, Guangzhou, China; School of Mathematics and Statistics, Guangdong University of Technology, Guangzhou, China; School of Mathematics and Statistics, Guangdong University of Technology, Guangzhou, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, SAR","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","237","250","Multiobjective multitask optimization (MMO) attempts to solve several problems simultaneously. This is commonly done by identifying useful knowledge to transfer between tasks, thereby producing optimal solutions more quickly. In this study, an MMO algorithm using transfer rank and a KNN model is proposed to achieve this goal. The definition of transfer rank is first introduced for quantifying the priority of transfer solutions, to improve the probability of a positive result. The solution with the higher rank was assumed to be the most suitable for transfer, as solutions were sorted in descending order based on transfer rank. Priority was given to previous and positive-transfer solutions and those with the same transfer rank were distinguished using a KNN model classifier. The effectiveness of the proposed algorithm was verified by studying benchmark MMO problems. The experimental results showed the proposed algorithm was more effective than other conventional MMO techniques.","1941-0026","","10.1109/TEVC.2022.3147568","National Natural Science Foundation of China(grant numbers:62172110,61876162); Natural Science Foundation of Guangdong Province(grant numbers:2020A1515011500); Programme of Science and Technology of Guangdong Province(grant numbers:2021A0505110004,2020A0505100056); Research Grants Council of the Hong Kong SAR(grant numbers:PolyU11202418,PolyU11209219); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9697101","KNN model classifier;knowledge transfer;multiobjective multitask optimization (MMO);transfer rank","Task analysis;Optimization;Statistics;Sociology;Knowledge transfer;Data models;High-temperature superconductors","optimisation;probability","KNN model classifier;knowledge transfer;MMO algorithm;multiobjective multitask optimization algorithm;optimal solutions;positive result probability;positive-transfer solutions;transfer rank","","3","","55","IEEE","31 Jan 2022","","","IEEE","IEEE Journals"
"Solving the Single-Row Facility Layout Problem by K-Medoids Memetic Permutation Group","L. Tang; Z. Li; J. -K. Hao","National Frontiers Science Center for Industrial Intelligence and Systems Optimization, Northeastern University, Shenyang, China; Key Laboratory of Data Analytics and Optimization for Smart Industry, Ministry of Education, Northeastern University, Shenyang, China; LERIA, Université d’Angers, Angers, France","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","251","265","The single-row facility layout problem (SRFLP) is concerned with arranging facilities along a straight line so as to minimize the sum of the products of the flow costs and distances among all facility pairs. SRFLP has rich practical applications and is however NP-hard. In this article, we first investigate a dedicated symmetry-breaking approach based on the permutation group theory for reducing the solution space of SRFLP. Relevant symmetry properties are identified through the alternating group of the original solution space or the corresponding coordinate rotation space. Then, a memetic algorithm is proposed to explore promising search regions regarding the reduced solution space. The memetic algorithm employs a problem-specific crossover operator guided by  ${k}$ -medoids clustering technique to produce meaningful offspring solutions. The algorithm additionally uses a simulated annealing procedure to intensively exploit a given search region and a distance-and-quality-based population management strategy to ensure a reasonable diversity of the population. Experimental results on commonly used benchmark instances and newly introduced large-scale instances with sizes up to 2000 facilities show that the proposed algorithm competes favorably with state-of-the-art SRFLP algorithms. It attains all but one previous best known upper bounds (BKS) and discovers new upper bounds for 33 instances out of the 93 popular benchmark instances.","1941-0026","","10.1109/TEVC.2022.3165987","National Natural Science Foundation of China(grant numbers:72192830,72192831); Higher Education Discipline Innovation Project(grant numbers:B16009); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9751615","k-medoids clustering;memetic search;permutation group;simulated annealing;single-row facility layout","Clustering algorithms;Metaheuristics;Simulated annealing;Layout;Search problems;Memetics;Statistics","computational complexity;facilities layout;genetic algorithms;group theory;pattern clustering;search problems;simulated annealing","crossover operator guided byk-medoids clustering technique;dedicated symmetry-breaking approach;distance-and-quality-based population management strategy;k-medoids memetic permutation group;memetic algorithm;NP-hard;permutation group theory;simulated annealing;single-row facility layout problem;SRFLP;symmetry properties","","6","","35","IEEE","8 Apr 2022","","","IEEE","IEEE Journals"
"A Variable Granularity Search-Based Multiobjective Feature Selection Algorithm for High-Dimensional Data Classification","F. Cheng; J. Cui; Q. Wang; L. Zhang","Information Materials and Intelligent Sensing Laboratory of Anhui Province, Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China; Information Materials and Intelligent Sensing Laboratory of Anhui Province, Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China; Information Materials and Intelligent Sensing Laboratory of Anhui Province, Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China; Information Materials and Intelligent Sensing Laboratory of Anhui Province, Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","266","280","Evolutionary algorithms (EAs) have shown their competitiveness in solving the problem of feature selection (FS). However, in most of the existing EA-based FS methods, one bit in the individual only represents one feature, which means with the number of features increasing, the search space of these methods increases exponentially and makes them not suitable for the data classification with high dimensions. To tackle the issue, in this article, a variable granularity search-based multiobjective EA, termed as VGS-MOEA, is proposed for high-dimensional FS, where one bit in the individual representation denotes a group of features and results in the search space reducing greatly. To be specific, at the beginning, the search granularity of VGS-MOEA is coarse (a bit denotes a great number of features), which helps the proposed algorithm detect the potentially good feature subsets quickly. As the evolution continues, the search granularity is refined gradually, where a bit denotes a smaller number of features until it only represents one feature. With this decomposition of granularity, a more refined search is performed and leads to the VGS-MOEA obtaining feature subsets with higher quality. Experimental results on 12 high-dimensional data sets with different characteristics have shown that in comparison with the state of the arts, the proposed VGS-MOEA has demonstrated its superiority in terms of the classification accuracy, the number of selected features, and the running time.","1941-0026","","10.1109/TEVC.2022.3160458","National Natural Science Foundation of China(grant numbers:62076001,61976001,61876184,U1804262); Key Projects of University Excellent Talents Support Plan of Anhui Provincial Department of Education(grant numbers:gxyqZD2021089); Natural Science Foundation of Anhui Province(grant numbers:2008085QF309); Humanities and Social Sciences Project of Chinese Ministry of Education(grant numbers:18YJC870004); University Synergy Innovation Program of Anhui Province(grant numbers:GXXT-2020-050); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9737335","Evolutionary algorithm (EA);feature selection (FS);high-dimensional data classification;multiobjective optimization","Feature extraction;Signal processing algorithms;Heuristic algorithms;Particle swarm optimization;Optimization;Genetic algorithms;Encoding","evolutionary computation;feature selection;pattern classification;search problems","EA-based FS methods;evolutionary algorithms;high-dimensional data classification;high-dimensional data sets;high-dimensional FS;refined search;search granularity;search space;variable granularity search-based multiobjective EA;variable granularity search-based multiobjective feature selection algorithm;VGS-MOEA","","8","","45","IEEE","18 Mar 2022","","","IEEE","IEEE Journals"
"On the Evolutionary Synthesis of Fault-Resilient Digital Circuits","U. Afzaal; A. S. Hassan; M. Usman; J. -A. Lee","Department of Computer Engineering, Chosun University, Gwangju, South Korea; Department of Computer Engineering, Chosun University, Gwangju, South Korea; Department of Computer Engineering, Chosun University, Gwangju, South Korea; Department of Computer Engineering, Chosun University, Gwangju, South Korea","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","281","295","In the event of an upset, fault-resilient circuits maintain correct functionality allowing the system to remain fully operational or at least operate with a graceful degradation. Every circuit has a certain level of inherent resilience to faults. Often times, this inherent resilience to faults is insufficient for the given application. This is because conventional synthesis tools generally only focus on optimizing a circuit with respect to area, power, or timing budgets. There is a wide range of applications where faulty circuit behavior can lead to fatal results. Fault injection analyses are reported and show that even a single fault can be critical to the desired circuit operation. To which end, this article presents synthesis of fault-resilient (SYFR) circuits, an evolutionary method for automated synthesis of increased fault-resilience digital circuits suitable for fine-grained use. Test results for synthesis of up to 60 input circuits with SYFR are reported. SYFR can be repeatedly applied to a circuit to obtain various design tradeoffs between fault resilience and implementation costs. SYFR can also be flexibly applied to build circuits, which are selectively fault resilient, i.e., their tolerance to faults is workload aware. In addition, a novel population seeding mechanism to reduce the design space is introduced and experimentally validated. In summary, this article demonstrates that SYFR can be considered a competitive synthesis methodology for constructing fault-resilient circuits.","1941-0026","","10.1109/TEVC.2022.3169641","Chosun University(grant numbers:K949856042); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761994","Digital image processing;digital logic synthesis;fault tolerance;metaheuristic optimization","Circuit faults;Fault tolerant systems;Redundancy;Optimization;Integrated circuit reliability;Hardware;Costs","circuit reliability;digital circuits;electronic design automation;evolutionary computation;fault tolerance;logic circuits;logic design;network synthesis;radiation hardening (electronics)","automated synthesis;evolutionary method;fault injection analyses;fault-resilient digital circuits;SYFR;upset event","","","","43","IEEE","22 Apr 2022","","","IEEE","IEEE Journals"
"Differential Evolution-Based Feature Selection: A Niching-Based Multiobjective Approach","P. Wang; B. Xue; J. Liang; M. Zhang","Evolutionary Computation Research Group, Victoria University of Wellington, Wellington, New Zealand; Evolutionary Computation Research Group, Victoria University of Wellington, Wellington, New Zealand; School of Electrical Engineering, Zhengzhou University, Zhengzhou, China; Evolutionary Computation Research Group, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","296","310","Feature selection is to reduce both the dimensionality of data and the classification error rate (i.e., increase the classification accuracy) of a learning algorithm. The two objectives are often conflicting, thus a multiobjective feature selection method can obtain a set of nondominated feature subsets. Each solution in the set has a different size and a corresponding classification error rate. However, most existing feature selection algorithms have ignored that, for a given size, there can be different feature subsets with very similar or the same accuracy. This article introduces a niching-based multiobjective feature selection method that simultaneously minimizes the number of selected features and the classification error rate. The proposed method conceives to identify: 1) a set of feature subsets with good convergence and distribution and 2) multiple feature subsets choosing the same number of features with almost the same lowest classification error rate. The contributions of this article are threefold. First, a niching and global interaction mutation operator is proposed that can produce promising feature subsets. Second, a newly developed environmental selection mechanism allows equal informative feature subsets to be stored by relaxing the Pareto-dominance relationship. Finally, the proposed subset repairing mechanism can generate better feature subsets and further remove the redundant features. The proposed method is compared against seven multiobjective feature selection algorithms on 19 datasets, including both binary and multiclass classification tasks. The results show that the proposed method can evolve a rich and diverse set of nondominated solutions for different feature selection tasks, and their availability helps in understanding the relationships between features.","1941-0026","","10.1109/TEVC.2022.3168052","Marsden Fund of New Zealand Government(grant numbers:VUW1913,VUW1914); National Natural Science Foundation of China (NSFC)(grant numbers:61922072,61876169); Science for Technological Innovation Challenge (SfTI) Fund(grant numbers:E3603/2903); MBIE Data Science SSIF Fund(grant numbers:RTVU1914); MBIE Research Program(grant numbers:MBIEC11X2001); FPR(grant numbers:39186); China Scholarship Council (CSC) and Victoria University Joint Scholarship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9760707","Classification;differential evolution (DE);evolutionary multiobjective optimization (EMO);feature selection","Feature extraction;Classification algorithms;Task analysis;Statistics;Sociology;Error analysis;Optimization","evolutionary computation;feature extraction;feature selection;image classification;learning (artificial intelligence);Pareto optimisation;pattern classification","binary classification tasks;classification accuracy;corresponding classification error rate;different feature selection tasks;different feature subsets;differential evolution-based feature selection;equal informative feature subsets;existing feature selection;global interaction mutation operator;learning algorithm;lowest classification error rate;multiclass classification tasks;newly developed environmental selection mechanism;niching-based multiobjective approach;niching-based multiobjective feature selection method;nondominated feature subsets;promising feature subsets;redundant features;seven multiobjective feature selection algorithms;subset repairing mechanism","","13","","61","IEEE","20 Apr 2022","","","IEEE","IEEE Journals"
"Knowledge Transfer Genetic Programming With Auxiliary Population for Solving Uncertain Capacitated Arc Routing Problem","M. A. Ardeh; Y. Mei; M. Zhang; X. Yao","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","30 Mar 2023","2023","27","2","311","325","The uncertain capacitated arc routing problem (UCARP) is an NP-hard combinatorial optimization problem with a wide range of applications in logistics domains. Genetic programming (GP) hyper-heuristic has been successfully applied to evolve routing policies to effectively handle the uncertain environment in this problem. The real world usually encounters different but related instances due to events, such as season change and vehicle breakdowns, and it is desirable to transfer knowledge gained from solving one instance to help solve another related one. However, the solutions found by the GP process can lack diversity, and the existing methods use the transferred knowledge mainly during initialization. Thus, they cannot sufficiently handle the change from the source to the target instance. To address this issue, we develop a novel knowledge transfer GP with an auxiliary population. In addition to the main population for the target instance, we initialize an auxiliary population using the transferred knowledge and evolve it alongside the main population. We develop a novel scheme to carefully exchange the knowledge between the two populations, and a surrogate model to evaluate the auxiliary population efficiently. The experimental results confirm that the proposed method performed significantly better than the state-of-the-art GP approaches for a wide range of uncertain arc routing instances, in terms of both final performance and convergence speed.","1941-0026","","10.1109/TEVC.2022.3169289","Marsden Fund of New Zealand(grant numbers:VUW1614); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761253","Arc routing;genetic programming (GP);hyper-heuristics;transfer optimization","Statistics;Sociology;Routing;Optimization;Task analysis;Costs;Genetic programming","combinatorial mathematics;computational complexity;genetic algorithms;logistics;search problems;vehicle routing","auxiliary population;genetic programming hyper-heuristic;knowledge transfer genetic programming;knowledge transfer GP;NP-hard combinatorial optimization problem;routing policies;season change;transfer knowledge;uncertain arc routing instances;uncertain capacitated arc routing problem;vehicle breakdowns","","1","","69","IEEE","21 Apr 2022","","","IEEE","IEEE Journals"
