"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","C1","C1","Presents the table of contents for this issue of this publication.","1941-0026","","10.1109/TEVC.2019.2941099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854234","","","","","","","","","IEEE","1 Oct 2019","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","C2","C2","Provides a listing of current staff, committee members and society officers.","1941-0026","","10.1109/TEVC.2019.2942461","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854230","","","","","","","","","IEEE","1 Oct 2019","","","IEEE","IEEE Journals"
"Evolutionary Multitasking Sparse Reconstruction: Framework and Case Study","H. Li; Y. -S. Ong; M. Gong; Z. Wang","School of Electronic Engineering, Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Electronic Engineering, Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China; School of Computer Science and Engineering, Nanyang Technological University, Singapore","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","733","747","Real-world applications typically have multiple sparse reconstruction tasks to be optimized. In order to exploit the similar sparsity pattern between different tasks, this paper establishes an evolutionary multitasking framework to simultaneously optimize multiple sparse reconstruction tasks using a single population. In the proposed method, the evolutionary algorithm aims to search the locations of nonzero components or rows instead of searching sparse vector or matrix directly. Then the within-task and between-task genetic transfer operators are employed to reinforce the exchange of genetic material belonging to the same or different tasks. The proposed method can solve multiple measurement vector problems efficiently because the length of decision vector is independent of the number of measurement vectors. Finally, a case study on hyperspectral image unmixing is investigated in an evolutionary multitasking setting. It is natural to consider a sparse unmixing problem in a homogeneous region as a task. Experiments on signal reconstruction and hyperspectral image unmixing demonstrate the effectiveness of the proposed multitasking framework for sparse reconstruction.","1941-0026","","10.1109/TEVC.2018.2881955","National Natural Science Foundation of China(grant numbers:61772393); National Key Research and Development Program of China(grant numbers:2017YFB0802200); Key Research and Development Program of Shaanxi Province(grant numbers:2018ZDXM-GY-045); Data Science and Artificial Intelligence Center; Nanyang Technological University; National Research Foundation Singapore(grant numbers:AISG-RP-2018-00); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540026","Evolutionary algorithm;hyperspectral unmixing;multitasking optimization;sparse reconstruction","Multitasking;Optimization;Task analysis;Image reconstruction;Hyperspectral imaging;Sociology;Statistics","evolutionary computation;geophysical image processing;hyperspectral imaging;image reconstruction;optimisation;search problems;sparse matrices;vectors","sparse vector;multiple measurement vector problems;evolutionary multitasking sparse reconstruction;evolutionary algorithm;genetic transfer operators;optimization;nonzero components;sparse matrix;hyperspectral image","","51","","58","IEEE","18 Nov 2018","","","IEEE","IEEE Journals"
"A New Two-Stage Evolutionary Algorithm for Many-Objective Optimization","Y. Sun; B. Xue; M. Zhang; G. G. Yen","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Electrical and Computer Engineering, Oklahoma State University, Stillwater, OK, USA","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","748","761","Convergence and diversity are interdependently handled during the evolutionary process by most existing many-objective evolutionary algorithms (MaOEAs). In such a design, the degraded performance of one would deteriorate the other, and only solutions with both are able to improve the performance of MaOEAs. Unfortunately, it is not easy to constantly maintain a population of solutions with both convergence and diversity. In this paper, an MaOEA based on two independent stages is proposed for effectively solving many-objective optimization problems (MaOPs), where the convergence and diversity are addressed in two independent and sequential stages. To achieve this, we first propose a nondominated dynamic weight aggregation method by using a genetic algorithm, which is capable of finding the Pareto-optimal solutions for MaOPs with concave, convex, linear and even mixed Pareto front shapes, and then these solutions are employed to learn the Pareto-optimal subspace for the convergence. Afterward, the diversity is addressed by solving a set of single-objective optimization problems with reference lines within the learned Pareto-optimal subspace. To evaluate the performance of the proposed algorithm, a series of experiments are conducted against six state-of-the-art MaOEAs on benchmark test problems. The results show the significantly improved performance of the proposed algorithm over the peer competitors. In addition, the proposed algorithm can focus directly on a chosen part of the objective space if the preference area is known beforehand. Furthermore, the proposed algorithm can also be used to effectively find the nadir points.","1941-0026","","10.1109/TEVC.2018.2882166","Marsden Fund(grant numbers:VUW1209,VUW1509,VUW1615); Huawei Industry Fund(grant numbers:E2880/3663); Victoria University of Wellington(grant numbers:209862/3580,213150/3662); National Natural Science Fund of China for Distinguished Young Scholar(grant numbers:61625204); National Natural Science Foundation of China(grant numbers:61803277); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8540041","Many-objective evolutionary optimization algorithm;nadir point;Pareto-optimal subspace;two-stage method","Convergence;Optimization;Evolutionary computation;Sociology;Statistics;Sun;Heuristic algorithms","convergence;genetic algorithms;learning (artificial intelligence);Pareto optimisation","independent stages;sequential stages;nondominated dynamic weight aggregation method;genetic algorithm;Pareto-optimal solutions;single-objective optimization problems;learned Pareto-optimal subspace;benchmark test problems;objective space;two-stage evolutionary algorithm;evolutionary process;MaOEA;degraded performance;many-objective optimization problems;MaOP","","83","","48","IEEE","18 Nov 2018","","","IEEE","IEEE Journals"
"Solving Incremental Optimization Problems via Cooperative Coevolution","R. Cheng; M. N. Omidvar; A. H. Gandomi; B. Sendhoff; S. Menzel; X. Yao","Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China; Center of Excellence for Research in Computational Intelligence and Applications, School of Computer Science, University of Birmingham, Birmingham, U.K.; Faculty of Engineering & Information Technology, University of Technology Sydney, Ultimo, Australia; Honda Research Institute Europe GmbH, Offenbach, Germany; Honda Research Institute Europe GmbH, Offenbach, Germany; Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","762","775","Engineering designs can involve multiple stages, where at each stage, the design models are incrementally modified and optimized. In contrast to traditional dynamic optimization problems, where the changes are caused by some objective factors, the changes in such incremental optimization problems (IOPs) are usually caused by the modifications made by the decision makers during the design process. While existing work in the literature is mainly focused on traditional dynamic optimization, little research has been dedicated to solving such IOPs. In this paper, we study how to adopt cooperative coevolution to efficiently solve a specific type of IOPs, namely, those with increasing decision variables. First, we present a benchmark function generator on the basis of some basic formulations of IOPs with increasing decision variables and exploitable modular structure. Then, we propose a contribution-based cooperative coevolutionary framework coupled with an incremental grouping method for dealing with them. On one hand, the benchmark function generator is capable of generating various benchmark functions with various characteristics. On the other hand, the proposed framework is promising in solving such problems in terms of both optimization accuracy and computational efficiency. In addition, the proposed method is further assessed using a real-world application, i.e., the design optimization of a stepped cantilever beam.","1941-0026","","10.1109/TEVC.2018.2883599","National Basic Research Program of China (973 Program)(grant numbers:2017YFC0804003); Engineering and Physical Sciences Research Council(grant numbers:EP/J017515/1,EP/P005578/1); Program for Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Peacock Plan(grant numbers:KQTD2016112514355531); Science and Technology Innovation Committee Foundation of Shenzhen(grant numbers:ZDSYS201703031748284); Program for University Key Laboratory of Guangdong Province(grant numbers:2017KSYS008); Royal Society; Honda Research Institute Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8546776","Cooperative coevolution (CC);experience-based optimization;incremental optimization problem (IOP);variable grouping","Optimization;Linear programming;Benchmark testing;Aerodynamics;Computer science;Generators;Signal generators","beams (structures);cantilevers;decision making;design engineering;evolutionary computation;optimisation","decision variables;dynamic optimization problems;computational efficiency;contribution-based cooperative coevolution framework;stepped cantilever beam;decision makers;engineering designs;incremental optimization problems;incremental grouping method;benchmark function generator","","9","","38","IEEE","27 Nov 2018","","","IEEE","IEEE Journals"
"A Memetic Algorithm Based on an NSGA-II Scheme for Phylogenetic Tree Inference","M. Villalobos-Cid; M. Dorn; R. Ligabue-Braun; M. Inostroza-Ponta","Departamento de Ingeniería Informática, Universidad de Santiago de Chile, Santiago, Chile; Institute of Informatics, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Department of Pharmaceutical Sciences, Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil; Departamento de Ingeniería Informática, Universidad de Santiago de Chile, Santiago, Chile","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","776","787","Phylogenetic inference allows building a hypothesis about the evolutionary relationships between a group of species, which is usually represented as a tree. The phylogenetic inference problem can be seen as an optimization problem, searching for the most qualified tree among all the possible topologies according to a selected criterion. These criteria can be based on different principles. Due to the combinatorial number of possible topologies, diverse heuristics and meta-heuristics have been proposed to find approximated solutions according to one criterion. However, these methods may result in several phylogeny trees which could be in conflict with one another. In order to deal with this problem, models based on multiobjective optimization with different configurations have been used. In this paper, we propose an ad-hoc multiobjective memetic algorithm (MO-MA) to infer phylogeny using two objectives: 1) maximum parsimony and 2) likelihood. Several population operators and local search strategies are proposed and evaluated in order to measure their contribution to the algorithm. Additionally, we perform a comparison among different configurations and tree rearrangement strategies. The results show that the proposed MO-MA is able to identify a Pareto set of solutions that include new trees which were nondominated by solutions from the current state of the art single-objective optimization tools. Furthermore, the MO-MA improves the results presented in the literature for multiobjective approaches in all of the studied data sets. These results make our proposal a good alternative for phylogenetic inference.","1941-0026","","10.1109/TEVC.2018.2883888","Microsoft; CeBIB(grant numbers:FB00001); CITIAPS(grant numbers:PMI USA1204); Departamento de Investigaciones Científicas y Tecnológicas, Universidad de Santiago de Chile(grant numbers:061619IP); FAPERGS (PRONUPEQ)(grant numbers:002021-25.51/13,16/2551-0000520-6); MCT/CNPq(grant numbers:311022/2015-4); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8550665","Memetic algorithm;multiobjective optimization;phylogenetic inference","Phylogeny;Vegetation;Optimization;Topology;Proposals;Inference algorithms","evolution (biological);genetic algorithms;genetics;Pareto optimisation;search problems;trees (mathematics)","Pareto set;maximum parsimony;likelihood;MO-MA;tree rearrangement strategies;local search strategies;ad-hoc multiobjective memetic algorithm;multiobjective optimization;meta-heuristics;diverse heuristics;combinatorial number;evolutionary relationships;phylogenetic tree inference;NSGA-II scheme","","21","","66","IEEE","28 Nov 2018","","","IEEE","IEEE Journals"
"ar-MOEA: A Novel Preference-Based Dominance Relation for Evolutionary Multiobjective Optimization","J. Yi; J. Bai; H. He; J. Peng; D. Tang","University Key Laboratory for Industrial Process Online Analysis and Control of Chongqing, Chongqing University of Science and Technology, Chongqing, China; University Key Laboratory for Industrial Process Online Analysis and Control of Chongqing, Chongqing University of Science and Technology, Chongqing, China; Department of Electrical, Computer, and Biomedical Engineering, University of Rhode Island, Kingston, RI, USA; University Key Laboratory for Industrial Process Online Analysis and Control of Chongqing, Chongqing University of Science and Technology, Chongqing, China; University Key Laboratory for Industrial Process Online Analysis and Control of Chongqing, Chongqing University of Science and Technology, Chongqing, China","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","788","802","Finding the overall Pareto optimal front while addressing the effect of an increasing number of objectives has become an essential and challenging issue for multiobjective optimization in real-world applications. Preference information provided by a decision maker can guide the search for preferred regions of the Pareto front and accelerate the convergence of the population. In this paper, a new variant of the Pareto dominance relation, called preference angle and reference information-based dominance, is proposed to create a stricter partial order among nondominated solutions. In the proposed method, the Euclidean distance and angle information between candidate solutions and reference points are calculated to evaluate the degree of convergence and population diversity, respectively. In addition, an adaptive threshold is designed to adjust the judgment condition of ar-dominance using an iterative process in a prespecified interval. The proposed algorithm increases the convergence speed of the population and reduces the number of solutions in the nonpreferred region. Comparative evaluation experiments are presented with respect to two performance metrics for a variety of benchmark test problems and real-world aluminum electrolytic production cases. The results demonstrate that the proposed approach is effective for highly complex, multiobjective optimization problems when compared with five state-of-the-art evolutionary algorithms.","1941-0026","","10.1109/TEVC.2018.2884133","National Science Foundation(grant numbers:ECCS 1731672); National Science and Technology Special Project of China(grant numbers:2016ZX05060); Basic Science and Advanced Technology Research in Chongqing(grant numbers:cstc2015jcyjBX0099); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8552449","Aluminum electrolytic production;evolutionary algorithm (EA);multiobjective optimization;preference information","Optimization;Sociology;Statistics;Convergence;Euclidean distance;Acceleration","decision making;evolutionary computation;iterative methods;Pareto optimisation","nondominated solutions;angle information;population diversity;ar-dominance;convergence speed;nonpreferred region;real-world aluminum electrolytic production cases;highly complex optimization problems;multiobjective optimization problems;state-of-the-art evolutionary algorithms;novel preference-based dominance relation;evolutionary multiobjective optimization;Pareto optimal front;essential issue;real-world applications;preference information;decision maker;preferred regions;Pareto dominance relation;stricter partial order;preference angle;ar-MOEA;preference information-based dominance relation","","37","","48","IEEE","29 Nov 2018","","","IEEE","IEEE Journals"
"Bi-Phase Evolutionary Searching for Biclusters in Gene Expression Data","Q. Huang; X. Huang; Z. Kong; X. Li; D. Tao","School of Mechanical Engineering, and Center for OPTical IMagery Analysis and Learning (OPTIMAL), Northwestern Polytechnical University, Xi’an, Shaanxi, PR China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Center for OPTical IMagery Analysis and Learning (OPTIMAL), Northwestern Polytechnical University, Xi’an, P.R. China; UBTECH Sydney Artificial Intelligence Centre and the School of Computer Science, in the Faculty of Engineering and Information Technologies, University of Sydney, Darlington, NSW, Australia","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","803","814","The analysis of gene expression data is useful for detecting the biological information of genes. Biclustering of microarray data has been proposed as a powerful computational tool to discover subsets of genes that exhibit consistent expression patterns along subsets of conditions. In this paper, we propose a novel biclustering algorithm called the bi-phase evolutionary biclustering algorithm. The first phase is for the evolution of rows and columns, and the other is for the evolution of biclusters. The interaction of the two phases ensures a reliable search direction and accelerates the convergence to good solutions. Furthermore, the population is initialized using a conventional hierarchical clustering strategy to discover bicluster seeds. We also developed a seed-based parallel implementation of evolutionary searching to search biclusters more comprehensively. The performance of the proposed algorithm is compared with several popular biclustering algorithms using synthetic datasets and real microarray datasets. The experimental results show that the algorithm demonstrates a significant improvement in discovering biclusters.","1941-0026","","10.1109/TEVC.2018.2884521","National Natural Science Foundation of China(grant numbers:61571193); Natural Science Foundation of Guangdong Province(grant numbers:2017A030312006); Science and Technology Program of Guangzhou(grant numbers:201704020134); Guangdong Science and Technology Department(grant numbers:2016A010101021,2016A010101022,2016A010101023); Australian Research Council(grant numbers:FL-170100117,DP-180103424,IH-180100002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8561202","Biclustering;bi-phase evolutionary searching;gene expression data","Sociology;Statistics;Gene expression;Clustering algorithms;Approximation algorithms;Heuristic algorithms","bioinformatics;data analysis;evolutionary computation;genetics;pattern clustering;search problems","gene expression data;microarray data;consistent expression patterns;bi-phase evolutionary biclustering algorithm;reliable search direction;bicluster seeds;biological information;hierarchical clustering strategy;seed-based parallel implementation;bi-phase evolutionary searching","","14","","39","IEEE","5 Dec 2018","","","IEEE","IEEE Journals"
"A Novel Evolutionary Sampling Assisted Optimization Method for High-Dimensional Expensive Problems","X. Wang; G. G. Wang; B. Song; P. Wang; Y. Wang","School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China; School of Mechatronic Systems Engineering, Simon Fraser University, Surrey, BC, Canada; School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China; School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China; School of Management, Northwestern Polytechnical University, Xi’an, China","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","815","827","Surrogate-assisted evolutionary algorithms (SAEAs) are promising methods for solving high-dimensional expensive problems. The basic idea of SAEAs is the integration of nature-inspired searching ability of evolutionary algorithms and prediction ability of surrogate models. This paper proposes a novel evolutionary sampling assisted optimization (ESAO) method which combines the two abilities to consider global exploration and local exploitation. Differential evolution is employed to generate offspring using mutation and crossover operators. A global radial basis functions surrogate model is built for prescreening of the offspring’s objective function values and identifying the best one, which will be evaluated with the true function. The best offspring will replace its parent’s position in the population if its function value is smaller than that of its parent. A local surrogate model is then built with selected current best solutions. An optimizer is applied to find the optimum of the local model. The optimal solution is then evaluated with the true function. Besides, a better point found in the local search will be added into the population in the global search. Global and local searches will alternate if one search cannot lead to a better solution. Comprehensive analysis is conducted to study the mechanism of ESAO and insights are gained on different local surrogates. The proposed algorithm is compared with two state-of-the-art SAEAs on a series of high-dimensional problems and results show that ESAO behaves better both in effectiveness and robustness on most of the test problems. Besides, ESAO is applied to an airfoil optimization problem to show its effectiveness.","1941-0026","","10.1109/TEVC.2019.2890818","National Natural Science Foundation of China(grant numbers:51375389,51875466,51805436); China Scholarship Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8603839","Evolutionary algorithms (EAs);evolutionary sampling;high-dimensional expensive problems;surrogate models","Computational modeling;Optimization;Sociology;Statistics;Predictive models;Adaptation models","aerodynamics;aerospace components;design engineering;evolutionary computation;mechanical engineering computing;radial basis function networks;search problems","novel evolutionary sampling assisted optimization method;high-dimensional expensive problems;surrogate models;crossover operators;optimal solution;local search;global search;airfoil optimization problem;surrogate-assisted evolutionary algorithms;mutation operators;state-of-the-art SAEA;ESAO method;differential evolution;global radial basis functions surrogate model;offspring objective function value","","85","","50","IEEE","6 Jan 2019","","","IEEE","IEEE Journals"
"One Pixel Attack for Fooling Deep Neural Networks","J. Su; D. V. Vargas; K. Sakurai","Graduate School/Faculty of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan; Graduate School/Faculty of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan; Advanced Telecommunications Research Institute International, Kyoto, Japan","IEEE Transactions on Evolutionary Computation","1 Oct 2019","2019","23","5","828","841","Recent research has revealed that the output of deep neural networks (DNNs) can be easily altered by adding relatively small perturbations to the input vector. In this paper, we analyze an attack in an extremely limited scenario where only one pixel can be modified. For that we propose a novel method for generating one-pixel adversarial perturbations based on differential evolution (DE). It requires less adversarial information (a black-box attack) and can fool more types of networks due to the inherent features of DE. The results show that 67.97% of the natural images in Kaggle CIFAR-10 test dataset and 16.04% of the ImageNet (ILSVRC 2012) test images can be perturbed to at least one target class by modifying just one pixel with 74.03% and 22.91% confidence on average. We also show the same vulnerability on the original CIFAR-10 dataset. Thus, the proposed attack explores a different take on adversarial machine learning in an extreme limited scenario, showing that current DNNs are also vulnerable to such low dimension attacks. Besides, we also illustrate an important application of DE (or broadly speaking, evolutionary computation) in the domain of adversarial machine learning: creating tools that can effectively generate low-cost adversarial attacks against neural networks for evaluating robustness.","1941-0026","","10.1109/TEVC.2019.2890858","Collaboration Hubs for International Program of SICORP; Japan Science and Technology Agency; Kyushu University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8601309","Convolutional neural network;differential evolution (DE);image recognition;information security","Perturbation methods;Neural networks;Robustness;Image color analysis;Image recognition;Additives","evolutionary computation;feature extraction;image classification;learning (artificial intelligence);neural nets;object recognition","DNN;CIFAR-10 dataset;deep neural networks;low-cost adversarial attacks;low dimension attacks;extreme limited scenario;adversarial machine learning;ILSVRC 2012;ImageNet test images;natural images;adversarial information;differential evolution;one-pixel adversarial perturbations;input vector;pixel attack","","989","","63","IEEE","4 Jan 2019","","","IEEE","IEEE Journals"
