"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2019.2904156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8676411","","","","","","","","","IEEE","29 Mar 2019","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1941-0026","","10.1109/TEVC.2019.2904158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8676389","","","","","","","","","IEEE","29 Mar 2019","","","IEEE","IEEE Journals"
"IGD Indicator-Based Evolutionary Algorithm for Many-Objective Optimization Problems","Y. Sun; G. G. Yen; Z. Yi","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Electrical and Computer Engineering, Oklahoma State University, Stillwater, OK, USA; College of Computer Science, Sichuan University, Chengdu, China","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","173","187","Inverted generational distance (IGD) has been widely considered as a reliable performance indicator to concurrently quantify the convergence and diversity of multiobjective and many-objective evolutionary algorithms. In this paper, an IGD indicator-based evolutionary algorithm for solving many-objective optimization problems (MaOPs) has been proposed. Specifically, the IGD indicator is employed in each generation to select the solutions with favorable convergence and diversity. In addition, a computationally efficient dominance comparison method is designed to assign the rank values of solutions along with three newly proposed proximity distance assignments. Based on these two designs, the solutions are selected from a global view by linear assignment mechanism to concern the convergence and diversity simultaneously. In order to facilitate the accuracy of the sampled reference points for the calculation of IGD indicator, we also propose an efficient decomposition-based nadir point estimation method for constructing the Utopian Pareto front (PF) which is regarded as the best approximate PF for real-world MaOPs at the early stage of the evolution. To evaluate the performance, a series of experiments is performed on the proposed algorithm against a group of selected state-of-the-art many-objective optimization algorithms over optimization problems with 8-, 15-, and 20-objective. Experimental results measured by the chosen performance metrics indicate that the proposed algorithm is very competitive in addressing MaOPs.","1941-0026","","10.1109/TEVC.2018.2791283","China Scholarship Council(grant numbers:201506240048); Miaozi Project in Science and Technology Innovation Program of Sichuan Province(grant numbers:16-YCG061); National Natural Science Foundation Fund of China for Distinguished Young Scholar(grant numbers:61625204); National Natural Science Foundation of China(grant numbers:61432012,U1435213); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8249827","Inverted generational distance (IGD);linear assignment problem (LAP);many-objective evolutionary optimization algorithm;nadir point","Convergence;Optimization;Estimation;Evolutionary computation;Approximation algorithms;Sorting;Algorithm design and analysis","convergence;evolutionary computation;Pareto optimisation","efficient decomposition-based nadir point estimation method;IGD indicator-based evolutionary algorithm;many-objective optimization problems;inverted generational distance;many-objective evolutionary algorithms;multiobjective evolutionary algorithms;proximity distance assignments;linear assignment mechanism;Utopian Pareto front;dominance comparison method","","283","","71","IEEE","8 Jan 2018","","","IEEE","IEEE Journals"
"Distributed Cooperative Co-Evolution With Adaptive Computing Resource Allocation for Large Scale Optimization","Y. -H. Jia; W. -N. Chen; T. Gu; H. Zhang; H. -Q. Yuan; S. Kwong; J. Zhang","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, Guilin University of Electronic Technology, Guilin, China; School of Information Science and Engineering, Shandong Normal University, Jinan, China; School of Computer Science and Network Security, Dongguan University of Technology, Dongguan, China; Department of Computer Science, City University of Hong Kong, Hong Kong; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","188","202","Through introducing the divide-and-conquer strategy, cooperative co-evolution (CC) has been successfully employed by many evolutionary algorithms (EAs) to solve large-scale optimization problems. In practice, it is common that different subcomponents of a large-scale problem have imbalanced contributions to the global fitness. Thus, how to utilize such imbalance and concentrate efforts on optimizing important subcomponents becomes an important issue for improving performance of cooperative co-EA, especially in distributed computing environment. In this paper, we propose a two-layer distributed CC (dCC) architecture with adaptive computing resource allocation for large-scale optimization. The first layer is the dCC model which takes charge of calculating the importance of subcomponents and accordingly allocating resources. An effective allocating algorithm is designed which can adaptively allocate computing resources based on a periodic contribution calculating method. The second layer is the pool model which takes charge of making fully utilization of imbalanced resource allocation. Within this layer, two different conformance policies are designed to help optimizers use the assigned computing resources efficiently. Empirical studies show that the two conformance policies and the computing resource allocation algorithm are effective, and the proposed distributed architecture possesses high scalability and efficiency.","1941-0026","","10.1109/TEVC.2018.2817889","National Natural Science Foundation of China(grant numbers:61622206,61332002); Science of Technology Planning Project of Guangdong Province, China(grant numbers:2014B010118002); Natural Science Foundation of Guangdong Province(grant numbers:2015A030306024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8320844","Cooperative co-evolution (CC);distributed evolutionary algorithm (EA);large-scale optimization;pool model;resource allocation","Optimization;Sociology;Statistics;Program processors;Computational modeling;Resource management;Adaptation models","distributed processing;evolutionary computation;optimisation;resource allocation","distributed architecture;divide-and-conquer strategy;co-EA;dCC;important subcomponents;large-scale problem;large-scale optimization problems;evolutionary algorithms;computing resource allocation algorithm;assigned computing resources;imbalanced resource allocation;periodic contribution calculating method;effective allocating algorithm;adaptive computing resource allocation;two-layer distributed CC architecture;distributed computing environment","","65","","49","OAPA","21 Mar 2018","","","IEEE","IEEE Journals"
"Offline Data-Driven Evolutionary Optimization Using Selective Surrogate Ensembles","H. Wang; Y. Jin; C. Sun; J. Doherty","Department of Computer Science, University of Surrey, Guildford, U.K.; Department of Computer Science and Technology, Taiyuan University of Science and Technology, Taiyuan, China; Department of Computer Science and Technology, Taiyuan University of Science and Technology, Taiyuan, China; Department of Mechanical Engineering Sciences, University of Surrey, Guildford, U.K.","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","203","216","In solving many real-world optimization problems, neither mathematical functions nor numerical simulations are available for evaluating the quality of candidate solutions. Instead, surrogate models must be built based on historical data to approximate the objective functions and no new data will be available during the optimization process. Such problems are known as offline data-driven optimization problems. Since the surrogate models solely depend on the given historical data, the optimization algorithm is able to search only in a very limited decision space during offline data-driven optimization. This paper proposes a new offline data-driven evolutionary algorithm to make the full use of the offline data to guide the search. To this end, a surrogate management strategy based on ensemble learning techniques developed in machine learning is adopted, which builds a large number of surrogate models before optimization and adaptively selects a small yet diverse subset of them during the optimization to achieve the best local approximation accuracy and reduce the computational complexity. Our experimental results on the benchmark problems and a transonic airfoil design example show that the proposed algorithm is able to handle offline data-driven optimization problems with up to 100 decision variables.","1941-0026","","10.1109/TEVC.2018.2834881","Engineering and Physical Sciences Research Council(grant numbers:EP/M017869/1); National Natural Science Foundation of China(grant numbers:61590922); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8357456","Ensemble;evolutionary algorithm (EA);offline data-driven optimization;radial basis function networks (RBFNs);surrogate","Optimization;Data models;Bagging;Predictive models;Computational modeling;Numerical models;Approximation algorithms","approximation theory;computational complexity;data analysis;evolutionary computation;learning (artificial intelligence);optimisation;search problems","offline data-driven optimization problems;machine learning;transonic airfoil design;computational complexity;local approximation;ensemble learning techniques;offline data-driven evolutionary optimization;surrogate management strategy","","134","","77","IEEE","10 May 2018","","","IEEE","IEEE Journals"
"On Scalable Multiobjective Test Problems With Hardly Dominated Boundaries","Z. Wang; Y. -S. Ong; H. Ishibuchi","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","217","231","The DTLZ1-DTLZ4 problems are by far one of the most commonly used test problems in the validation and comparison of multiobjective optimization evolutionary algorithms (MOEAs). However, very recently, it has been pointed out that they have the following two special characteristics: 1) the regularly oriented Pareto front shape and 2) the single distance function. As a modification of them, this paper presents a new set of test problems mDTLZ1-mDTLZ4 to avoid the two special characteristics. Using these new test problems, we investigate the performance of three representative multiobjective evolutionary algorithms NSGA-II, MOEA/D-Tch, and SMS-EMOA. Experimental results indicate that the performance of NSGA-II and MOEA/D-Tch deteriorates on mDTLZ1-mDTLZ4. Subsequently, our analysis reveals that there exist the hardly dominated boundaries in each of mDTLZ1-mDTLZ4, which hinder the approximation of Pareto dominance-based algorithms and Tchebycheff-decomposition-based algorithms. Furthermore, we summarize that the hardly dominated boundary should be an often encountered problem feature in multiobjective optimization. Last but not least, we point out and validate some coping strategies for dominance-based algorithms and decomposition-based algorithms to overcome the challenges caused by the hardly dominated boundary.","1941-0026","","10.1109/TEVC.2018.2844286","Nanyang Technological University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8372962","ϵ-dominance;evolutionary algorithm;generalized decomposition;hardly dominated boundaries;multiobjective optimization;test problems","Shape;Pareto optimization;Search problems;Linear programming;Evolutionary computation;Approximation algorithms","approximation theory;genetic algorithms;Pareto optimisation","hardly dominated boundary;DTLZ1-DTLZ4 problems;multiobjective optimization evolutionary algorithms;special characteristics;regularly oriented Pareto front shape;test problems mDTLZ1-mDTLZ;representative multiobjective evolutionary algorithms NSGA-II;mDTLZ1-mDTLZ4;Pareto dominance-based algorithms;Tchebycheff-decomposition-based algorithms;encountered problem feature;scalable multiobjective test problems;MOEA-D-Tch","","54","","68","IEEE","5 Jun 2018","","","IEEE","IEEE Journals"
"Low-Dimensional Euclidean Embedding for Visualization of Search Spaces in Combinatorial Optimization","K. Michalak","Department of Information Technologies, Institute of Business Informatics, Wrocław University of Economics, Wrocław, Poland","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","232","246","This paper proposes a method for visualizing combinatorial search spaces named low-dimensional Euclidean embedding (LDEE). The proposed method transforms the original search space, such as a set of permutations or binary vectors, to Rk (with k = 2 or 3 in practice) while aiming to preserve spatial relationships existing in the original space. The LDEE method uses the t-distributed stochastic neighbor embedding (t-SNE) to transform solutions from the original search space to the Euclidean one. In this paper, it is mathematically shown that the assumptions underlying the t-SNE method are valid in the case of permutation spaces with the Mallows distribution. The same is true for other metric spaces provided that the distribution of points is assumed to be normal with respect to the adopted metric. The embedding obtained using t-SNE is further refined to ensure visual separation of individual solutions. The visualization obtained using the LDEE method can be used for analyzing the behavior of the population in a population-based metaheuristic, the working of the genetic operators, etc. Examples of visualizations obtained using this method for the four peaks problem, the firefighter problem, the knapsack problem, the quadratic assignment problem, and the traveling salesman problem are presented in this paper.","1941-0026","","10.1109/TEVC.2018.2846636","Wrocław Centre for Networking and Supercomputing (http://wcss.pl)(grant numbers:407); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8382323","Combinatorial optimization;Euclidean embedding;search space visualization","Optimization;Visualization;Sociology;Statistics;Measurement;Data visualization;Search problems","combinatorial mathematics;genetic algorithms;knapsack problems;optimisation;search problems;stochastic processes","low-dimensional euclidean embedding;combinatorial optimization;combinatorial search;original search space;LDEE method;t-SNE method;permutation spaces;visual separation;search space visualization;binary vectors;knapsack problem;t-distributed stochastic neighbor embedding","","13","","32","IEEE","12 Jun 2018","","","IEEE","IEEE Journals"
"Adaptive Sorting-Based Evolutionary Algorithm for Many-Objective Optimization","C. Liu; Q. Zhao; B. Yan; S. Elsayed; T. Ray; R. Sarker","Research Base of Beijing Modern Manufacturing Industry Development, Beijing University of Technology, Beijing, China; Research Base of Beijing Modern Manufacturing Industry Development, Beijing University of Technology, Beijing, China; Institute of Laser Engineering, Beijing University of Technology, Beijing, China; School of Engineering and Information Technology, University of New South Wales at Canberra, Canberra, ACT, Australia; School of Engineering and Information Technology, University of New South Wales at Canberra, Canberra, ACT, Australia; School of Engineering and Information Technology, University of New South Wales at Canberra, Canberra, ACT, Australia","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","247","257","Evolutionary algorithms have shown their promise in coping with many-objective optimization problems. However, the strategies of balancing convergence and diversity and the effectiveness of handling problems with irregular Pareto fronts (PFs) are still far from perfect. To address these issues, this paper proposes an adaptive sorting-based evolutionary algorithm based on the idea of decomposition. First, we propose an adaptive sorting-based environmental selection strategy. Solutions in each subpopulation (partitioned by reference vectors) are sorted based on their convergence. Those with better convergence are further sorted based on their diversity, then being selected according to their sorting levels. Second, we provide an adaptive promising subpopulation sorting-based environmental selection strategy for problems which may have irregular PFs. This strategy provides additional sorting-based selection effort on promising subpopulations after the general environmental selection process. Third, we extend the algorithm to handle constraints. Finally, we conduct an extensive experimental study on the proposed algorithm by comparing with start-of-the-state algorithms. Results demonstrate the superiority of the proposed algorithm.","1941-0026","","10.1109/TEVC.2018.2848254","National Natural Science Foundation of China(grant numbers:61773029,61273230,61603010,61603011); China Scholarship Council; Beijing Social Science Foundation of China(grant numbers:16JDGLC005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387473","Decomposition;evolutionary algorithm;irregular Pareto front (PF);many-objective optimization;reference vector;sorting","Convergence;Sorting;Evolutionary computation;Optimization;Sociology;Statistics;Indexes","evolutionary computation;Pareto optimisation;sorting","adaptive sorting-based evolutionary algorithm;subpopulation sorting-based environmental selection strategy;evolutionary algorithms;many-objective optimization problems;irregular PFs;irregular Pareto fronts","","38","","69","IEEE","18 Jun 2018","","","IEEE","IEEE Journals"
"Evolutionary Bilevel Optimization Based on Covariance Matrix Adaptation","X. He; Y. Zhou; Z. Chen","Collaborative Innovation Center of High Performance Computing, Sun Yat-sen University, Guangzhou, China; Collaborative Innovation Center of High Performance Computing, Sun Yat-sen University, Guangzhou, China; Collaborative Innovation Center of High Performance Computing, Sun Yat-sen University, Guangzhou, China","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","258","272","Bilevel optimization refers to a challenging optimization problem which contains two levels of optimization problems. The task of bilevel optimization is to find the optimum of the upper-level problem, subject to the optimality of the corresponding lower-level problem. This nested nature introduces many difficulties such as nonconvexity and disconnectedness, and poses great challenges to traditional optimization methods. Using evolutionary algorithms in bilevel optimization has been demonstrated to be very promising in recent years. However, these algorithms suffer from low efficiency since they usually require a huge number of function evaluations. This paper proposes a bilevel covariance matrix adaptation evolution strategy to handle bilevel optimization problems. A search distribution sharing mechanism is designed so that we can extract a priori knowledge of the lower-level problem from the upper-level optimizer, which significantly reduces the number of function evaluations. We also propose a refinement-based elite preservation mechanism to trace the elite and avoid inaccurate solutions. Comparisons with five state-of-the-art algorithms on 22 benchmark problems and two real-world applications are carried out to test the performance of the proposed approach. The experimental results have shown the effectiveness of the proposed approach in keeping a good tradeoff between solution quality and computational efficiency.","1941-0026","","10.1109/TEVC.2018.2849000","National Natural Science Foundation of China(grant numbers:61472143,61773410,61673403); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8388227","Bilevel optimization;covariance matrix adaptation;evolution strategy (ES)","Optimization;Genetic algorithms;Approximation algorithms;Linear programming;Covariance matrices;Task analysis;Evolutionary computation","covariance matrices;evolutionary computation;optimisation","evolutionary bilevel optimization;covariance matrix adaptation;search distribution","","23","","71","IEEE","19 Jun 2018","","","IEEE","IEEE Journals"
"New Sampling Strategies When Searching for Robust Solutions","X. Fei; J. Branke; N. Gülpınar","Warwick Business School, University of Warwick, Coventry, U.K.; Warwick Business School, University of Warwick, Coventry, U.K.; Warwick Business School, University of Warwick, Coventry, U.K.","IEEE Transactions on Evolutionary Computation","29 Mar 2019","2019","23","2","273","287","Many real-world optimization problems involve uncertainties, and in such situations it is often desirable to identify robust solutions that perform well over the possible future scenarios. In this paper, we focus on input uncertainty, such as in manufacturing, where the actual manufactured product may differ from the specified design but should still function well. Estimating a solution's expected fitness in such a case is challenging, especially if the fitness function is expensive to evaluate, and its analytic form is unknown. One option is to average over a number of scenarios, but this is computationally expensive. The archive sample approximation method reduces the required number of fitness evaluations by reusing previous evaluations stored in an archive. The main challenge in the application of this method lies in determining the locations of additional samples drawn in each generation to enrich the information in the archive and reduce the estimation error. In this paper, we use the Wasserstein distance metric to approximate the possible benefit of a potential sample location on the estimation error, and propose new sampling strategies based on this metric. Contrary to previous studies, we consider a sample's contribution for the entire population, rather than inspecting each individual separately. This also allows us to dynamically adjust the number of samples to be collected in each generation. An empirical comparison with several previously proposed archive-based sample approximation methods demonstrates the superiority of our approaches.","1941-0026","","10.1109/TEVC.2018.2849331","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390941","Archive sample approximation (ASA);average-case robustness;uncertainty;Wasserstein distance","Robustness;Estimation error;Measurement;Uncertainty;Sociology;Statistics","approximation theory;optimisation;sampling methods;search problems","robust solutions searching;approximation method;optimization problems;sampling strategies;fitness evaluations;analytic form;fitness function;input uncertainty;archive-based sample approximation methods;estimation error;potential sample location","","10","","27","IEEE","20 Jun 2018","","","IEEE","IEEE Journals"
