"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2019.2952865","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915903","","","","","","","","","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1941-0026","","10.1109/TEVC.2019.2953447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915885","","","","","","","","","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"Evolutionary Generative Adversarial Networks","C. Wang; C. Xu; X. Yao; D. Tao","UBTECH Sydney Artificial Intelligence Centre, Faculty of Engineering and Information Technologies, University of Sydney, Darlington, Australia; UBTECH Sydney Artificial Intelligence Centre, Faculty of Engineering and Information Technologies, University of Sydney, Darlington, Australia; Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China; UBTECH Sydney Artificial Intelligence Centre, Faculty of Engineering and Information Technologies, University of Sydney, Darlington, Australia","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","921","934","Generative adversarial networks (GANs) have been effective for learning generative models for real-world data. However, accompanied with the generative tasks becoming more and more challenging, existing GANs (GAN and its variants) tend to suffer from different training problems such as instability and mode collapse. In this paper, we propose a novel GAN framework called evolutionary GANs (E-GANs) for stable GAN training and improved generative performance. Unlike existing GANs, which employ a predefined adversarial objective function alternately training a generator and a discriminator, we evolve a population of generators to play the adversarial game with the discriminator. Different adversarial training objectives are employed as mutation operations and each individual (i.e., generator candidature) are updated based on these mutations. Then, we devise an evaluation mechanism to measure the quality and diversity of generated samples, such that only well-performing generator(s) are preserved and used for further training. In this way, E-GAN overcomes the limitations of an individual adversarial training objective and always preserves the well-performing offspring, contributing to progress in, and the success of GANs. Experiments on several datasets demonstrate that E-GAN achieves convincing generative performance and reduces the training problems inherent in existing GANs.","1941-0026","","10.1109/TEVC.2019.2895748","Australian Research Council(grant numbers:FL-170100117,DP-180103424,IH180100002,DE180101438); National Basic Research Program of China (973 Program)(grant numbers:2017YFC0804003); Engineering and Physical Sciences Research Council(grant numbers:EP/J017515/1,EP/P005578/1); Program for Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Peacock Plan(grant numbers:KQTD2016112514355531); Shenzhen Science and Technology Innovation Commission(grant numbers:ZDSYS201703031748284); Program for University Key Laboratory of Guangdong Province(grant numbers:2017KSYS008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8627945","Deep generative models;evolutionary computation;generative adversarial networks (GANs)","Gallium nitride;Training;Generators;Generative adversarial networks;Evolutionary computation;Task analysis;Computational modeling","data handling;evolutionary computation;game theory;learning (artificial intelligence);neural net architecture","predefined adversarial objective function;adversarial game;generator candidature;E-GAN;generative performance;evolutionary generative adversarial networks;generative models;generative tasks;evolutionary GANs;stable GAN training;adversarial training objectives","","172","","77","IEEE","27 Jan 2019","","","IEEE","IEEE Journals"
"Dynamic Cooperative Coevolution for Large Scale Optimization","X. -Y. Zhang; Y. -J. Gong; Y. Lin; J. Zhang; S. Kwong; J. Zhang","School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; Department of Psychology, Sun Yat-sen University, Guangzhou, China; School of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; Department of Computer Science, City University of Hong Kong, Hong Kong; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","935","948","The cooperative coevolution (CC) framework achieves a promising performance in solving large scale global optimization problems. The framework encounters difficulties on nonseparable problems, where variables interact with each other. Using the static grouping methods, variables will be theoretically grouped into one big subcomponent, whereas the random grouping strategy endures low efficiency. In this paper, a dynamic CC framework is proposed to tackle the challenge. The proposed framework works in a computationally efficient manner, in which the computational resources are allocated to a series of elitist subcomponents consisting of superior variables. First, a novel estimation method is proposed to evaluate the contribution of variables using the historical information of the best overall fitness. Based on the contribution and the interaction information, a dynamic grouping strategy is conducted to construct the dynamic subcomponent that evolves in the next evolutionary period. The constructed subcomponents are different from each other, and therefore the required parameters to control the optimization of each subcomponent vary a lot in each evolutionary period. A stage-by-stage parameter adaptation strategy is proposed to adapt the optimizer to the dynamic optimization environment. Experimental results indicate that the proposed framework achieves competitive results compared with the state-of-the-art CC frameworks.","1941-0026","","10.1109/TEVC.2019.2895860","National Natural Science Foundation of China(grant numbers:61873095,61772569,61873097,U1701267); Science and Technology Planning Project of Guangdong Province(grant numbers:2014B050504005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8628260","Cooperative coevolution (CC);dynamic grouping (DyG) strategy;large scale global optimization (LSGO);nonseparable problems","Optimization;Benchmark testing;Computational efficiency;Estimation;Dimensionality reduction;Evolutionary computation;Computer science","evolutionary computation;optimisation","dynamic cooperative coevolution;large scale global optimization problems;nonseparable problems;static grouping methods;random grouping strategy;computational resources;estimation method;interaction information;dynamic grouping strategy;dynamic subcomponent;evolutionary period;dynamic CC framework;dynamic optimization environment;stage-by-stage parameter adaptation strategy","","30","","49","IEEE","27 Jan 2019","","","IEEE","IEEE Journals"
"Accelerating Large-Scale Multiobjective Optimization via Problem Reformulation","C. He; L. Li; Y. Tian; X. Zhang; R. Cheng; Y. Jin; X. Yao","Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China; Key Laboratory of Image Information Processing and Intelligent Control of Education Ministry of China, School of Automation, Huazhong University of Science and Technology, Wuhan, China; Institute of Physical Science and Information Technology, Anhui University, Hefei; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China; Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","949","961","In this paper, we propose a framework to accelerate the computational efficiency of evolutionary algorithms on large-scale multiobjective optimization. The main idea is to track the Pareto optimal set (PS) directly via problem reformulation. To begin with, the algorithm obtains a set of reference directions in the decision space and associates them with a set of weight variables for locating the PS. Afterwards, the original large-scale multiobjective optimization problem is reformulated into a low-dimensional single-objective optimization problem. In the reformulated problem, the decision space is reconstructed by the weight variables and the objective space is reduced by an indicator function. Thanks to the low dimensionality of the weight variables and reduced objective space, a set of quasi-optimal solutions can be obtained efficiently. Finally, a multiobjective evolutionary algorithm is used to spread the quasi-optimal solutions over the approximate Pareto optimal front evenly. Experiments have been conducted on a variety of large-scale multiobjective problems with up to 5000 decision variables. Four different types of representative algorithms are embedded into the proposed framework and compared with their original versions, respectively. Furthermore, the proposed framework has been compared with two state-of-the-art algorithms for large-scale multiobjective optimization. The experimental results have demonstrated the significant improvement benefited from the framework in terms of its performance and computational efficiency in large-scale multiobjective optimization.","1941-0026","","10.1109/TEVC.2019.2896002","National Basic Research Program of China (973 Program)(grant numbers:2017YFC0804002); Program for Guangdong Introducing Innovative and Entrepreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Peacock Plan(grant numbers:KQTD2016112514355531); Science and Technology Innovation Committee Foundation of Shenzhen(grant numbers:ZDSYS201703031748284); Program for University Key Laboratory of Guangdong Province(grant numbers:2017KSYS008); National Natural Science Foundation of China(grant numbers:61320106005,61772214); Engineering and Physical Sciences Research Council(grant numbers:EP/M017869/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8628263","Evolutionary algorithms;large-scale optimization;multiobjective optimization;problem reformulation","Pareto optimization;Evolutionary computation;Convergence;Acceleration;IEEE Fellows;Signal processing algorithms","evolutionary computation;Pareto optimisation","large-scale multiobjective problems;approximate Pareto optimal front;multiobjective evolutionary algorithm;quasioptimal solutions;reformulated problem;single-objective optimization problem;large-scale multiobjective optimization problem;decision space;Pareto optimal set","","162","","47","IEEE","27 Jan 2019","","","IEEE","IEEE Journals"
"Evolutionary  $n$ -Level Hypergraph Partitioning With Adaptive Coarsening","R. J. Preen; J. Smith","Department of Computer Science and Creative Technologies, University of the West of England, Bristol, U.K.; Department of Computer Science and Creative Technologies, University of the West of England, Bristol, U.K.","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","962","971","Hypergraph partitioning (HGP) is an NP-hard problem that occurs in many computer science applications where it is necessary to reduce large problems into a number of smaller, computationally tractable subproblems. Current techniques use a multilevel approach wherein an initial partitioning is performed after compressing the hypergraph to a predetermined level. This level is typically chosen to produce very coarse hypergraphs in which heuristic algorithms are fast and effective. This paper presents a novel memetic algorithm which remains effective on larger initial hypergraphs. This enables the exploitation of information that can be lost during coarsening and results in improved final solution quality. We use this algorithm to present an empirical analysis of the space of possible initial hypergraphs in terms of its searchability at different levels of coarsening. We find that the best results arise at coarsening levels unique to each hypergraph. Based on this, we introduce an adaptive scheme that stops coarsening when the rate of information loss in a hypergraph becomes nonlinear and show that this produces further improvements. The results show that we have identified a valuable role for evolutionary algorithms within the current state-of-the-art HGP framework.","1941-0026","","10.1109/TEVC.2019.2896951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8633939","Evolutionary algorithms (EAs);hypergraph partitioning (HGP);memetic algorithms;multilevel algorithms","Partitioning algorithms;Memetics;Very large scale integration;Optimization;Frequency modulation;Computer science;Heuristic algorithms","computational complexity;evolutionary computation;graph theory;optimisation;search problems","information loss;empirical analysis;HGP framework;adaptive coarsening;evolutionary n -level hypergraph partitioning;evolutionary algorithms;adaptive scheme;coarsening levels;novel memetic algorithm;heuristic algorithms;coarse hypergraphs;predetermined level;initial partitioning;multilevel approach;computationally tractable subproblems;computer science applications;NP-hard problem;NP","","7","","45","CCBY","3 Feb 2019","","","IEEE","IEEE Journals"
"Evolutionary Constrained Multiobjective Optimization: Test Suite Construction and Performance Comparisons","Z. Ma; Y. Wang","School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","972","986","For solving constrained multiobjective optimization problems (CMOPs), many algorithms have been proposed in the evolutionary computation research community for the past two decades. Generally, the effectiveness of an algorithm for CMOPs is evaluated by artificial test problems. However, after a brief review of current artificial test problems, we have found that they are not well-designed and fail to reflect the characteristics of real-world applications (e.g., small feasibility ratio). Thus, in this paper, we first propose a new constraint construction method to facilitate the systematic design of test problems. Then, on the basis of this method, we design a new test suite consisting of 14 instances, which covers diverse characteristics extracted from real-world CMOPs and can be divided into four types. Considering that the comprehensive performance comparisons among the constraint-handling techniques (CHTs) remain scarce, we choose several representative CHTs and compare their performance on our test suite. The performance comparisons identify the strengths and weaknesses of different CHTs on different types of CMOPs and provide guidelines on how to select/design a CHT in a specific scenario.","1941-0026","","10.1109/TEVC.2019.2896967","Central South University(grant numbers:2018CX010); National Natural Science Foundation of China(grant numbers:61673397); Hunan Provincial Natural Science Fund for Distinguished Young Scholars(grant numbers:2016JJ1018); Beijing Advanced Innovation Center for Intelligent Robots and Systems, Beijing Institute of Technology(grant numbers:2018IRS06); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8632683","Constrained multiobjective optimization;constraint-handling techniques (CHTs);evolutionary algorithms (EAs);performance comparisons;test suite","Pareto optimization;Geometry;Convergence;Evolutionary computation;Systematics;Indexes","constraint handling;evolutionary computation;optimisation;program testing","evolutionary computation;CMOP;constraint-handling techniques;evolutionary constrained multiobjective optimization;test suite construction;artificial test problems","","137","","52","IEEE","1 Feb 2019","","","IEEE","IEEE Journals"
"Variable-Length Pareto Optimization via Decomposition-Based Evolutionary Multiobjective Algorithm","H. Li; K. Deb; Q. Zhang","School of Mathematics and Statistics, Xi’an Jiaotong University, Xi’an, China; Department of Computer and Engineering, Michigan State University, East Lansing, USA; Department of Computer Science, City University of Hong Kong, Hong Kong","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","987","999","Optimization problems with variable-length decision space are a class of challenging optimization problems derived from some real-world applications, such as the composite laminate stacking problem and the sensor coverage problem. Unlike other optimization problems, the solutions in these problems might be represented as the vectors with different variable size (i.e., dimensionality). So far, some research efforts have been done on the use of evolutionary algorithms (EAs) for solving single objective variable-length optimization problems. In fact, the variable-length problem difficulty can also exist in multiobjective optimization. However, such challenging problems have not yet gained much attention in the area of evolutionary multiobjective optimization. To facilitate the research on the variable-length Pareto optimization, we first suggest a systematic toolkit for constructing benchmark multiobjective test problems with variable-length feature in this paper. Then, we also propose a variable-length multiobjective EA based on a two-level decomposition strategy, which decomposes a multiobjective optimization problem in terms of the penalty boundary intersection search directions and the dimensionality of variables. The performance of our proposed algorithm and the other three state-of-the-art algorithms on these problems are compared. To further show the effectiveness of our proposed algorithm, some experimental results on a bi-objective laminate stacking optimization problem are also reported and analyzed.","1941-0026","","10.1109/TEVC.2019.2898886","National Natural Science Foundation of China(grant numbers:61573279,61175063,U1811461,11690011,61721002); ANR/RGC Joint Research Scheme sponsored by the Research Grants Council of the Hong Kong and France National Research Agency(grant numbers:A-CityU101/16); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640257","Composite laminate optimization;MOEA/D;multiobjective optimization;variable-length structure","Optimization;Laminates;Linear programming;Sociology;Statistics;Stacking;Benchmark testing","evolutionary computation;Pareto optimisation","variable-length pareto optimization;decomposition-based evolutionary multiobjective algorithm;variable-length decision space;composite laminate stacking problem;sensor coverage problem;evolutionary algorithms;single objective variable-length optimization problems;evolutionary multiobjective optimization;benchmark multiobjective test problems;variable-length multiobjective EA;multiobjective optimization problem;bi-objective laminate stacking optimization problem","","13","","32","IEEE","12 Feb 2019","","","IEEE","IEEE Journals"
"A Multiple Surrogate Assisted Decomposition-Based Evolutionary Algorithm for Expensive Multi/Many-Objective Optimization","A. Habib; H. K. Singh; T. Chugh; T. Ray; K. Miettinen","School of Engineering and Information Technology, University of New South Wales, Canberra, Australia; School of Engineering and Information Technology, University of New South Wales, Canberra, Australia; University of Jyvaskyla, Faculty of Information Technology, P.O. Box 35 (Agora), FI-40014 University of Jyvaskyla, Finland; School of Engineering and Information Technology, University of New South Wales, Canberra, Australia; University of Jyvaskyla, Faculty of Information Technology, P.O. Box 35 (Agora), FI-40014 University of Jyvaskyla, Finland","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","1000","1014","Many-objective optimization problems (MaOPs) contain four or more conflicting objectives to be optimized. A number of efficient decomposition-based evolutionary algorithms have been developed in the recent years to solve them. However, computationally expensive MaOPs have been scarcely investigated. Typically, surrogate-assisted methods have been used in the literature to tackle computationally expensive problems, but such studies have largely focused on problems with 1-3 objectives. In this paper, we present an approach called hybrid surrogate-assisted many-objective evolutionary algorithm to solve computationally expensive MaOPs. The key features of the approach include: 1) the use of multiple surrogates to effectively approximate a wide range of objective functions; 2) use of two sets of reference vectors for improved performance on irregular Pareto fronts (PFs); 3) effective use of archive solutions during offspring generation; and 4) a local improvement scheme for generating high quality infill solutions. Furthermore, the approach includes constraint handling which is often overlooked in contemporary algorithms. The performance of the approach is benchmarked extensively on a set of unconstrained and constrained problems with regular and irregular PFs. A statistical comparison with the existing techniques highlights the efficacy and potential of the approach.","1941-0026","","10.1109/TEVC.2019.2899030","Natural Environment Research Council(grant numbers:NE/P017436/1); Australian Government via “Research Training Program Scholarship”; University of Jyvaskyla (funding of Prof. K. Miettinen); Australian Research Council(grant numbers:DP190101271); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640100","Computational cost;metamodels;multiobjective optimization;reference vectors","Multiprotocol label switching","evolutionary computation;Pareto optimisation","hybrid surrogate-assisted many-objective evolutionary algorithm;surrogate-assisted methods;computationally expensive MaOPs;decomposition-based evolutionary algorithms;many-objective optimization problems;multiple surrogate assisted decomposition-based evolutionary algorithm;objective functions","","77","","86","IEEE","12 Feb 2019","","","IEEE","IEEE Journals"
"Solving the Latin Square Completion Problem by Memetic Graph Coloring","Y. Jin; J. -K. Hao","School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; Department of Computer Science, LERIA, University of Angers, Angers, France","IEEE Transactions on Evolutionary Computation","27 Nov 2019","2019","23","6","1015","1028","The Latin square completion (LSC) problem involves completing a partially filled Latin square of order n by assigning numbers from 1 to n to the empty grids such that each number occurs exactly once in each row and each column. LSC has numerous applications and is, however, NP-complete. In this paper, we investigate an approach for solving LSC by converting an LSC instance to a domain-constrained Latin square graph and then solving the associated list coloring problem. To be effective, we first employ a constraint propagation-based kernelization technique to reduce the graph model and then call for a dedicated memetic algorithm to find a legal list coloring. The population-based memetic algorithm combines a problem-specific crossover operator to generate meaningful offspring solutions, an iterated tabu search procedure to improve the offspring solutions, and a distance-quality-based pool updating strategy to maintain a healthy diversity of the population. Extensive experiments on more than 1800 LSC benchmark instances in the literature show that the proposed approach can successfully solve all the instances, surpassing the state-of-the-art methods. To our knowledge, this is the first approach achieving such a performance for the considered problem. We also report computational results for the related partial Latin square extension problem.","1941-0026","","10.1109/TEVC.2019.2899053","Franco-Chinese PHC Cooperation Program(grant numbers:41342NC); National Natural Science Foundation of China(grant numbers:61602196,61472147); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640244","Graph coloring;Latin square completion (LSC);list coloring;memetic search;tabu search (TS)","Color;Memetics;Law;Sociology;Statistics;Benchmark testing","computational complexity;evolutionary computation;graph colouring;search problems","dedicated memetic algorithm;graph model;constraint propagation-based kernelization technique;associated list coloring problem;domain-constrained Latin square graph;LSC instance;NP-complete;partially filled Latin square;memetic graph;Latin square completion problem;related partial Latin square extension problem;distance-quality-based pool updating strategy;problem-specific crossover operator;population-based memetic algorithm;legal list coloring","","12","","38","IEEE","12 Feb 2019","","","IEEE","IEEE Journals"
