"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2019.2928163","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8781957","","","","","","","","","IEEE","30 Jul 2019","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1941-0026","","10.1109/TEVC.2019.2931130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8781954","","","","","","","","","IEEE","30 Jul 2019","","","IEEE","IEEE Journals"
"Learning From a Stream of Nonstationary and Dependent Data in Multiobjective Evolutionary Optimization","J. Sun; H. Zhang; A. Zhou; Q. Zhang; K. Zhang; Z. Tu; K. Ye","School of Mathematics and Statistics, Xi’an Jiaotong University, Xi’an, China; Department of Computer Science, Beijing Electro-Mechanical Engineering Institute, Beijing, China; Department of Computer Science and Technology, East China Normal University, Shanghai, China; City University of Hong Kong Shenzhen Research Institute, Shenzhen, China; Department of Computer Science, Beijing Electro-Mechanical Engineering Institute, Beijing, China; Department of Computer Science, Beijing Electro-Mechanical Engineering Institute, Beijing, China; First Affiliated Hospital, Xi’an Jiaotong University, Xi’an, China","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","541","555","Combining machine learning techniques has shown great potentials in evolutionary optimization since the domain knowledge of an optimization problem, if well learned, can be a great help for creating high-quality solutions. However, existing learning-based multiobjective evolutionary algorithms (MOEAs) spend too much computational overhead on learning. To address this problem, we propose a learning-based MOEA where an online learning algorithm is embedded within the evolutionary search procedure. The online learning algorithm takes the stream of sequentially generated solutions along the evolution as its training data. It is noted that the stream of solutions are temporal, dependent, nonstationary, and nonstatic. These data characteristics make existing online learning algorithm not suitable for the evolution data. We hence modify an existing online agglomerative clustering algorithm to accommodate these characteristics. The modified online clustering algorithm is applied to adaptively discover the structure of the Pareto optimal set; and the learned structure is used to guide new solution creation. Experimental results have shown significant improvement over four state-of-the-art MOEAs on a variety of benchmark problems.","1941-0026","","10.1109/TEVC.2018.2865495","National Basic Research Program of China (973 Program)(grant numbers:2018YFC0809800); National Natural Science Foundation of China(grant numbers:61703382); NSFC(grant numbers:61673180); ANR/RGC Joint Research Scheme(grant numbers:A-CityU101/16); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8437195","Evolutionary algorithms (EAs);machine learning (ML);multiobjective optimization;online agglomerative clustering","Sociology;Statistics;Training;Clustering algorithms;Optimization;Evolutionary computation;Convergence","evolutionary computation;learning (artificial intelligence);Pareto optimisation;pattern clustering;search problems","multiobjective evolutionary optimization;machine learning techniques;learning-based MOEA;online learning algorithm;evolutionary search procedure;nonstationary data;online agglomerative clustering algorithm;dependent data;learning-based multiobjective evolutionary algorithms;Pareto optimal set","","22","","57","IEEE","15 Aug 2018","","","IEEE","IEEE Journals"
"A Generator for Multiobjective Test Problems With Difficult-to-Approximate Pareto Front Boundaries","Z. Wang; Y. -S. Ong; J. Sun; A. Gupta; Q. Zhang","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Mathematics and Statistics, Xi’an Jiaotong University, Xi’an, China; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Department of Computer Science, City University of Hong Kong, Hong Kong","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","556","571","In some real-world applications, it has been found that the performance of multiobjective optimization evolutionary algorithms (MOEAs) may deteriorate when boundary solutions in the Pareto front (PF) are more difficult to approximate than others. Such a problem feature, referred to as difficult-to-approximate (DtA) PF boundaries, is seldom considered in existing multiobjective optimization test problems. To fill this gap and facilitate possible systematic studies, we introduce a new test problem generator. The proposed generator enables the design of test problems with controllable difficulties regarding the feature of DtA PF boundaries. Three representative MOEAs, NSGA-II, SMS-EMOA, and MOEA/D-DRA, are performed on a series of test problems created using the proposed generator. Experimental results indicate that all the three algorithms perform poorly on the new test problems. Meanwhile, a modified variant of MOEA/D-DRA, denoted as MOEA/D-DRA-UT, is validated to be more effective in dealing with these problems. Subsequently, it is concluded that the rational allocation of computational resources between different PF parts is crucial for MOEAs to handle the problems with DtA PF boundaries.","1941-0026","","10.1109/TEVC.2018.2872453","Nanyang Technological University; National Key Research and Development Program of China(grant numbers:2018YFC0809801); National Natural Science Foundation of China(grant numbers:61573279); ANR/RGC Joint Research Scheme; Research Grants Council of the Hong Kong Special Administrative Region, China; France National Research Agency Project(grant numbers:A-CityU101/16); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8476217","Difficult-to-approximate (DtA);evolutionary algorithm;multiobjective optimization;Pareto front (PF) boundaries;test problem","Generators;Shape;Pareto optimization;Sun;Systematics;Resource management","genetic algorithms;Pareto optimisation","multiobjective optimization evolutionary algorithms;boundary solutions;difficult-to-approximate PF boundaries;multiobjective optimization test problems;test problem generator;DtA PF boundaries;MOEAs;difficult-to-approximate Pareto front boundaries","","39","","56","IEEE","28 Sep 2018","","","IEEE","IEEE Journals"
"A Many-Objective Evolutionary Algorithm With Two Interacting Processes: Cascade Clustering and Reference Point Incremental Learning","H. Ge; M. Zhao; L. Sun; Z. Wang; G. Tan; Q. Zhang; C. L. P. Chen","College of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science, McGill Univeristy, Montreal, QC, Canada; College of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Mathematical Sciences, Dalian University of Technology, Dalian, China; College of Computer Science and Technology, Dalian University of Technology, Dalian, China; College of Computer Science and Technology, Dalian University of Technology, Dalian, China; Department of Computer and Information Science, University of Macau, Macau, China","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","572","586","Researches have shown difficulties in obtaining proximity while maintaining diversity for many-objective optimization problems. Complexities of the true Pareto front pose challenges for the reference vector-based algorithms for their insufficient adaptability to the diverse characteristics with no priori. This paper proposes a many-objective optimization algorithm with two interacting processes: cascade clustering and reference point incremental learning (CLIA). In the population selection process based on cascade clustering (CC), using the reference vectors provided by the process based on incremental learning, the nondominated and the dominated individuals are clustered and sorted with different manners in a cascade style and are selected by round-robin for better proximity and diversity. In the reference vector adaptation process based on reference point incremental learning, using the feedbacks from the process based on CC, proper distribution of reference points is gradually obtained by incremental learning. Experimental studies on several benchmark problems show that CLIA is competitive compared with the state-of-the-art algorithms and has impressive efficiency and versatility using only the interactions between the two processes without incurring extra evaluations.","1941-0026","","10.1109/TEVC.2018.2874465","National Natural Science Foundation of China(grant numbers:61572104,61751203,51579040); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8485382","Clustering;incremental machine learning;interacting processes;many-objective optimization;reference vector","Sociology;Statistics;Optimization;Clustering algorithms;Evolutionary computation;Sun;Complexity theory","evolutionary computation;learning (artificial intelligence);Pareto optimisation;pattern clustering;sorting;vectors","many-objective evolutionary algorithm;interacting processes;reference vector-based algorithms;many-objective optimization algorithm;cascade clustering;population selection process;reference vector adaptation process;reference point incremental learning;round-robin selection;Pareto front","","46","","57","IEEE","8 Oct 2018","","","IEEE","IEEE Journals"
"Coevolutionary Particle Swarm Optimization With Bottleneck Objective Learning Strategy for Many-Objective Optimization","X. -F. Liu; Z. -H. Zhan; Y. Gao; J. Zhang; S. Kwong; J. Zhang","Guangdong Provincial Key Laboratory of Computational Intelligence and Cyberspace Information, South China University of Technology, Guangzhou, China; Guangdong Provincial Key Laboratory of Computational Intelligence and Cyberspace Information, South China University of Technology, Guangzhou, China; Guangdong Provincial Key Laboratory of Computational Intelligence and Cyberspace Information, South China University of Technology, Guangzhou, China; School of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; Department of Computer Science, City University of Hong Kong, Hong Kong; Guangdong Provincial Key Laboratory of Computational Intelligence and Cyberspace Information, South China University of Technology, Guangzhou, China","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","587","602","The application of multiobjective evolutionary algorithms to many-objective optimization problems often faces challenges in terms of diversity and convergence. On the one hand, with a limited population size, it is difficult for an algorithm to cover different parts of the whole Pareto front (PF) in a large objective space. The algorithm tends to concentrate only on limited areas. On the other hand, as the number of objectives increases, solutions easily have poor values on some objectives, which can be regarded as poor bottleneck objectives that restrict solutions' convergence to the PF. Thus, we propose a coevolutionary particle swarm optimization with a bottleneck objective learning (BOL) strategy for many-objective optimization. In the proposed algorithm, multiple swarms coevolve in distributed fashion to maintain diversity for approximating different parts of the whole PF, and a novel BOL strategy is developed to improve convergence on all objectives. In addition, we develop a solution reproduction procedure with both an elitist learning strategy (ELS) and a juncture learning strategy (JLS) to improve the quality of archived solutions. The ELS helps the algorithm to jump out of local PFs, and the JLS helps to reach out to the missing areas of the PF that are easily missed by the swarms. The performance of the proposed algorithm is evaluated using two widely used test suites with different numbers of objectives. Experimental results show that the proposed algorithm compares favorably with six other state-of-the-art algorithms on many-objective optimization.","1941-0026","","10.1109/TEVC.2018.2875430","Outstanding Youth Science Foundation(grant numbers:61822602); National Natural Science Foundation of China(grant numbers:61772207,61332002); Natural Science Foundation of Guangdong Province(grant numbers:2014A030306038); Project for Pearl River New Star in Science and Technology(grant numbers:201506010047); GDUPS in 2016; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8489938","Bottleneck objective learning (BOL);coevolution;many-objective optimization problems (MaOPs);particle swarm optimization (PSO)","Sociology;Convergence;Particle swarm optimization;Pareto optimization;Approximation algorithms","evolutionary computation;particle swarm optimisation","coevolutionary particle swarm optimization;bottleneck objective learning strategy;multiobjective evolutionary algorithms;many-objective optimization problems;elitist learning strategy;juncture learning strategy;BOL strategy","","180","","56","OAPA","11 Oct 2018","","","IEEE","IEEE Journals"
"Quality Diversity Through Surprise","D. Gravina; A. Liapis; G. N. Yannakakis","Institute of Digital Games, University of Malta, Msida, Malta; Institute of Digital Games, University of Malta, Msida, Malta; Institute of Digital Games, University of Malta, Msida, Malta","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","603","616","Quality diversity (QD) is a recent family of evolutionary search algorithms which focus on finding several well-performing (quality) yet different (diversity) solutions with the aim to maintain an appropriate balance between divergence and convergence during search. While QD has already delivered promising results in complex problems, the capacity of divergent search variants for QD remains largely unexplored. Inspired by the notion of surprise as an effective driver of divergent search and its orthogonal nature to novelty this paper investigates the impact of the former to QD performance. For that purpose we introduce three new QD algorithms which employ surprise as a diversity measure, either on its own or combined with novelty, and compare their performance against novelty search with local competition, the state of the art QD algorithm. The algorithms are tested in a robot navigation task across 60 highly deceptive mazes. Our findings suggest that allowing surprise and novelty to operate synergistically for divergence and in combination with local competition leads to QD algorithms of significantly higher efficiency, speed, and robustness.","1941-0026","","10.1109/TEVC.2018.2877215","FP7 Marie Curie CIG Project AutoGameDesign(grant numbers:630665); Horizon 2020 Project COM n PLAY SCIENCE(grant numbers:787476); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8501591","Local competition;maze navigation;neuroevolution of augmenting topology (NEAT);novelty search;quality diversity (QD);surprise search (SS)","Search problems;Birds;Market research;Diversity reception;Navigation;Task analysis;Robustness","evolutionary computation;mobile robots;path planning;search problems","quality diversity;evolutionary search algorithms;QD algorithms;diversity measure;local competition;robot navigation task","","14","","53","IEEE","21 Oct 2018","","","IEEE","IEEE Journals"
"ACO-A*: Ant Colony Optimization Plus A* for 3-D Traveling in Environments With Dense Obstacles","X. Yu; W. -N. Chen; T. Gu; H. Yuan; H. Zhang; J. Zhang","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, Guilin University of Electronic Technology, Guilin, China; School of Computer Science and Network Security, Dongguan University of Technology, Dongguan, China; School of Information Science and Engineering, Shandong Normal University, Jinan, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","617","631","Path planning is one of the most important problems in the development of autonomous underwater vehicles (AUVs). In some common AUV missions, e.g., wreckage search for rescue, an AUV is often required to traverse multiple targets in a complex environment with dense obstacles. In such case, the AUV path planning problem becomes even more challenging. In order to address the problem, this paper develops a two-layer algorithm, namely ACO-A*, by combining the ant colony optimization (ACO) with the A* search. Once a mission with a set of arbitrary targets is assigned, ACO is responsible to determine the traveling order of targets. But, prior to ACO, a cost graph indicating the necessary traveling costs among targets must be quickly established to facilitate traveling order evaluation. For this purpose, a coarse-grained modeling with a representative-based estimation (RBE) strategy is proposed. Following the order obtained by ACO, targets will be traversed one by one and the pairwise path planning to reach each target can be performed during vehicle driving. To deal with the dense obstacles, A* is adopted to plan paths based on a fine-grained modeling and an admissible heuristic function is designed for A* to guarantee its optimality. Experiments on both synthetic and realistic scenarios have been designed to validate the efficiency of the proposed ACO-A*, as well as the effectiveness of RBE and the necessity of A*.","1941-0026","","10.1109/TEVC.2018.2878221","National Natural Science Foundation of China(grant numbers:61622206,61332002,61873097); Natural Science Foundation of Guangdong Province(grant numbers:2015A030306024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8510897","A* search;ant colony optimization (ACO);autonomous underwater vehicles (AUVs);dense obstacles;path planning","Path planning;Classification algorithms;Computational modeling;Heuristic algorithms;Three-dimensional displays;Optimization;Collision avoidance","ant colony optimisation;autonomous underwater vehicles;collision avoidance;graph theory;mobile robots;path planning;search problems","complex environment;dense obstacles;AUV path planning problem;arbitrary targets;cost graph;necessary traveling costs;traveling order evaluation;coarse-grained modeling;representative-based estimation strategy;pairwise path;autonomous underwater vehicles;wreckage search;multiple targets;ACO-A*;ant colony optimization plus A*;3D traveling","","70","","48","OAPA","26 Oct 2018","","","IEEE","IEEE Journals"
"A Novel Particle Swarm Optimization Approach for Patient Clustering From Emergency Departments","W. Liu; Z. Wang; X. Liu; N. Zeng; D. Bell","Department of Computer Science, Brunel University London, Uxbridge, U.K.; Department of Computer Science, Brunel University London, Uxbridge, U.K.; Department of Computer Science, Brunel University London, Uxbridge, U.K.; Department of Instrumental and Electrical Engineering, Xiamen University, Fujian, China; Department of Computer Science, Brunel University London, Uxbridge, U.K.","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","632","644","In this paper, a novel particle swarm optimization (PSO) algorithm is proposed in order to improve the accuracy of traditional clustering approaches with applications in analyzing real-time patient attendance data from an accident & emergency (A&E) department in a local U.K. hospital. In the proposed randomly occurring distributedly delayed PSO (RODDPSO) algorithm, the evolutionary state is determined by evaluating the evolutionary factor in each iteration, based on whether the velocity updating model switches from one mode to another. With the purpose of reducing the possibility of getting trapped in the local optima and also expanding the search space, randomly occurring time-delays that reflect the history of previous personal best and global best particles are introduced in the velocity updating model in a distributed manner. Eight well-known benchmark functions are employed to evaluate the proposed RODDPSO algorithm which is shown via extensive comparisons to outperform some currently popular PSO algorithms. To further illustrate the application potential, the RODDPSO algorithm is successfully exploited in the patient clustering problem for data analysis with respect to a local A&E department in West London. Experiment results demonstrate that the RODDPSO-based clustering method is superior over two other well-known clustering algorithms.","1941-0026","","10.1109/TEVC.2018.2878536","European Union’s Horizon 2020 Research and Innovation Programme (INTEGRADDE)(grant numbers:820776); Engineering and Physical Sciences Research Council; Royal Society; Alexander von Humboldt Foundation of Germany; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8513851","Accident & emergency (A&E) departments;clustering;distributed time-delay;evolutionary computation (EC);particle swarm optimization (PSO)","Clustering algorithms;Signal processing algorithms;Particle swarm optimization;Convergence;Acceleration;Heuristic algorithms;Partitioning algorithms","data analysis;emergency management;hospitals;medical administrative data processing;particle swarm optimisation;pattern clustering","patient clustering problem;data analysis;emergency departments;real-time patient attendance data;accident & emergency department;evolutionary factor;particle swarm optimization;RODDPSO;PSO;randomly occurring distributedly delayed PSO;local U.K. hospital","","105","","52","IEEE","28 Oct 2018","","","IEEE","IEEE Journals"
"An Effective Ensemble Framework for Multiobjective Optimization","W. Wang; S. Yang; Q. Lin; Q. Zhang; K. -C. Wong; C. A. Coello Coello; J. Chen","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Department of Computer Science, City University of Hong Kong, Hong Kong; Department of Computer Science, City University of Hong Kong, Hong Kong; Department of Computer Science, CINVESTAV-IPN, Mexico City, Mexico; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China","IEEE Transactions on Evolutionary Computation","30 Jul 2019","2019","23","4","645","659","This paper proposes an effective ensemble framework (EF) for tackling multiobjective optimization problems, by combining the advantages of various evolutionary operators and selection criteria that are run on multiple populations. A simple ensemble algorithm is realized as a prototype to demonstrate our proposed framework. Two mechanisms, namely competition and cooperation, are employed to drive the running of the ensembles. Competition is designed by adaptively running different evolutionary operators on multiple populations. The operator that better fits the problem’s characteristics will receive more computational resources, being rewarded by a decomposition-based credit assignment strategy. Cooperation is achieved by a cooperative selection of the offspring generated by different populations. In this way, the promising offspring from one population have chances to migrate into the other populations to enhance their convergence or diversity. Moreover, the population update information is further exploited to build an evolutionary potentiality model, which is used to guide the evolutionary process. Our experimental results show the superior performance of our proposed ensemble algorithms in solving most cases of a set of 31 test problems, which corroborates the advantages of our EF.","1941-0026","","10.1109/TEVC.2018.2879078","National Natural Science Foundation of China(grant numbers:61876110,61876163,61836005); ANR/RGC Joint Research Scheme through the Research Grants Council of the Hong Kong Special Administrative Region, China; France National Research Agency(grant numbers:A-CityU101/16); Joint Funds of the National Natural Science Foundation of China under Key Program(grant numbers:U1713212); Consejo Nacional de Ciencia y Tecnología(grant numbers:221551); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519635","Competitive evolution;cooperative selection;ensemble framework (EF);multiobjective optimization","Sociology;Statistics;Convergence;Optimization;Computer science;Diversity reception;Maintenance engineering","evolutionary computation;optimisation","EF;multiobjective optimization problems;selection criteria;decomposition-based credit assignment strategy;population update information;evolutionary potentiality model;evolutionary process;ensemble framework;ensemble algorithm;evolutionary operators","","23","","60","IEEE","1 Nov 2018","","","IEEE","IEEE Journals"
