"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2021.3051229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340063","","","","","","","","","IEEE","28 Jan 2021","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1941-0026","","10.1109/TEVC.2021.3050810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340073","","","","","","","","","IEEE","28 Jan 2021","","","IEEE","IEEE Journals"
"A Survey on the Hypervolume Indicator in Evolutionary Multiobjective Optimization","K. Shang; H. Ishibuchi; L. He; L. M. Pang","Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","1","20","Hypervolume is widely used as a performance indicator in the field of evolutionary multiobjective optimization (EMO). It is used not only for performance evaluation of EMO algorithms (EMOAs) but also in indicator-based EMOAs to guide the search. Since its initial proposal in the late 1990s, a wide variety of studies have been done on various topics, including hypervolume calculation, optimal μ-distribution, subset selection, hypervolume-based EMOAs, and extensions of the hypervolume indicator. However, currently there is no work to systematically survey the hypervolume indicator for these topics whereas it has been frequently used in the EMO field. This article aims to fill this gap and provide a comprehensive survey on the hypervolume indicator. We expect that this survey will help EMO researchers to understand the hypervolume indicator more deeply and thoroughly, and promote further utilization of the hypervolume indicator in the EMO field.","1941-0026","","10.1109/TEVC.2020.3013290","National Natural Science Foundation of China(grant numbers:61876075); Guangdong Provincial Key Laboratory(grant numbers:2020B121201001); Program for Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Science and Technology Program(grant numbers:KQTD2016112514355531); Program for University Key Laboratory of Guangdong Province(grant numbers:2017KSYS008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9153850","Evolutionary algorithms;hypervolume contribution;hypervolume indicator;many-objective optimization;multiobjective optimization","Optimization;Sociology;Statistics;Performance evaluation;Convergence;Approximation methods;Proposals","evolutionary computation;Pareto optimisation","hypervolume indicator;evolutionary multiobjective optimization;performance indicator;hypervolume calculation;EMO field;indicator-based EMOA;hypervolume-based EMOA","","107","","144","IEEE","31 Jul 2020","","","IEEE","IEEE Journals"
"A Grid-Based Inverted Generational Distance for Multi/Many-Objective Optimization","X. Cai; Y. Xiao; M. Li; H. Hu; H. Ishibuchi; X. Li","College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Centre of Excellence for Research in Computational Intelligence and Applications, School of Computer Science, University of Birmingham, Birmingham, U.K.; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China; School of Computer Science and Engineering, Southeast University, Nanjing, China","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","21","34","Assessing the performance of Pareto front (PF) approximations is a key issue in the field of evolutionary multi/many-objective optimization. Inverted generational distance (IGD) has been widely accepted as a performance indicator for evaluating the comprehensive quality for a PF approximation. However, IGD usually becomes infeasible when facing a real-world optimization problem as it needs to know the true PF a priori. In addition, the time complexity of IGD grows quadratically with the size of the solution/reference set. To address the aforementioned issues, a grid-based IGD (Grid-IGD) is proposed to estimate both convergence and diversity of PF approximations for multi/many-objective optimization. In Grid-IGD, a set of reference points is generated by estimating PFs of the problem in question, based on the representative nondominated solutions of all the approximations in a grid environment. To reduce the time complexity, Grid-IGD only considers the closest solution within the grid neighborhood in the approximation for every reference point. Grid-IGD also possesses other desirable properties, such as Pareto compliance, immunity to dominated/duplicate solutions, and no need of normalization. In the experimental studies, Grid-IGD is verified on both the artificial and real PF approximations obtained by five many-objective optimizers. Effects of the grid specification on the behavior of Grid-IGD are also discussed in detail theoretically and experimentally.","1941-0026","","10.1109/TEVC.2020.2991040","National Natural Science Foundation of China(grant numbers:61300159,61732006,61876075,61572127,61872077,61832004); Natural Science Foundation of Jiangsu Province of China(grant numbers:BK20181288); China Postdoctoral Science Foundation(grant numbers:2015M571751); Aeronautical Science Foundation of China(grant numbers:20175552042); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9080110","Grid system;inverted generational distance (IGD);many-objective optimization;performance indicator","Time complexity;Computer science;Convergence;Pareto optimization;Computational efficiency;Indexes","approximation theory;computational complexity;evolutionary computation;Pareto optimisation","Pareto front approximations;evolutionary many-objective optimization;grid-based IGD;grid-based inverted generational distance;evolutionary multiobjective optimization;performance indicator;real-world optimization problem;time complexity;representative nondominated solutions;grid environment;grid neighborhood;Pareto compliance;real PF approximation;artificial PF approximations;duplicate solutions","","33","","50","IEEE","28 Apr 2020","","","IEEE","IEEE Journals"
"A Unified Framework of Graph-Based Evolutionary Multitasking Hyper-Heuristic","X. Hao; R. Qu; J. Liu","School of Artificial Intelligence, Xidian University, Xi’an, China; Computational Optimization and Learning Laboratory, School of Computer Science, University of Nottingham, Nottingham, U.K.; School of Artificial Intelligence, Xidian University, Xi’an, China","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","35","47","In recent research, hyper-heuristics have attracted increasing attention in various fields. The most appealing feature of hyper-heuristics is that they aim to provide more generalized solutions to optimization problems by searching in a high-level space of heuristics instead of direct problem domains. Despite the promising findings in hyper-heuristics, the design of more general search methodologies still presents a key research. Evolutionary multitasking is a relatively new evolutionary paradigm which attempts to solve multiple optimization problems simultaneously. It exploits the underlying similarities among different optimization tasks by transferring information among them, thus accelerating the optimization of all tasks. Inherently, hyper-heuristics and evolutionary multitasking are similar in the following three ways: 1) they both operate on third-party search spaces; 2) high-level search methodologies are universal; and 3) they both conduct cross-domain optimization. To integrate their advantages effectively, i.e., the knowledge-transfer and cross-domain optimization of evolutionary multitasking and the search in the heuristic spaces of hyper-heuristics, in this article, a unified framework of evolutionary multitasking graph-based hyper-heuristic (EMHH) is proposed. To assess the generality and effectiveness of the EMHH, population-based graph-based hyper-heuristics integrated with evolutionary multitasking to solve exam timetabling and graph-coloring problems, separately and simultaneously, are studied. The experimental results demonstrate the effectiveness, efficiency, and increased the generality of the proposed unified framework compared with single-tasking hyper-heuristics.","1941-0026","","10.1109/TEVC.2020.2991717","General Program of NSFC(grant numbers:61773300); Doctoral Students Short-Term Study Abroad Scholarship Fund of Xidian University; School of Computer Science, University of Nottingham, United Kingdom; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9084121","Evolutionary multitasking;exam timetabling;graph coloring;hyper-heuristics","Optimization;Task analysis;Multitasking;Schedules;Search problems;Scheduling;Linear programming","evolutionary computation;graph colouring;optimisation;search problems","graph based evolutionary multitasking hyperheuristic;high level search methodologies;evolutionary multitasking graph based hyperheuristic;population based graph based hyperheuristics;crossdomain optimization;third party search spaces;graph coloring problem","","32","","46","IEEE","1 May 2020","","","IEEE","IEEE Journals"
"Generating Well-Spaced Points on a Unit Simplex for Evolutionary Many-Objective Optimization","J. Blank; K. Deb; Y. Dhebar; S. Bandaru; H. Seada","Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Production and Automation Engineering, University of Skövde, Skövde, Sweden; AV LLC–Altair, Ford Motor Company, Dearborn, MI, USA","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","48","60","Most evolutionary many-objective optimization (EMaO) algorithms start with a description of a number of the predefined set of reference points on a unit simplex. So far, most studies have used the Das and Dennis's structured approach for generating well-spaced reference points. Due to the highly structured nature of the procedure, this method cannot produce an arbitrary number of points, which is desired in an EMaO application. Although a layer-wise implementation has been suggested, EMO researchers always felt the need for a more generic approach. Motivated by earlier studies, we introduce a metric for defining well-spaced points on a unit simplex and propose a number of viable methods for generating such a set. We compare the proposed methods on a variety of performance metrics such as hypervolume (HV), deviation in triangularized simplices, distance of the closest point pair, and variance of the geometric means to nearest neighbors in up to 15-D spaces. We show that an iterative improvement based on Riesz s-energy is able to effectively find an arbitrary number of well-spaced points even in higher-dimensional spaces. Reference points created using the proposed Riesz s-energy method for a number of standard combinations of objectives and reference points as well as a source code written in Python are available publicly at https://www.egr.msu.edu/coinlab/blankjul/uniform.","1941-0026","","10.1109/TEVC.2020.2992387","Koenig Endowed Chair Grant at Michigan State University, East Lansing, USA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9086772","Das–Dennis points;diversity preservation;many-objective optimization;reference points;Riesz s-energy","Hypercubes;Optimization;Measurement;Indexes;Computational modeling;Sociology;Statistics","evolutionary computation;optimisation;set theory","unit simplex;well spaced points;evolutionary manyobjective optimization algorithm;EMaO algorithm","","30","","36","IEEE","5 May 2020","","","IEEE","IEEE Journals"
"Learning Optimality Theory for Accuracy-Based Learning Classifier Systems","M. Nakata; W. N. Browne","Faculty of Engineering, Yokohama National University, Yokohama, Japan; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","61","74","Evolutionary computation has brought great progress to rule-based learning but this progress is often blind to the optimality of the system design. This article theoretically reveals an optimal learning scheme on the most popular evolutionary rule-based learning approach-the accuracy-based classifier system (or XCS). XCS seeks to form accurate, maximally general rules that together classify the state space of a given domain. Previously, setting up the system to perform well has been a “blackart” as no systematic approach to XCS parameter tuning existed. We derive a theoretical approach that mathematically guarantees that XCS identifies the accurate rules, which also returns a theoretically valid XCS parameter setting. Then, we demonstrate our theoretical setting derives the maximum correctness of rule-identification in the fewest iterations possible. We also experimentally show that our theoretical setting enables XCS to easily solve several challenging problems where it had previously struggled.","1941-0026","","10.1109/TEVC.2020.2994314","Japan Society for the Promotion of Science KAKENHI(grant numbers:18K18123); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9092976","Evolutionary rule-based learning;learning classifier systems (LCSs);parameter setting;theory","Task analysis;Tuning;Evolutionary computation;Reliability;Sociology;Statistics","evolutionary computation;knowledge based systems;learning (artificial intelligence);pattern classification","evolutionary rule-based learning;theoretically valid XCS parameter setting;accurate rules;systematic approach;maximally general rules;optimal learning scheme;system design;evolutionary computation;accuracy-based learning classifier systems;learning optimality theory;theoretical setting;rule-identification","","16","","32","IEEE","13 May 2020","","","IEEE","IEEE Journals"
"Investigating the Properties of Indicators and an Evolutionary Many-Objective Algorithm Using Promising Regions","J. Yuan; H. -L. Liu; F. Gu; Q. Zhang; Z. He","School of automation, Guangdong University of Technology, Guangzhou, China; School of automation, Guangdong University of Technology, Guangzhou, China; School of automation, Guangdong University of Technology, Guangzhou, China; Department of Computer Science, City University of Hong Kong, Hong Kong; School of Automation and Guangdong Engineering Center of Auto-Detection Technology for Intelligent Manufacturing, Guangdong University of Technology, Guangzhou, China","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","75","86","This article investigates the properties of ratio and difference-based indicators under the Minkovsky distance and demonstrates that a ratio-based indicator with infinite norm is the best for solution evaluation among these indicators. Accordingly, a promising-region-based evolutionary many-objective algorithm with the ratio-based indicator is proposed. In our proposed algorithm, a promising region is identified in the objective space using the ratio-based indicator with infinite norm. Since the individuals outside the promising region are of poor quality, we can discard these solutions from the current population. To ensure the diversity of population, a strategy based on the parallel distance is introduced to select individuals in the promising region. In this strategy, all individuals in the promising region are projected vertically onto the normal plane so that crowded distances between them can be calculated. Afterward, two solutions with a smaller distance are selected from the candidate solutions each time, and the solution with the smaller indicator fitness value is removed from the current population. Empirical studies on various benchmark problems with 3-20 objectives show that the proposed algorithm performs competitively on all test problems. Compared with a number of other state-of-the-art evolutionary algorithms, the proposed algorithm is more robust on these problems with various Pareto fronts.","1941-0026","","10.1109/TEVC.2020.2999100","Natural Science Foundation of Guangdong Province(grant numbers:2020A1515011500); Science and Technology Planning Project of Guangdong Province(grant numbers:20190510); National Natural Science Foundation of China(grant numbers:61773127,61727810); Ten Thousand Talent Program approved in 2018; Guangdong Province Foundation(grant numbers:2019B1515120036); Guangzhou Municipal Science and Technology Project(grant numbers:201802010037); ANR/RGC Joint Research Scheme sponsored by the Research Grants Council of the Hong Kong; France National Research Agency(grant numbers:A-CityU101/16); National Natural Science Foundation of China(grant numbers:61876163); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9105092","Evolutionary algorithm;indicators;many-objective optimization;multiobjective optimization;robustness","Sociology;Statistics;Optimization;Evolutionary computation;Robustness;Urban areas;Loss measurement","evolutionary computation;Pareto optimisation","many-objective algorithm;promising region;difference-based indicators;ratio-based indicator;infinite norm;smaller indicator fitness value;evolutionary algorithms;Minkovsky distance;Pareto fronts","","63","","69","IEEE","1 Jun 2020","","","IEEE","IEEE Journals"
"Genetic Programming With Image-Related Operators and a Flexible Program Structure for Feature Learning in Image Classification","Y. Bi; B. Xue; M. Zhang","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","87","101","Feature extraction is essential for solving image classification by transforming low-level pixel values into high-level features. However, extracting effective features from images is challenging due to high variations across images in scale, rotation, illumination, and background. Existing methods often have a fixed model complexity and require domain expertise. Genetic programming (GP) with a flexible representation can find the best solution without the use of domain knowledge. This article proposes a new GP-based approach to automatically learning informative features for different image classification tasks. In the new approach, a number of image-related operators, including filters, pooling operators, and feature extraction methods, are employed as functions. A flexible program structure is developed to integrate different functions and terminals into a single tree/solution. The new approach can evolve solutions of variable depths to extract various numbers and types of features from the images. The new approach is examined on 12 different image classification tasks of varying difficulty and compared with a large number of effective algorithms. The results show that the new approach achieves better classification performance than most benchmark methods. The analysis of the evolved programs/solutions and the visualization of the learned features provide deep insights on the proposed approach.","1941-0026","","10.1109/TEVC.2020.3002229","Marsden Fund of New Zealand Government(grant numbers:VUW1509,VUW1615); Science for Technological Innovation Challenge(grant numbers:E3603/2903); University Research Fund at Victoria University of Wellington(grant numbers:223805/3986); Ministry of Business, Innovation and Employment Data Science SSIF Fund(grant numbers:RTVU1914); National Natural Science Foundation of China(grant numbers:61876169); China Scholarship Council/Victoria University Scholarship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9117044","Evolutionary computation (EC);feature learning;genetic programming (GP);image classification;representation","Feature extraction;Task analysis;Histograms;Principal component analysis;Benchmark testing;Kernel;Artificial neural networks","feature extraction;genetic algorithms;image classification;learning (artificial intelligence);object detection","high-level features;fixed model complexity;genetic programming;flexible representation;GP-based approach;informative features;image-related operators;pooling operators;extraction methods;flexible program structure;image classification tasks;classification performance;feature learning;feature extraction;low-level pixel values","","33","","57","IEEE","15 Jun 2020","","","IEEE","IEEE Journals"
"A Coevolutionary Framework for Constrained Multiobjective Optimization Problems","Y. Tian; T. Zhang; J. Xiao; X. Zhang; Y. Jin","Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, Institutes of Physical Science and Information Technology, Anhui University, Hefei, China; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China; Research Center of Logistics, Nankai University, Tianjin, China; Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education, School of Computer Science and Technology, Anhui University, Hefei, China; Department of Computer Science, University of Surrey, Guildford, U.K.","IEEE Transactions on Evolutionary Computation","28 Jan 2021","2021","25","1","102","116","Constrained multiobjective optimization problems (CMOPs) are challenging because of the difficulty in handling both multiple objectives and constraints. While some evolutionary algorithms have demonstrated high performance on most CMOPs, they exhibit bad convergence or diversity performance on CMOPs with small feasible regions. To remedy this issue, this article proposes a coevolutionary framework for constrained multiobjective optimization, which solves a complex CMOP assisted by a simple helper problem. The proposed framework evolves one population to solve the original CMOP and evolves another population to solve a helper problem derived from the original one. While the two populations are evolved by the same optimizer separately, the assistance in solving the original CMOP is achieved by sharing useful information between the two populations. In the experiments, the proposed framework is compared to several state-of-the-art algorithms tailored for CMOPs. High competitiveness of the proposed framework is demonstrated by applying it to 47 benchmark CMOPs and the vehicle routing problem with time windows.","1941-0026","","10.1109/TEVC.2020.3004012","National Key Research and Development Program of China(grant numbers:2018AAA0100100); National Natural Science Foundation of China(grant numbers:61672033,61822301,61876123,61906001,61590922,U1804262); Hong Kong Scholars Program(grant numbers:XJ2019035); Anhui Provincial Natural Science Foundation(grant numbers:1808085J06,1908085QF271); State Key Laboratory of Synthetical Automation for Process Industries(grant numbers:PAL-N201805); Royal Society International Exchanges Program(grant numbers:IEC\NSFC\170279); Fundamental Research Funds for the Central Universities(grant numbers:63192616); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9122020","Coevolution;constrained multiobjective optimization;evolutionary algorithm;vehicle routing problem","Sociology;Statistics;Optimization;Constraint handling;Evolutionary computation;Convergence;Vehicle routing","evolutionary computation;optimisation;vehicle routing","coevolutionary framework;constrained multiobjective optimization problems;complex CMOP;vehicle routing problem;helper problem;evolutionary algorithms;optimizer","","183","","59","IEEE","22 Jun 2020","","","IEEE","IEEE Journals"
