"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2021.3126952","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9629459","","","","","","","","","IEEE","30 Nov 2021","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation Publication Information","",,"IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","C2","C2","Provides a listing of current staff, committee members and society officers.","1941-0026","","10.1109/TEVC.2021.3128979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9629469","","","","","","","","","IEEE","30 Nov 2021","","","IEEE","IEEE Journals"
"A Kriging-Assisted Two-Archive Evolutionary Algorithm for Expensive Many-Objective Optimization","Z. Song; H. Wang; C. He; Y. Jin","School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science, University of Surrey, Guildford, U.K.","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1013","1027","Only a small number of function evaluations can be afforded in many real-world multiobjective optimization problems (MOPs) where the function evaluations are economically/computationally expensive. Such problems pose great challenges to most existing multiobjective evolutionary algorithms (EAs), which require a large number of function evaluations for optimization. Surrogate-assisted EAs (SAEAs) have been employed to solve expensive MOPs. Specifically, a certain number of expensive function evaluations are used to build computationally cheap surrogate models for assisting the optimization process without conducting expensive function evaluations. The infill sampling criteria in most existing SAEAs take all requirements on convergence, diversity, and model uncertainty into account, which is, however, not the most efficient in exploiting the limited computational budget. Thus, this article proposes a Kriging-assisted two-archive EA for expensive many-objective optimization. The proposed algorithm uses one influential point-insensitive model to approximate each objective function. Moreover, an adaptive infill criterion that identifies the most important requirement on convergence, diversity, or uncertainty is proposed to determine an appropriate sampling strategy for reevaluations using the expensive objective functions. The experimental results on a set of expensive multi/many-objective test problems have demonstrated its superiority over five state-of-the-art SAEAs.","1941-0026","","10.1109/TEVC.2021.3073648","National Natural Science Foundation of China(grant numbers:61976165,61903178,61590922,U20A20306); U.K. Royal Society Exchange Program(grant numbers:IEC\NSFC\170279); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9406113","Adaptive sampling strategy;evolutionary algorithms (EAs);expensive multiobjective optimization;Kriging;surrogate assisted","Optimization;Evolutionary computation;Convergence;Adaptation models;Predictive models;Data models;Computational modeling","constraint handling;evolutionary computation;Pareto optimisation;search problems;statistical analysis","Kriging-assisted two-archive evolutionary algorithm;expensive many-objective optimization;real-world multiobjective optimization problems;multiobjective evolutionary algorithms;surrogate-assisted EAs;expensive MOPs;expensive function evaluations;computationally cheap surrogate models;optimization process;existing SAEAs;Kriging-assisted two-archive EA;objective function approximation;expensive objective functions","","65","","58","IEEE","16 Apr 2021","","","IEEE","IEEE Journals"
"A Survey of Normalization Methods in Multiobjective Evolutionary Algorithms","L. He; H. Ishibuchi; A. Trivedi; H. Wang; Y. Nan; D. Srinivasan","Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; School of Artificial Intelligence, Xidian University, Xi’an, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1028","1048","A real-world multiobjective optimization problem (MOP) usually has differently scaled objectives. Objective space normalization has been widely used in multiobjective optimization evolutionary algorithms (MOEAs). Without objective space normalization, most of the MOEAs may fail to obtain uniformly distributed and well-converged solutions on MOPs with differently scaled objectives. Objective space normalization requires information on the Pareto front (PF) range, which can be acquired from the ideal and nadir points. Since the ideal and nadir points of a real-world MOP are usually not known a priori, many recently proposed MOEAs tend to estimate and update the two points adaptively during the evolutionary process. Different methods to estimate ideal and nadir points have been proposed in the literature. Due to inaccurate estimation of the two points (i.e., inaccurate estimation of the PF range), objective space normalization may deteriorate the performance of an MOEA. Different methods have also been proposed to alleviate the negative effects of inaccurate estimation. This article presents a comprehensive survey of objective space normalization methods, including ideal point estimation methods, nadir point estimation methods, and different methods based on the utilization of the estimated PF range.","1941-0026","","10.1109/TEVC.2021.3076514","National Natural Science Foundation of China(grant numbers:61876075); Guangdong Provincial Key Laboratory(grant numbers:2020B121201001); Program for Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Science and Technology Program(grant numbers:KQTD2016112514355531); National Research Foundation Singapore under its AI Singapore Programme(grant numbers:AISG-RP-2018-004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9419072","Dominance resistant solution (DRS);evolutionary multiobjective optimization (EMO);ideal point;nadir point;objective space normalization","Estimation;Optimization;Evolutionary computation;Standards;Search problems;Resistance;Pareto optimization","evolutionary computation;Pareto optimisation","MOEA;objective space normalization methods;ideal point estimation methods;nadir point estimation methods;real-world multiobjective optimization problem;multiobjective optimization evolutionary algorithms;real-world MOP;Pareto front range;PF range estimation","","24","","135","IEEE","29 Apr 2021","","","IEEE","IEEE Journals"
"Multitree Genetic Programming With New Operators for Transfer Learning in Symbolic Regression With Incomplete Data","B. Al-Helali; Q. Chen; B. Xue; M. Zhang","Evolutionary Computation Research Group, School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Evolutionary Computation Research Group, School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Evolutionary Computation Research Group, School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; Evolutionary Computation Research Group, School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1049","1063","Lack of knowledge is a common consequence of data incompleteness when learning from real-world data. To deal with such a situation, this work utilizes transfer learning (TL) to reuse knowledge from different (yet related) but complete domains. Due to its powerful feature construction ability, genetic programming (GP) is used to construct feature-based transformations that map the feature space of the source domain to that of the target domain such that their differences are reduced. Particularly, this work proposes a new multitree GP-based feature construction approach to TL in symbolic regression with missing values. It transfers knowledge related to the importance of the features and instances in the source domain to the target domain to improve the learning performance. Moreover, new genetic operators are developed to encourage minimizing the distribution discrepancy between the transformed domain and the target domain. A new probabilistic crossover is developed to make the well-constructed trees in the individuals more likely to be mated than the other trees. A new mutation operator is designed to give more probability for the poorly constructed trees to be mutated. The experimental results show that the proposed method not only achieves better performance compared with different traditional learning methods but also advances two recent TL methods on real-world data sets with various incompleteness and learning scenarios.","1941-0026","","10.1109/TEVC.2021.3079843","Marsden Fund of New Zealand Government(grant numbers:VUW1913,VUW1914,VUW2016); Science for Technological Innovation Challenge (SfTI) Fund(grant numbers:E3603/2903); University Research Fund at Victoria University of Wellington(grant numbers:223805/3986); MBIE Data Science SSIF Fund(grant numbers:RTVU1914); National Natural Science Foundation of China (NSFC)(grant numbers:61876169); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429709","Evolutionary learning;genetic programming (GP);incomplete data;symbolic regression (SR);transfer learning (TL)","Feature extraction;Task analysis;Transfer learning;Genetic programming;Data models;Training;Training data","genetic algorithms;learning (artificial intelligence);probability;trees (mathematics)","multitree genetic programming;transfer learning;symbolic regression;incomplete data;common consequence;data incompleteness;complete domains;powerful feature construction ability;feature-based transformations;feature space;source domain;target domain;multitree GP-based feature construction approach;learning performance;genetic operators;transformed domain;well-constructed trees;mutation operator;poorly constructed trees;different traditional learning methods;advances two recent TL methods;real-world data sets;learning scenarios","","5","","34","IEEE","12 May 2021","","","IEEE","IEEE Journals"
"Weighted Indicator-Based Evolutionary Algorithm for Multimodal Multiobjective Optimization","W. Li; T. Zhang; R. Wang; H. Ishibuchi","College of Systems Engineering, National University of Defense Technology, Changsha, China; College of Systems Engineering and Hunan Key Laboratory of Multi-Energy System Intelligent Interconnection Technology, National University of Defense Technology, Changsha, China; College of Systems Engineering and Hunan Key Laboratory of Multi-Energy System Intelligent Interconnection Technology, National University of Defense Technology, Changsha, China; Department of Computer Science and Engineering, Guangdong Provincial Key Laboratory of Brain-Inspired Intelligent Computation, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1064","1078","Multimodal multiobjective problems (MMOPs) arise frequently in the real world, in which multiple Pareto-optimal solution (PS) sets correspond to the same point on the Pareto front. Traditional multiobjective evolutionary algorithms (MOEAs) show poor performance in solving MMOPs due to a lack of diversity maintenance in the decision space. Thus, recently, many multimodal MOEAs (MMEAs) have been proposed. However, for most existing MMEAs, the convergence performance in the objective space does not meet expectations. In addition, many of them cannot always obtain all equivalent Pareto solution sets. To address these issues, this study proposes an MMEA based on a weighted indicator, termed MMEA-WI. The algorithm integrates the diversity information of solutions in the decision space into an objective space performance indicator to maintain the diversity in the decision space and introduces a convergence archive to ensure a more effective approximation of the Pareto-optimal front (PF). These strategies can readily be applied to other indicator-based MOEAs. The experimental results show that MMEA-WI outperforms some state-of-the-art MMEAs on the chosen benchmark problems in terms of the inverted generational distance (IGD) and IGD in the decision space (IGDX) metrics.","1941-0026","","10.1109/TEVC.2021.3078441","National Natural Science Foundation of China(grant numbers:72071205,7207010433); Hunan Youth Elite Program(grant numbers:2018RS3081); Scientific Key Research Project of National University of Defense Technology(grant numbers:ZK18-02-09,ZZKY-ZX-11-04); Key Project(grant numbers:193-A11- 101-03-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426953","Diversity-preserving mechanisms;evolutionary computation;indicator-based algorithms;multimodal multiobjective optimization","Optimization;Convergence;Statistics;Sociology;Pareto optimization;Task analysis;Sensitivity","convergence;evolutionary computation;Pareto optimisation","convergence performance;equivalent Pareto solution sets;termed MMEA-WI;objective space performance indicator;convergence archive;Pareto-optimal front;indicator-based MOEA;chosen benchmark problems;decision space metrics;weighted indicator-based evolutionary algorithm;multimodal multiobjective optimization;multimodal multiobjective problems;MMOP;multiple Pareto-optimal solution;Pareto front;traditional multiobjective evolutionary algorithms;diversity maintenance;multimodal MOEA;state-of-the-art MMEA;PF;IGDX","","45","","51","IEEE","10 May 2021","","","IEEE","IEEE Journals"
"Autoencoding With a Classifier System","R. J. Preen; S. W. Wilson; L. Bull","Department of Computer Science and Creative Technologies, University of the West of England, Bristol, U.K.; Prediction Dynamics, Concord, MA, USA; Department of Computer Science and Creative Technologies, University of the West of England, Bristol, U.K.","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1079","1090","Autoencoders are data-specific compression algorithms learned automatically from examples. The predominant approach has been to construct single large global models that cover the domain. However, training and evaluating models of increasing size comes at the price of additional time and computational cost. Conditional computation, sparsity, and model pruning techniques can reduce these costs while maintaining performance. Learning classifier systems (LCSs) are a framework for adaptively subdividing input spaces into an ensemble of simpler local approximations that together cover the domain. LCS perform conditional computation through the use of a population of individual gating/guarding components, each associated with a local approximation. This article explores the use of an LCS to adaptively decompose the input domain into a collection of small autoencoders, where local solutions of different complexity may emerge. In addition to the benefits in convergence time and computational cost, it is shown possible to reduce the code size as well as the resulting decoder computational cost when compared with the global model equivalent.","1941-0026","","10.1109/TEVC.2021.3079320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9427963","Autoencoder;evolutionary algorithm (EA);learning classifier system (LCS);neural network;self-adaptation;stochastic gradient descent;XCSF","Neural networks;Statistics;Sociology;Neurons;Computational modeling;Decoding;Computational efficiency","approximation theory;data compression;evolutionary computation;learning (artificial intelligence);neural nets;optimisation;pattern classification","conditional computation;model pruning;learning classifier systems;LCS;autoencoders;autoencoding;evolutionary algorithm;data-specific compression","","8","","62","IEEE","11 May 2021","","","IEEE","IEEE Journals"
"Identifying Influential Spreaders in Social Networks Through Discrete Moth-Flame Optimization","L. Wang; L. Ma; C. Wang; N. -G. Xie; J. M. Koh; K. H. Cheong","Department of Management Science and Engineering, Anhui University of Technology, Ma’anshan, China; Department of Management Science and Engineering, Anhui University of Technology, Ma’anshan, China; Department of Architectural Engineering, Anhui Polytechnic University, Wuhu, China; Department of Management Science and Engineering, Anhui University of Technology, Ma’anshan, China; Science, Mathematics and Technology Cluster, Singapore University of Technology and Design, Singapore; Science, Mathematics and Technology Cluster, Singapore University of Technology and Design (SUTD), Singapore","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1091","1102","Influence maximization in a social network refers to the selection of node sets that support the fastest and broadest propagation of information under a chosen transmission model. The efficient identification of such influence-maximizing groups is an active area of research with diverse practical relevance. Greedy-based methods can provide solutions of reliable accuracy, but the computational cost of the required Monte Carlo simulations renders them infeasible for large networks. Meanwhile, although network structure-based centrality methods can be efficient, they typically achieve poor recognition accuracy. Here, we establish an effective influence assessment model based both on the total valuation and variance in valuation of neighbor nodes, motivated by the possibility of unreliable communication channels. We then develop a discrete moth-flame optimization method to search for influence-maximizing node sets, using a local crossover and mutation evolution scheme atop the canonical moth position updates. To accelerate convergence, a search area selection scheme derived from a degree-based heuristic is used. The experimental results on five real-world social networks, comparing our proposed method against several alternatives in the current literature, indicates our approach to be effective and robust in tackling the influence maximization problem.","1941-0026","","10.1109/TEVC.2021.3081478","Scientific Research Foundation of Education Department of Anhui Province, China(grant numbers:KJ2019A0091,KJ2019ZD09); Humanities and Social Science Fund of Ministry of Education of China(grant numbers:19YJAZH098); Singapore University of Technology and Design Start-Up Research Grant(grant numbers:SRG SCI 2019 142); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9434427","Assessment model;influence maximization;moth-flame optimization (MFO);social networks","Optimization;Social networking (online);Computational modeling;Search problems;Heuristic algorithms;Estimation;Cost accounting","complex networks;greedy algorithms;Monte Carlo methods;network theory (graphs);optimisation;social networking (online)","identifying influential spreaders;social network;chosen transmission model;efficient identification;influence-maximizing groups;diverse practical relevance;greedy-based methods;reliable accuracy;computational cost;required Monte Carlo simulations;network structure-based centrality methods;poor recognition accuracy;effective influence assessment model;total valuation;neighbor nodes;unreliable communication channels;discrete moth-flame optimization method;influence-maximizing node sets;local crossover;mutation evolution scheme;canonical moth position updates;search area selection scheme;degree-based;real-world social networks;influence maximization problem","","27","","52","IEEE","18 May 2021","","","IEEE","IEEE Journals"
"Partial Evaluation Strategies for Expensive Evolutionary Constrained Optimization","K. H. Rahi; H. K. Singh; T. Ray","School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia; School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia; School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1103","1117","Constrained optimization problems (COPs) are frequently encountered in real-world design applications. For some COPs, the evaluation of the objective(s) and/or constraint(s) may involve significant computational/temporal/financial cost. Such problems are referred to as expensive COPs (ECOPs). Surrogate modeling has been widely used in conjunction with optimization methods for such problems, wherein the search is partially driven by an approximate function instead of true expensive evaluations. However, for any true evaluation, nearly all existing methods compute all objective and constraint values together as one batch. Such full evaluation approaches may be inefficient for cases where the objective/constraint(s) can be evaluated independently of each other. In this article, we propose and study a constraint handling strategy for ECOPs using partial evaluations. The constraints are evaluated in a sequence determined based on their likelihood of being violated; and the evaluation is aborted if a constraint violation is encountered. Modified ranking strategies are introduced to effectively rank the solutions using the limited information thus obtained, while saving on significant function evaluations. The proposed algorithm is compared with a number of its variants to establish the utility of its key components systematically. Numerical experiments and benchmarking are conducted on a range of mathematical and engineering design problems to demonstrate the efficacy of the approach compared to state-of-the-art evolutionary optimization approaches.","1941-0026","","10.1109/TEVC.2021.3078486","Australian Research Council through Discovery(grant numbers:DP190102591,DP190101271); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426940","Constraint handling;selective evaluation;sequencing;surrogate-assisted optimization","Optimization;Constraint handling;Computational modeling;Search problems;Tools;Safety;Automobiles","approximation theory;constraint handling;evolutionary computation;optimisation;search problems","partial evaluation strategies;expensive evolutionary constrained optimization;constrained optimization problems;expensive COPs;ECOPs;surrogate modeling;approximate function;mathematical engineering design problems","","18","","65","IEEE","10 May 2021","","","IEEE","IEEE Journals"
"Evolutionary Neural Architecture Search for High-Dimensional Skip-Connection Structures on DenseNet Style Networks","D. O’Neill; B. Xue; M. Zhang","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","30 Nov 2021","2021","25","6","1118","1132","Convolutional neural networks hold state-of-the-art results for image classification, and many neural architecture search algorithms have been proposed to discover high performance convolutional neural networks. However, the use of neural architecture search for the discovery of skip-connection structures, an important element in modern convolutional neural networks, is limited within the literature. Furthermore, while many neural architecture search algorithms utilize performance estimation techniques to reduce computation time, empirical evaluations of these performance estimation techniques remain limited. This work focuses on utilizing evolutionary neural architecture search to examine the search space of networks, which follow a fundamental DenseNet structure, but have no fixed skip connections. In particular, a genetic algorithm is designed, which searches the space consisting of all networks between a standard feedforward network and the corresponding DenseNet. To design the algorithm, lower fidelity performance estimation of this class of networks is examined and presented. The final algorithm finds networks that are more accurate than DenseNets on CIFAR10 and CIFAR100, and have fewer trainable parameters. The structures found by the algorithm are examined to shed light on the importance of different types of skip-connection structures in convolutional neural networks, including the discovery of a simple skip-connection removal, which improves DenseNet performance on CIFAR10.","1941-0026","","10.1109/TEVC.2021.3083315","Marsden Fund of New Zealand Government(grant numbers:VUW1913,VUW1914); Science for Technological Innovation Challenge (SfTI) Fund(grant numbers:E3603/2903); University Research Fund at Victoria University of Wellington(grant numbers:223805/3986); MBIE Data Science SSIF Fund(grant numbers:RTVU1914); National Natural Science Foundation of China (NSFC)(grant numbers:61876169); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439793","Convolutional neural networks (CNNs);evolutionary neural architecture search;genetic algorithms;neural architecture search (NAS);skip connections","Estimation;Computer architecture;Convolutional neural networks;Training;Visualization;Task analysis;Probability distribution","convolutional neural nets;genetic algorithms;image classification;learning (artificial intelligence);neural net architecture;search problems","evolutionary neural architecture search;high-dimensional skip-connection structures;DenseNet style networks;neural architecture search algorithms;high performance convolutional neural networks;performance estimation techniques;search space;standard feedforward network;lower fidelity performance estimation;simple skip-connection removal;image classification;genetic algorithm;CIFAR10;CIFAR100","","35","","41","IEEE","24 May 2021","","","IEEE","IEEE Journals"
