"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","C1","C1","Presents the table of contents for this issue of this publication.","1941-0026","","10.1109/TEVC.2021.3065786","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9390475","","","","","","","","","IEEE","30 Mar 2021","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation Publication Information","",,"IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","C2","C2","Provides a listing of current staff, committee members and society officers.","1941-0026","","10.1109/TEVC.2021.3063857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9390478","","","","","","","","","IEEE","30 Mar 2021","","","IEEE","IEEE Journals"
"A Duplication Analysis-Based Evolutionary Algorithm for Biobjective Feature Selection","H. Xu; B. Xue; M. Zhang","School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","205","218","Feature selection is a complex optimization problem with important real-world applications. Normally, its main target is to reduce the dimensionality of the dataset and increase the effectiveness of the classification. Owing to the population-inspired characteristics, different evolutionary algorithms (EAs) have been proposed to solve feature selection problems over the past decades. However, the majority of them only consider single-objective optimization while many real-world problems have multiple objectives, which creates a genuine demand for designing more suitable and effective EAs to handle multiobjective feature selection. A multiobjective feature selection problem usually consists of two objectives: one is to minimize the number of selected features and the other is to minimize the error of classification. In this article, we propose a duplication analysis-based EA (DAEA) for biobjective feature selection in classification. In the proposed algorithm, we make improvements on the basic dominance-based EA framework in three aspects: first, the reproduction process is modified to improve the quality of offspring; second, a duplication analysis method is proposed to filter out the redundant solutions; and third, a diversity-based selection method is adopted to further select the reserved solutions. In the experiments, we have compared the proposed algorithm with five state-of-the-art multiobjective EAs (MOEAs) and tested them on 20 classification datasets, using two widely used performance metrics. According to the empirical results, DAEA performs the best on most datasets, indicating that DAEA not only gains outstanding optimization performance but also obtains good classification and generalization results.","1941-0026","","10.1109/TEVC.2020.3016049","Marsden Fund of New Zealand(grant numbers:VUW1509,VUW1615); Educational Department Research Project of Fujian Province(grant numbers:JAT190594); University Research Fund of Putian University(grant numbers:2019002); Science for Technological Innovation Challenge Fund(grant numbers:E3603/2903); University Research Fund at Victoria University of Wellington(grant numbers:216378/3764,223805/3986); MBIE Data Science SSIF Fund(grant numbers:RTVU1914); National Natural Science Foundation of China(grant numbers:61876169); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9165863","Classification;duplication analysis;evolutionary algorithm (EA);feature selection;multiobjective optimization","Feature extraction;Optimization;Sociology;Statistics;Evolutionary computation;Measurement;Computer science","evolutionary computation;feature selection;pattern classification","DAEA;MOEAs;dominance-based EA framework;population-inspired characteristics;complex optimization problem;duplication analysis-based evolutionary algorithm;classification datasets;multiobjective EAs;diversity-based selection method;biobjective feature selection;duplication analysis-based EA;multiobjective feature selection problem","","45","","93","IEEE","12 Aug 2020","","","IEEE","IEEE Journals"
"A Classifier-Assisted Level-Based Learning Swarm Optimizer for Expensive Optimization","F. -F. Wei; W. -N. Chen; Q. Yang; J. Deng; X. -N. Luo; H. Jin; J. Zhang","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Artificial Intelligence, Nanjing University of Information Science and Technology, Nanjing, China; Department of Information Science, University of Otago, Dunedin, New Zealand; School of Computer Science and Information Security, Guilin University of Electronic Technology, Guilin, China; Division of Electrical Engineering, Hanyang University, Ansan, South Korea; Division of Electrical Engineering, Hanyang University, Ansan, South Korea","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","219","233","Surrogate-assisted evolutionary algorithms (SAEAs) have become one popular method to solve complex and computationally expensive optimization problems. However, most existing SAEAs suffer from performance degradation with the dimensionality increasing. To solve this issue, this article proposes a classifier-assisted level-based learning swarm optimizer on the basis of the level-based learning swarm optimizer (LLSO) and the gradient boosting classifier (GBC) to improve the robustness and scalability of SAEAs. Particularly, the level-based learning strategy in LLSO has a tight correspondence with the classification characteristic by setting the number of levels in LLSO to be the same as the number of classes in GBC. Together, the classification results feedback the distribution of promising candidates to accelerate the evolution of the optimizer, while the evolved population helps to improve the accuracy of the classifier. To select informative and valuable candidates for real evaluations, we devise an  ${L}1$ -exploitation strategy to extensively exploit promising areas. Then, the candidate selection is conducted between the predicted  ${L}1$  offspring and the already real-evaluated  ${L}1$  individuals based on their Euclidean distances. Extensive experiments on commonly used benchmark functions demonstrate that the proposed optimizer can achieve competitive or better performance with a very small training dataset compared with three state-of-the-art SAEAs.","1941-0026","","10.1109/TEVC.2020.3017865","Key Project of Science and Technology Innovation 2030; Ministry of Science and Technology of China(grant numbers:2018AAA0101300); National Natural Science Foundation of China(grant numbers:61976093,61876111); Natural Science Foundation of Jiangsu(grant numbers:SBK2020040136); Brain Pool program; Ministry of Science and ICT through the National Research Foundation of Korea(grant numbers:NRF-2019H1D3A2A01101977); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9171272","Expensive optimization;gradient boosting classifier (GBC);large-scale optimization;level-based learning swarm optimizer (LLSO);surrogate-assisted evolutionary algorithm (SAEA)","Optimal scheduling;Single machine scheduling;Schedules;Job shop scheduling;Programming","evolutionary computation;gradient methods;learning (artificial intelligence);particle swarm optimisation;pattern classification","L1-exploitation strategy;gradient boosting classifier;surrogate-assisted evolutionary algorithms;classifier-assisted level-based learning swarm optimizer;LLSO;SAEAs;optimization problems","","41","","57","IEEE","19 Aug 2020","","","IEEE","IEEE Journals"
"Realistic Constrained Multiobjective Optimization Benchmark Problems From Design","C. Picard; J. Schiffmann","Laboratory for Applied Mechanical Design, École polytechnique fédérale de Lausanne, Neuchâtel, Switzerland; Laboratory for Applied Mechanical Design, École polytechnique fédérale de Lausanne, Neuchâtel, Switzerland","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","234","246","Multiobjective optimization is increasingly used in engineering to design new systems and to identify design tradeoffs. Yet, design problems often have objective functions and constraints that are expensive and highly nonlinear. Combinations of these features lead to poor convergence and diversity loss with common algorithms that have not been specifically designed for constrained optimization. Constrained benchmark problems exist, but they do not necessarily represent the challenges of engineering problems. In this article, a framework to design electro-mechanical actuators, called multiobjective design of actuators (MODAct), is presented and 20 constrained multiobjective optimization test problems are derived from the framework with a specific focus on constraints. The full source code is made available to ease its use. The effects of the constraints are analyzed through their impact on the Pareto front as well as on the convergence performance. A constraint landscape analysis approach is followed and extended with three new metrics to characterize the search and objective spaces. The features of MODAct are compared to existing test suites to highlight the differences. In addition, a convergence analysis using NSGA-II, NSGA-III, and C-TAEA on MODAct and existing test suites suggests that the design problems are indeed difficult due to the constraints. In particular, the number of simultaneously violated constraints in newly generated solutions seems key in understanding the convergence challenges. Thus, MODAct offers an efficient framework to analyze and handle constraints in future optimization algorithm design.","1941-0026","","10.1109/TEVC.2020.3020046","Innosuisse (the Swiss Innovation Agency); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9179777","Constraint handling;evolutionary algorithm;multiobjective optimization;real-world problems;test suites","Optimization;Benchmark testing;Search problems;Convergence;Measurement;Complexity theory;Linear programming","evolutionary computation;Pareto optimisation;search problems","search spaces;C-TAEA;NSGA-III;NSGA-II;Pareto front;multiobjective design of actuators;constrained multiobjective optimization test problems;design electro-mechanical actuators;engineering problems;constrained benchmark problems;diversity loss;objective functions;design tradeoffs;realistic constrained multiobjective optimization benchmark problems;optimization algorithm design;convergence analysis;constraint landscape analysis approach;MODAct","","14","","43","IEEE","28 Aug 2020","","","IEEE","IEEE Journals"
"An Evolutionary Multiobjective Framework for Complex Network Reconstruction Using Community Structure","K. Wu; J. Liu; X. Hao; P. Liu; F. Shen","School of Artificial Intelligence, Xidian University, Xi’an, China; Guangzhou Institute of Technology, Xidian University, Xi’an, China; School of Information Science and Technology, Northwestern University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","247","261","The problem of inferring nonlinear and complex dynamical systems from available data is prominent in many fields, including engineering, biological, social, physical, and computer sciences. Many evolutionary algorithm (EA)-based network reconstruction methods have been proposed to address this problem, but they ignore several useful information of network structure, such as community structure, which widely exists in various complex networks. Inspired by the community structure, this article develops a community-based evolutionary multiobjective network reconstruction framework to promote the reconstruction performance of EA-based network reconstruction methods due to their good performance; we refer this framework as CEMO-NR. CEMO-NR is a generic framework and any population-based multiobjective metaheuristic algorithm can be employed as the base optimizer. CEMO-NR employs the community structure of networks to divide the original decision space into multiple small decision spaces, and then any multiobjective EA (MOEA) can be used to search for improved solutions in the reduced decision space. To verify the performance of CEMO-NR, this article also designs a test suite for complex network reconstruction problems. Three representative MOEAs are embedded into CEMO-NR and compared with their original versions, respectively. The experimental results have demonstrated the significant improvement benefiting from the proposed CEMO-NR in 30 multiobjective network reconstruction problems (MONRPs).","1941-0026","","10.1109/TEVC.2020.3020423","Key Project of Science and Technology Innovation 2030; Ministry of Science and Technology of China(grant numbers:2018AAA0101302); General Program of National Natural Science Foundation of China(grant numbers:61773300); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180296","Community structure;complex network reconstruction;evolutionary algorithm (EA);large-scale optimization;multiobjective optimization","Optimization;Reconstruction algorithms;Complex networks;Data models;Sociology;Statistics;Evolutionary computation","complex networks;evolutionary computation;optimisation;search problems","multiobjective EA;base optimizer;population-based multiobjective metaheuristic algorithm;CEMO-NR;EA-based network reconstruction methods;community-based evolutionary multiobjective network reconstruction framework;complex networks;network structure;evolutionary algorithm-based network reconstruction methods;complex dynamical systems;nonlinear systems;community structure","","8","","62","IEEE","31 Aug 2020","","","IEEE","IEEE Journals"
"Regularized Evolutionary Multitask Optimization: Learning to Intertask Transfer in Aligned Subspace","Z. Tang; M. Gong; Y. Wu; W. Liu; Y. Xie","School of Electronic Engineering, Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China; School of Electronic Engineering, Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Electronic Engineering, Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China; School of Electronic Engineering, Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, Xidian University, Xi’an, China","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","262","276","This article proposes a novel and computationally efficient explicit intertask information transfer strategy between optimization tasks by aligning the subspaces. In evolutionary multitasking, the tasks might have biases embedded in function landscapes and decision spaces, which often causes the threat of predominantly negative transfer. However, the complementary information among different tasks can give an enhanced performance of solving complicated problems when properly harnessed. In this article, we distill this insight by introducing an intertask knowledge transfer strategy implemented in the low-dimension subspaces via a learnable alignment matrix. Specifically, to unveil the significant features of the function landscapes, the task-specific low-dimension subspaces is established based on the distribution information of subpopulations possessed by tasks, respectively. Next, the alignment matrix between pairwise subspaces is learned by minimizing the discrepancies of the subspaces. Given the aligned subspaces by applying the alignment matrix to subspaces' base vectors, the individuals from different tasks are then projected into aligned subspaces and reproduce therein. Moreover, since this method only considers the leading eigenvectors, it turns out to be intrinsically regularized and noise-insensitive. Comprehensive experiments are conducted on the synthetic and practical benchmark problems so as to assess the efficacy of the proposed method. According to the experimental results, the proposed method exhibits a superior performance compared with existing evolutionary multitask optimization algorithms.","1941-0026","","10.1109/TEVC.2020.3023480","National Natural Science Foundation of China(grant numbers:62036006); National Key Research and Development Program of China(grant numbers:2017YFB0802200); Key Research and Development Program of Shaanxi Province(grant numbers:2018ZDXM-GY-045); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9195010","Evolutionary multitasking (EMT);knowledge transfer;multifactorial optimization (MFO);multitask optimization (MTO);subspace aligning","Task analysis;Optimization;Knowledge transfer;Multitasking;Sociology;Statistics;Benchmark testing","eigenvalues and eigenfunctions;evolutionary computation;learning (artificial intelligence);matrix algebra;optimisation","regularized evolutionary multitask optimization algorithms;eigenvectors;explicit intertask information transfer strategy;task-specific low-dimension subspaces;learnable alignment matrix;intertask knowledge transfer strategy;function landscapes;optimization tasks;aligned subspace;pairwise subspaces","","35","","45","IEEE","11 Sep 2020","","","IEEE","IEEE Journals"
"Multiobjective Evolutionary Design of Deep Convolutional Neural Networks for Image Classification","Z. Lu; I. Whalen; Y. Dhebar; K. Deb; E. D. Goodman; W. Banzhaf; V. N. Boddeti","Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","277","291","Convolutional neural networks (CNNs) are the backbones of deep learning paradigms for numerous vision tasks. Early advancements in CNN architectures are primarily driven by human expertise and by elaborate design processes. Recently, neural architecture search was proposed with the aim of automating the network design process and generating task-dependent architectures. While existing approaches have achieved competitive performance in image classification, they are not well suited to problems where the computational budget is limited for two reasons: 1) the obtained architectures are either solely optimized for classification performance, or only for one deployment scenario and 2) the search process requires vast computational resources in most approaches. To overcome these limitations, we propose an evolutionary algorithm for searching neural architectures under multiple objectives, such as classification performance and floating point operations (FLOPs). The proposed method addresses the first shortcoming by populating a set of architectures to approximate the entire Pareto frontier through genetic operations that recombine and modify architectural components progressively. Our approach improves computational efficiency by carefully down-scaling the architectures during the search as well as reinforcing the patterns commonly shared among past successful architectures through Bayesian model learning. The integration of these two main contributions allows an efficient design of architectures that are competitive and in most cases outperform both manually and automatically designed architectures on benchmark image classification datasets: CIFAR, ImageNet, and human chest X-ray. The flexibility provided from simultaneously obtaining multiple architecture choices for different compute requirements further differentiates our approach from other methods in the literature.","1941-0026","","10.1109/TEVC.2020.3024708","National Science Foundation(grant numbers:DBI-0939454); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9201169","Convolutional neural networks (CNNs);evolutionary deep learning;genetic algorithms (GAs);neural architecture search (NAS)","Computer architecture;Optimization;Search problems;Task analysis;Neural networks;Computational modeling;Graphics processing units","Bayes methods;convolutional neural nets;deep learning (artificial intelligence);evolutionary computation;image classification;neural net architecture","human chest X-ray;ImageNet;CIFAR;Bayesian model learning;FLOP;computational resources;neural architecture;CNN;image classification;floating point operations;evolutionary algorithm;deep convolutional neural networks;multiobjective evolutionary design","","67","","61","IEEE","21 Sep 2020","","","IEEE","IEEE Journals"
"Knee-Based Decision Making and Visualization in Many-Objective Optimization","Z. He; G. G. Yen; J. Ding","College of Computer Science, Sichuan University, Chengdu, China; School of Electrical and Computer Engineering, Oklahoma State University, Stillwater, OK, USA; State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, China","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","292","306","As an essential component in multi- and many-objective optimization, decision-making process either selects a subset of solutions from the whole Pareto front or guides the search toward a small part of the Pareto front during the evolutionary process. In recent years, for many-objective optimization problems (MaOPs), a number of evolutionary algorithms have been developed to search for Pareto optimal solutions. However, there is a lack of research works focusing on designing decision-making approaches. In order to overcome this deficiency, we propose a novel knee-based decision-making method to search for several solutions of interest (SOIs) from a large number of solutions on the Pareto front, each of which contains the best convergence performance at least within its neighborhood and can be identified as a global or local knee solution. The optimization performance achieved by all SOIs approximates the performance of the whole Pareto front as much as possible. Furthermore, in order to relieve the difficulties in the decision-making process on MaOPs, a new visualization approach is developed based on this proposed decision-making approach. It provides information about the shape and location of the Pareto front, the possible bulge, as well as the convergence degree and distribution of solutions. The experimental results on several benchmark functions demonstrate the superiority of the proposed design in the selection of SOIs and visualization of high-dimensional objective space.","1941-0026","","10.1109/TEVC.2020.3027620","National Key Research and Development Program of China(grant numbers:2018YFB1701104); National Natural Science Foundation of China(grant numbers:61525302,62076172); Key Research and Development Project of Sichuan(grant numbers:2019YFG0494); Xingliao Plan of Liaoning Province(grant numbers:XLYC1808001); Science and Technology program of Liaoning Province(grant numbers:2020JH2/10500001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9209056","Knee point selection;many-objective optimization;multicriteria decision-making;multiobjective optimization;visualization","Decision making;Visualization;Pareto optimization;Convergence;Shape;Collaboration","decision making;evolutionary computation;Pareto optimisation;search problems","evolutionary algorithms;Pareto optimal solutions;Pareto front;convergence performance;MaOPs;visualization approach;convergence degree;knee-based decision making;evolutionary process;many-objective optimization problems;SOIs;solutions of interest;search method","","38","","51","IEEE","29 Sep 2020","","","IEEE","IEEE Journals"
"Frequency Fitness Assignment: Making Optimization Algorithms Invariant Under Bijective Transformations of the Objective Function Value","T. Weise; Z. Wu; X. Li; Y. Chen","Institute of Applied Optimization, School of Artificial Intelligence and Big Data, Hefei University, Hefei, , China; Institute of Applied Optimization, School of Artificial Intelligence and Big Data, Hefei University, Hefei, , China; Institute of Applied Optimization, School of Artificial Intelligence and Big Data, Hefei University, Hefei, , China; Institute of Applied Optimization, School of Artificial Intelligence and Big Data, Hefei University, Hefei, , China","IEEE Transactions on Evolutionary Computation","30 Mar 2021","2021","25","2","307","319","Under frequency fitness assignment (FFA), the fitness corresponding to an objective value is its encounter frequency in fitness assignment steps and is subject to minimization. FFA renders optimization processes invariant under bijective transformations of the objective function value. On TwoMax, Jump, and Trap functions of dimension s, the classical (1 + 1)-EA with standard mutation at rate 1/s can have expected runtimes exponential in s. In our experiments, a (1 + 1)-FEA, the same algorithm but using FFA, exhibits mean runtimes that seem to scale as s2 ln s. Since Jump and Trap are bijective transformations of OneMax, it behaves identical on all three. On OneMax, LeadingOnes, and Plateau problems, it seems to be slower than the (1 + 1)-EA by a factor linear in s. The (1 + 1)-FEA performs much better than the (1 + 1)-EA on W-Model and MaxSat instances. We further verify the bijection invariance by applying the Md5 checksum computation as transformation to some of the above problems and yield the same behaviors. Finally, we show that FFA can improve the performance of a memetic algorithm for job shop scheduling.","1941-0026","","10.1109/TEVC.2020.3032090","National Natural Science Foundation of China(grant numbers:61673359); Hefei Specially Recruited Foreign Expert Program; Youth Project of the Anhui Natural Science Foundation(grant numbers:1908085QF285); University Natural Science Research Project of Anhui(grant numbers:KJ2019A0835); Key Research Plan of Anhui(grant numbers:201904d07020002); Major Project of the Research and Development Fund of Hefei University(grant numbers:19ZR05ZDA); Talent Research Fund of Hefei University(grant numbers:18-19RC26); DIM-RSFI Project(grant numbers:2019-10 C19/1526); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9233266","(1+1)-EA;evolutionary algorithm (EA);frequency fitness assignment (FFA);job shop scheduling problem (JSSP);Plateau problems;Jump problems;memetic algorithm;OneMax;Plateau problems;Trap function;TwoMax;W-Model benchmark","Linear programming;Optimization;Runtime;Benchmark testing;Sociology;Statistics;Iron","evolutionary computation;job shop scheduling;optimisation","bijective transformations;bijection invariance;frequency fitness assignment;optimization algorithms;objective function value;encounter frequency;fitness assignment steps;FFA;Md5 checksum computation;job shop scheduling","","3","","83","IEEE","20 Oct 2020","","","IEEE","IEEE Journals"
