"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2020.2993709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9103651","","","","","","","","","IEEE","29 May 2020","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1941-0026","","10.1109/TEVC.2020.2994568","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9103663","","","","","","","","","IEEE","29 May 2020","","","IEEE","IEEE Journals"
"Offline Data-Driven Multiobjective Optimization: Knowledge Transfer Between Surrogates and Generation of Final Solutions","C. Yang; J. Ding; Y. Jin; T. Chai","State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, China; State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, China; State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, China; State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University, Shenyang, China","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","409","423","In offline data-driven optimization, only historical data is available for optimization, making it impossible to validate the obtained solutions during the optimization. To address these difficulties, this paper proposes an evolutionary algorithm assisted by two surrogates, one coarse model and one fine model. The coarse surrogate (CS) aims to guide the algorithm to quickly find a promising subregion in the search space, whereas the fine one focuses on leveraging good solutions according to the knowledge transferred from the CS. Since the obtained Pareto optimal solutions have not been validated using the real fitness function, a technique for generating the final optimal solutions is suggested. All achieved solutions during the whole optimization process are grouped into a number of clusters according to a set of reference vectors. Then, the solutions in each cluster are averaged and outputted as the final solution of that cluster. The proposed algorithm is compared with its three variants and two state-of-the-art offline data-driven multiobjective algorithms on eight benchmark problems to demonstrate its effectiveness. Finally, the proposed algorithm is successfully applied to an operational indices optimization problem in beneficiation processes.","1941-0026","","10.1109/TEVC.2019.2925959","National Natural Science Foundation of China(grant numbers:61525302,61590922); Project of Ministry of Industry and Information Technology of China(grant numbers:20171122-6); Projects of Shenyang(grant numbers:Y17-0-004); Fundamental Research Funds for the Central Universities(grant numbers:N160801001,N161608001); National Key Research and Development Program of China(grant numbers:2018YFB1701104); Royal Society(grant numbers:IEC\NSFC\170279); Outstanding Student Research Innovation Project of Northeastern University(grant numbers:N170806003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8752044","Knowledge transfer;multiobjective evolutionary algorithms (MOEAs);multisurrogate;offline data-driven optimization","Optimization;Knowledge transfer;Task analysis;Data models;Sociology;Statistics;Evolutionary computation","evolutionary computation;Pareto optimisation;search problems","optimization process;operational indices optimization problem;offline data-driven multiobjective optimization;knowledge transfer;evolutionary algorithm;coarse model;fine model;coarse surrogate;CS;Pareto optimal solutions;search space;fitness function","","26","","69","IEEE","1 Jul 2019","","","IEEE","IEEE Journals"
"Multisource Selective Transfer Framework in Multiobjective Optimization Problems","J. Zhang; W. Zhou; X. Chen; W. Yao; L. Cao","Chinese Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China; Chinese Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China; National University of Defense Technology, Changsha, China; Chinese Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China; Chinese Academy of Military Science, National Innovation Institute of Defense Technology, Beijing, China","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","424","438","For complex system design [e.g., satellite layout optimization design (SLOD)] in practical engineering, when launching a new optimization instance with another parameter configuration from the intuition of designers, it is always executed from scratch which wastes much time to repeat the similar search process. Inspired by transfer learning which can reuse past experiences to solve relevant tasks, many researchers pay more attention to explore how to learn from past optimization instances to accelerate the target one. In real-world applications, there have been numerous similar source instances stored in the database. The primary question is how to measure the transferability from numerous sources to avoid the notorious negative transferring. To obtain the relatedness between source and target instance, we develop an optimization instance representation method named centroid distribution, which is by the aid of the probabilistic model learned by elite candidate solutions in estimation of distribution algorithm (EDA) during the evolutionary process. Wasserstein distance is employed to evaluate the similarity between the centroid distributions of different optimization instances, based on which, we present a novel framework called multisource selective transfer optimization with three strategies to select sources reasonably. To choose the suitable strategy, four selection suggestions are summarized according to the similarity between the source and target centroid distribution. The framework is beneficial to choose the most suitable sources, which could improve the search efficiency in solving multiobjective optimization problems. To evaluate the effectiveness of the proposed framework and selection suggestions, we conduct two experiments: 1) comprehensive empirical studies on complex multiobjective optimization problem benchmarks and 2) a real-world SLOD problem. Suggestions for strategy selection coincide with the experiment results, based on which, we propose a mixed strategy to deal with the negative transfer in the experiments successfully. The results demonstrate that our proposed framework achieves competitive performance on most of the benchmark problems in convergence speed and hypervolume values and performs best on the real-world applications among all the comparison algorithms.","1941-0026","","10.1109/TEVC.2019.2926107","National Natural Science Foundation of China(grant numbers:11725211,51675525); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8752421","Estimation of distribution algorithm (EDA);multiobjective optimization;multisource transfer;transfer optimization;Wasserstein distance (WD)","Optimization;Task analysis;Satellites;Search problems;Acceleration;Sociology;Statistics","genetic algorithms;learning (artificial intelligence);search problems","multisource selective transfer framework;multiobjective optimization problems;complex system design;similar search process;transfer learning;real-world applications;notorious negative transferring;optimization instance representation method;centroid distribution;distribution algorithm;multisource selective transfer optimization;selection suggestions;suitable sources;complex multiobjective optimization problem benchmarks;real-world SLOD problem;strategy selection coincide;negative transfer;benchmark problems;optimization instances;similar source instances;satellite layout optimization design;EDA;Wasserstein distance;hypervolume values;convergence speed","","9","","64","IEEE","1 Jul 2019","","","IEEE","IEEE Journals"
"Adapting Reference Vectors and Scalarizing Functions by Growing Neural Gas to Handle Irregular Pareto Fronts","Y. Liu; H. Ishibuchi; N. Masuyama; Y. Nojima","Department of Computer Science and Intelligent Systems, Graduate School of Engineering, Osaka Prefecture University, Sakai, Japan; Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Intelligent Systems, Graduate School of Engineering, Osaka Prefecture University, Sakai, Japan; Department of Computer Science and Intelligent Systems, Graduate School of Engineering, Osaka Prefecture University, Sakai, Japan","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","439","453","The performance of decomposition-based multiobjective evolutionary algorithms (MOEAs) often deteriorates clearly when solving multiobjective optimization problems with irregular Pareto fronts (PFs). The main reason is the improper settings of reference vectors and scalarizing functions. In this paper, we propose a decomposition-based MOEA guided by a growing neural gas network, which learns the topological structure of the PF. Both reference vectors and scalarizing functions are adapted based on the topological structure to enhance the evolutionary algorithm's search ability. The proposed algorithm is compared with eight state-of-the-art optimizers on 34 test problems. The experimental results demonstrate that the proposed method is competitive in handling irregular PFs.","1941-0026","","10.1109/TEVC.2019.2926151","National Natural Science Foundation of China(grant numbers:61876075,61803192); Program for Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Peacock Plan(grant numbers:KQTD2016112514355531); Science and Technology Innovation Committee Foundation of Shenzhen(grant numbers:ZDSYS201703031748284); Program for University Key Laboratory of Guangdong Province(grant numbers:2017KSYS008); Japan Society for the Promotion of Science (JSPS) KAKENHI(grant numbers:JP19K20358); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8752428","Decomposition-based multiobjective evolutionary optimization;growing neural gas (GNG);irregular Pareto front","Evolutionary computation;Sociology;Shape;Search problems;Pareto optimization","evolutionary computation;neural nets;Pareto optimisation;search problems","reference vectors;scalarizing functions;decomposition-based MOEA;growing neural gas network;topological structure;evolutionary algorithm;irregular Pareto fronts;decomposition-based multiobjective evolutionary algorithms;multiobjective optimization problems;irregular PF","","24","","64","IEEE","1 Jul 2019","","","IEEE","IEEE Journals"
"Feature Extraction and Selection for Parsimonious Classifiers With Multiobjective Genetic Programming","K. Nag; N. R. Pal","Department of Computer Science and Engineering, Indian Institute of Information Technology Guwahati, Guwahati, India; Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata, India","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","454","466","The objectives of this paper are to investigate the capability of genetic programming to select and extract linearly separable features when the evolutionary process is guided to achieve the same and to propose an integrated system for that. We decompose a c-class problem into c binary classification problems and evolve c sets of binary classifiers employing a steady-state multiobjective genetic programming with three minimizing objectives. Each binary classifier is composed of a binary tree and a linear support vector machine (SVM). The features extracted by the feature nodes and some of the function nodes of the tree are used to train the SVM. The decision made by the SVM is considered the decision of the corresponding classifier. During crossover and mutation, the SVM-weights are used to determine the usefulness of the corresponding nodes. We also use a fitness function based on Golub's index to select useful features. To discard less frequently used features, we employ unfitness functions for the feature nodes. We compare our method with 34 classification systems using 18 datasets. The performance of the proposed method is found to be better than 432 out of 570, i.e., 75.79% of comparing cases. Our results confirm that the proposed method is capable of achieving our objectives.","1941-0026","","10.1109/TEVC.2019.2927526","Department of Science and Technology, India, through INSPIRE Fellowship(grant numbers:IF120686); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8758127","Classification;ensemble;feature extraction (FE);feature selection (FS);multiobjective genetic programming (MOGP)","Feature extraction;Support vector machines;Iron;Genetic programming;Training;Kernel;Sociology","feature extraction;genetic algorithms;learning (artificial intelligence);pattern classification;support vector machines;trees (mathematics)","binary classification problems;evolve c sets;binary classifier;steady-state multiobjective genetic programming;binary tree;linear support vector machine;feature nodes;function nodes;corresponding classifier;SVM-weights;corresponding nodes;fitness function;unfitness functions;classification systems;feature extraction;parsimonious classifiers;linearly separable features;evolutionary process;integrated system;c-class problem","","3","","81","IEEE","9 Jul 2019","","","IEEE","IEEE Journals"
"Data Structures for Direct Spanning Tree Representations in Mutation-Based Evolutionary Algorithms","M. A. L. Barbosa; A. C. B. Delbem; L. R. Bueno","Department of Informatics, State University of Maringá, Maringá, Brazil; Department of Computer Science, University of São Paulo, São Paulo, Brazil; Center for Mathematics, Computation, and Cognition, Federal University of ABC, Santo André, Brazil","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","467","478","Optimization methods for spanning tree problems may require efficient data structures. The node-depth-degree representation (NDDR) has achieved relevant results for direct spanning tree representation together with evolutionary algorithms (EAs). Its two mutation operators have average time O(√n), where n is the number of vertices of the graph, while similar operators implemented by predecessor arrays, a typical tree data structure, have time O(n). Dynamic trees are also relevant when investigating tree representations since they have low time complexity, but there is no proper extension of them for EAs. Using aspects of both a dynamic tree and NDDR, namely, Euler tours and structural sharing, we propose a data structure called 2LETT, whose mutation operators have time O(√n) in the worst case. Experiments with the mutation operators using 2LETT, predecessor arrays, and NDDR are carried out for graphs with up to 300000 vertices. For a mutation operator that exchanges any two valid edges, predecessor arrays present the best performance for random trees with fewer than 10000 vertices; while 2LETT has the best performance for trees with more than 10000 vertices. Especially, noteworthy is the fact that 2LETT is the only structure whose running time is independent of tree diameter.","1941-0026","","10.1109/TEVC.2019.2928991","Funda????o Arauc??ria (Governo do Estado do Paran??); Coordena????o de Aperfei??oamento de Pessoal de N??vel Superior (CAPES); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8764437","Dynamic tree data structures;evolutionary algorithms (EAs);tree representations","Arrays;Tree data structures;Evolutionary computation;Time complexity;Sociology;Statistics","computational complexity;evolutionary computation;graph theory;optimisation;search problems;tree data structures;trees (mathematics)","direct spanning tree representation;mutation-based evolutionary algorithms;tree problems;efficient data structures;node-depth-degree representation;NDDR;mutation operator;average time;similar operators;tree diameter;structure whose running time;random trees;2LETT;structural sharing;low time complexity;investigating tree representations;dynamic tree;typical tree data structure;predecessor arrays","","1","","27","IEEE","16 Jul 2019","","","IEEE","IEEE Journals"
"An Estimation of Distribution Algorithm for Mixed-Variable Newsvendor Problems","F. Wang; Y. Li; A. Zhou; K. Tang","School of Computer Science, Wuhan University, Hubei, China; School of Computer Science, Wuhan University, Hubei, China; School of Computer Science and Technology, East China Normal University, Shanghai, China; Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","479","493","As one of the classical problems in the economic market, the newsvendor problem aims to make maximal profit by determining the optimal order quantity of products. However, the previous newsvendor models assume that the selling price of a product is a predefined constant and only regard the order quantity as a decision variable, which may result in an unreasonable investment decision. In this article, a new newsvendor model is first proposed, which involves of both order quantity and selling price as decision variables. In this way, the newsvendor problem is reformulated as a mixed-variable nonlinear programming problem, rather than an integer linear programming problem as in previous investigations. In order to solve the mixed-variable newsvendor problem, a histogram model-based estimation of distribution algorithm (EDA) called EDAmvn is developed, in which an adaptive-width histogram model is used to deal with the continuous variables and a learning-based histogram model is applied to deal with the discrete variables. The performance of EDAmvn was assessed on a test suite with eight representative instances generated by the orthogonal experiment design method and a real-world instance generated from real market data of Alibaba. The experimental results show that, EDAmvn outperforms not only the state-of-the-art mixed-variable evolutionary algorithms, but also a commercial software, i.e., Lingo.","1941-0026","","10.1109/TEVC.2019.2932624","National Nature Science Foundation of China(grant numbers:61773296,61673180,61672478,61731009); Research Fund for Academic Team of Young Scholars at Wuhan University(grant numbers:Whu2016013); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8784385","Estimation of distribution algorithm (EDA);histogram model;mixed-variable optimization problem;newsvendor problem;orthogonal experiment design","Biological system modeling;Adaptation models;Investment;Mathematical model;Histograms;Computational modeling;Economics","evolutionary computation;genetic algorithms;integer programming;investment;learning (artificial intelligence);linear programming;nonlinear programming;pricing;search problems","histogram model-based estimation of distribution algorithm;EDAmvn;state-of-the-art mixed-variable evolutionary algorithms;discrete variables;learning-based histogram model;continuous variables;adaptive-width histogram model;integer linear programming problem;mixed-variable nonlinear programming problem;newsvendor model;unreasonable investment decision;decision variable;selling price;newsvendor models;optimal order quantity;mixed-variable newsvendor problem;distribution algorithm","","23","","53","IEEE","1 Aug 2019","","","IEEE","IEEE Journals"
"Evolutionary Multiobjective Optimization With Robustness Enhancement","Z. He; G. G. Yen; J. Lv","College of Computer Science, Sichuan University, Chengdu, China; School of Electrical and Computer Engineering, Oklahoma State University, Stillwater, USA; College of Computer Science, Sichuan University, Chengdu, China","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","494","507","Uncertainty is an important feature abstracted from real-world applications. Multiobjective optimization problems (MOPs) with uncertainty can always be characterized as robust MOPs (RMOPs). Over recent years, multiobjective optimization evolutionary algorithms (EAs) have demonstrated the success in solving MOPs. However, most of them do not consider disturbance in the design. In order to handling the uncertainty in the optimization problem, we first give a thorough analysis of three important issues on robust optimization. Then, a novel EA called multiobjective optimization EA with robustness enhancement is developed, where the seamless integration of robustness and optimality is achieved by a proposed novel archive updating mechanism applied on the evolutionary process as well as the new robust optimal front building strategy designed to construct the final robust optimal front. Furthermore, the new designed archive updating mechanism makes the robust optimization process free of the enormous computational workload induced from sampling. The experimental results on a set of benchmark functions show the superiority of the proposed design in terms of both solutions' quality under the disturbance and computational efficiency in solving RMOPs.","1941-0026","","10.1109/TEVC.2019.2933444","National Natural Science Foundation of China(grant numbers:61602328,61625204,61432012,61525302); State Key Laboratory of Synthetical Automation for Process Industries(grant numbers:PAL-N201707); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8789665","Evolutionary algorithms (EAs);multiobjective optimization;robust optimization;uncertainty","Optimization;Uncertainty;Robustness;Evolutionary computation;Perturbation methods;Aircraft;Safety","evolutionary computation;optimisation","archive updating mechanism;robust MOP;multiobjective optimization problems;real-world applications;evolutionary multiobjective optimization;RMOP;robust optimization process;robust optimal front building strategy;evolutionary process;robustness enhancement;multiobjective optimization EA;optimization problem;multiobjective optimization evolutionary algorithms","","38","","62","IEEE","6 Aug 2019","","","IEEE","IEEE Journals"
"A Niching Memetic Algorithm for Multi-Solution Traveling Salesman Problem","T. Huang; Y. -J. Gong; S. Kwong; H. Wang; J. Zhang","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; Department of Computer Science, City University of Hong Kong, Hong Kong; College of Engineering and Science, Institute for Sustainable Industries and Liveable Cities, Victoria University, Melbourne, Australia; Victoria University, Melbourne, Australia","IEEE Transactions on Evolutionary Computation","29 May 2020","2020","24","3","508","522","Multi-solution problems extensively exist in practice. Particularly, the traveling salesman problem (TSP) may possess multiple shortest tours, from which travelers can choose one according to their specific requirements. However, very few efforts have been devoted to the multi-solution problems in the discrete domain. In order to fill this research gap and to effectively tackle the multi-solution TSP, we propose a niching memetic algorithm in this article. The proposed algorithm is characterized by a niche preservation technique to enable the parallel search of multiple optimal solutions; an adaptive neighborhood strategy to balance the exploration and exploitation; a critical edge-aware method to provide effective guidance to the reproduction; and a selective local search strategy to improve the search efficiency. To evaluate the performance of the proposed algorithm, we conduct comprehensive experiments on a recently published multi-solution optimization test suite. The experimental results show that our algorithm outperforms other compared algorithms. Furthermore, the proposed algorithm is adopted to tackle problems from the well-known TSPLIB library to obtain a set of distinct but good solutions.","1941-0026","","10.1109/TEVC.2019.2936440","National Natural Science Foundation of China(grant numbers:61873095,61873097,U1701267); Guangzhou Science and Technology Planning Project(grant numbers:201904010211); Guangdong Natural Science Foundation Research Team Project(grant numbers:2018B030312003); Guangdong-Hong Kong Joint Innovation Platform Project(grant numbers:2018B050502006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8807246","Memetic algorithm;multimodal optimization (MMOP);multi-solution traveling salesman problem (MSTSP);neighborhood niching strategy","Urban areas;Optimization;Sociology;Statistics;Geometry;Traveling salesman problems;Memetics","evolutionary computation;optimisation;search problems;travelling salesman problems","niching memetic algorithm;multisolution traveling salesman problem;multisolution problems;multiple shortest tours;multisolution TSP;niche preservation technique;multiple optimal solutions;selective local search strategy;multisolution optimization test suite;TSPLIB library","","21","","67","CCBY","20 Aug 2019","","","IEEE","IEEE Journals"
