"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,"IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","C1","C1","Presents the table of contents for this issue of the publication.","1941-0026","","10.1109/TEVC.2020.2980653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9051625","","","","","","","","","IEEE","31 Mar 2020","","","IEEE","IEEE Journals"
"IEEE Transactions on Evolutionary Computation publication information","",,"IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1941-0026","","10.1109/TEVC.2020.2980689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9051614","","","","","","","","","IEEE","31 Mar 2020","","","IEEE","IEEE Journals"
"A Survey of Automatic Parameter Tuning Methods for Metaheuristics","C. Huang; Y. Li; X. Yao","Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China; School of Computer Science, Wuhan University, Wuhan, China; Department of Computer Science and Engineering, Shenzhen Key Laboratory of Computational Intelligence, University Key Laboratory of Evolving Intelligent Systems of Guangdong Province, Southern University of Science and Technology, Shenzhen, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","201","216","Parameter tuning, that is, to find appropriate parameter settings (or configurations) of algorithms so that their performance is optimized, is an important task in the development and application of metaheuristics. Automating this task, i.e., developing algorithmic procedure to address parameter tuning task, is highly desired and has attracted significant attention from the researchers and practitioners. During last two decades, many automatic parameter tuning approaches have been proposed. This paper presents a comprehensive survey of automatic parameter tuning methods for metaheuristics. A new classification (or taxonomy) of automatic parameter tuning methods is introduced according to the structure of tuning methods. The existing automatic parameter tuning approaches are consequently classified into three categories: 1) simple generate-evaluate methods; 2) iterative generate-evaluate methods; and 3) high-level generate-evaluate methods. Then, these three categories of tuning methods are reviewed in sequence. In addition to the description of each tuning method, its main strengths and weaknesses are discussed, which is helpful for new researchers or practitioners to select appropriate tuning methods to use. Furthermore, some challenges and directions of this field are pointed out for further research.","1941-0026","","10.1109/TEVC.2019.2921598","Ministry of Science and Technology of the People's Republic of China(grant numbers:2017YFC0804002); Engineering and Physical Sciences Research Council(grant numbers:EP/J017515/1,EP/P005578/1); Program for Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X386); Shenzhen Peacock Plan(grant numbers:KQTD2016112514355531); Science and Technology Innovation Committee Foundation of Shenzhen(grant numbers:ZDSYS201703031748284,JCYJ20180504165652917); Program for University Key Laboratory of Guangdong Province(grant numbers:2017KSYS008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8733017","Automatic parameter tuning;metaheuristics;parameter setting;parameter tuning","Tuning;Task analysis;Heuristic algorithms;Optimization;Computer science;Measurement;Systematics","computational complexity;optimisation","parameter tuning task;automatic parameter tuning methods;parameter settings;metaheuristics","","159","","105","CCBY","10 Jun 2019","","","IEEE","IEEE Journals"
"Evolutionary Collaborative Human-UAV Search for Escaped Criminals","Y. -J. Zheng; Y. -C. Du; H. -F. Ling; W. -G. Sheng; S. -Y. Chen","Institute of Service Engineering (Information Science and Engineering), Hangzhou Normal University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University of Technology, Hangzhou, China; College of Field Engineering, Army Engineering University, Nanjing, China; Institute of Service Engineering (Information Science and Engineering), Hangzhou Normal University, Hangzhou, China; School of Computer Science and Engineering, Tianjin University of Technology, Tianjin, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","217","231","The use of unmanned aerial vehicles (UAVs) for target searching in complex environments has increased considerably in recent years. The numerous studies on UAV search methods have been reported, but few have been conducted on collaborative human-UAV search which is common in many applications. In this paper, we present a problem of collaborative human-UAV search for escaped criminals, the aim of which is to minimize the expected time of capture rather than detection. We show that our problem is much more complex than the problem of pure UAV search. The difficulty of our problem is further increased by the fact that criminals will attempt to avoid detection and capture. To solve the problem, we propose a hybrid evolutionary algorithm (EA) that uses three evolutionary operators, namely, comprehensive learning, variable mutation, and local search, to efficiently explore the solution space. The experimental results demonstrate that the proposed method outperforms some well-known EAs and other popular UAV search methods on test instances. An application of our method to a real-world operation took 311 min to capture a criminal who had escaped for over three days, validating its practicability and performance advantage. This paper provides a good basis for promoting the application of EAs to a wider class of man-machine collaboration scheduling problems.","1941-0026","","10.1109/TEVC.2019.2925175","National Natural Science Foundation of China(grant numbers:61872123,U1509207,61473263); National Basic Research Program of China (973 Program)(grant numbers:2018YFB1305200); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8746215","Collaborative human-unmanned aerial vehicle (UAV) search;criminal search and capture;discrete-time optimization;evolutionary algorithms (EAs);hybrid algorithm","Search problems;Collaboration;Unmanned aerial vehicles;Path planning;Optimization;Planning","autonomous aerial vehicles;control engineering computing;genetic algorithms;law administration;learning (artificial intelligence);remotely operated vehicles;robot vision;scheduling;search problems","man-machine collaboration scheduling problems;popular UAV search methods;local search;hybrid evolutionary algorithm;criminal;pure UAV search;target searching;unmanned aerial vehicles;escaped criminals;evolutionary collaborative human-UAV search","","38","","52","IEEE","26 Jun 2019","","","IEEE","IEEE Journals"
"Evolutionary Development of Growing Generic Sorting Networks by Means of Rewriting Systems","M. Bidlo; M. Dobeš","Faculty of Information Technology, Centre of Excellence IT4Innovations, Brno University of Technology, Brno, Czechia; Faculty of Information Technology, Centre of Excellence IT4Innovations, Brno University of Technology, Brno, Czechia","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","232","244","This paper presents an evolutionary developmental method for the design of arbitrarily growing sorting networks. The developmental model is based on a parallel rewriting system (a grammar) that is specified by an alphabet, an initial string (an axiom), and a set of rewriting rules. The rewriting process iteratively expands the axiom in order to develop more complex strings during a series of development steps (i.e., derivations in the grammar). A mapping function is introduced that allows for converting the strings onto comparator structures-building blocks of sorting networks. The construction of the networks is performed in such a way that a given (initial) sorting network grows progressively by adding further building blocks within each development step. For a given (fixed) alphabet, the axiom together with the rewriting rules themselves are the subjects of the evolutionary search. It will be shown that suitable grammars can be evolved for the construction of arbitrarily large sorting networks that grow with various given sizes of development steps. Moreover, the resulting networks exhibit significantly better properties (the number of comparators and delay) in comparison with those obtained by means of similar existing methods.","1941-0026","","10.1109/TEVC.2019.2918212","Ministry of Education, Youth and Sports from the National Programme of Sustainability (NPU II) through Project ???IT4Innovations Excellence in Science???(grant numbers:LQ1602); IT4Innovations Infrastructure from the Large Infrastructures for Research, Experimental Development and Innovations through Project ???IT4Innovations National Supercomputing Center???(grant numbers:LM2015070); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8720059","Development;genetic algorithm (GA);rewriting system;scalability;sorting network","Sorting;Grammar;Delays;Evolution (biology);Digital circuits;Biological system modeling;Scalability","evolutionary computation;grammars;rewriting systems;sorting","comparator structures;parallel rewriting system;evolutionary developmental method;rewriting systems;evolutionary search;rewriting rules;sorting network;grammar;complex strings;axiom","","1","","78","IEEE","22 May 2019","","","IEEE","IEEE Journals"
"Enhancing Decomposition-Based Algorithms by Estimation of Distribution for Constrained Optimal Software Product Selection","Y. Xiang; X. Yang; Y. Zhou; H. Huang","School of Software Engineering, South China University of Technology, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China; School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","245","259","This paper integrates an estimation of distribution (EoD)-based update operator into decomposition-based multiobjective evolutionary algorithms for binary optimization. The probabilistic model in the update operator is a probability vector, which is adaptively learned from historical information of each subproblem. We show that this update operator can significantly enhance decomposition-based algorithms on a number of benchmark problems. Moreover, we apply the enhanced algorithms to the constrained optimal software product selection (OSPS) problem in the field of search-based software engineering. For this real-world problem, we give its formal definition and then develop a new repair operator based on satisfiability solvers. It is demonstrated by the experimental results that the algorithms equipped with the EoD operator are effective in dealing with this practical problem, particularly for large-scale instances. The interdisciplinary studies in this paper provide a new real-world application scenario for constrained multiobjective binary optimizers and also offer valuable techniques for software engineers in handling the OSPS problem.","1941-0026","","10.1109/TEVC.2019.2922419","National Natural Science Foundation of China(grant numbers:61773410,61673403,61703183,61876207); Guangdong Natural Science Funds for Distinguished Young Scholar(grant numbers:2014A030306050); Guangdong High-Level Personnel of Special Support Program(grant numbers:2014TQ01X664); International Cooperation Project of Guangzhou(grant numbers:201807010047); Science and Technology Program of Guangzhou(grant numbers:201607010069,201802010007,201804010276); Guangdong Province Key Area Research and Development Program(grant numbers:2018B010109003); Science Technique Department of Guizhou Province(grant numbers:[2019]1164); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8735924","Constrained multiobjective optimization;decomposition-based multiobjective algorithm;estimation of distribution (EoD);optimal software product selection (OSPS);search-based software engineering (SBSE)","Optimization;Software;Software algorithms;Probabilistic logic;Estimation;Software engineering;Evolutionary computation","evolutionary computation;optimisation;probability;software maintenance","satisfiability solver;binary optimization;decomposition-based multiobjective evolutionary algorithms;OSPS problem;software engineers;constrained multiobjective binary optimizers;EoD operator;repair operator;search-based software engineering;constrained optimal software product selection problem;decomposition-based algorithms;update operator","","25","","71","IEEE","12 Jun 2019","","","IEEE","IEEE Journals"
"Novel Prediction Strategies for Dynamic Multiobjective Optimization","Q. Zhang; S. Yang; S. Jiang; R. Wang; X. Li","School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, China; School of Computer Science and Informatics, De Montfort University, Leicester, U.K.; School of Computer Science, University of Lincoln, Lincoln, U.K.; School of Computer and Information, Hefei University of Technology, Hefei, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","260","274","This paper proposes a new prediction-based dynamic multiobjective optimization (PBDMO) method, which combines a new prediction-based reaction mechanism and a popular regularity model-based multiobjective estimation of distribution algorithm (RM-MEDA) for solving dynamic multiobjective optimization problems. Whenever a change is detected, PBDMO reacts effectively to it by generating three subpopulations based on different strategies. The first subpopulation is created by moving nondominated individuals using a simple linear prediction model with different step sizes. The second subpopulation consists of some individuals generated by a novel sampling strategy to improve population convergence as well as distribution. The third subpopulation comprises some individuals generated using a shrinking strategy based on the probability distribution of variables. These subpopulations are tailored to form a population for the new environment. The experimental results carried out on a variety of bi- and three-objective benchmark functions demonstrate that the proposed technique has competitive performance compared with some state-of-the-art algorithms.","1941-0026","","10.1109/TEVC.2019.2922834","National Natural Science Foundation of China(grant numbers:61673331,61873006,61473034,61673053); Shenzhen Peacock Plan(grant numbers:KQTD2016112514355531); Beijing Science and Technology Major Project(grant numbers:Z18110003118012); National Key Research and Development Project(grant numbers:2018YFC1602704,2018YFB1702704); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8736329","Dynamic multiobjective optimization;nondominated sorting;prediction-based reaction;probability distribution","Heuristic algorithms;Sociology;Statistics;Prediction algorithms;Optimization;Optical fibers;Convergence","evolutionary computation;Pareto optimisation","prediction-based dynamic multiobjective optimization method;PBDMO;prediction-based reaction mechanism;distribution algorithm;dynamic multiobjective optimization problems;simple linear prediction model;sampling strategy;shrinking strategy;regularity model-based multiobjective estimation of distribution","","58","","50","IEEE","13 Jun 2019","","","IEEE","IEEE Journals"
"An Experimental Method to Estimate Running Time of Evolutionary Algorithms for Continuous Optimization","H. Huang; J. Su; Y. Zhang; Z. Hao","School of Software Engineering, South China University of Technology, Guangzhou, China; School of Software Engineering, South China University of Technology, Guangzhou, China; School of Mathematics and Statistics, Guangdong University of Economics and Finance, Guangzhou, China; School of Mathematics and Big Data, Foshan University, Foshan, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","275","289","Running time analysis is a fundamental problem of critical importance in evolutionary computation. However, the analysis results have rarely been applied to advanced evolutionary algorithms (EAs) in practice, let alone their variants for continuous optimization. In this paper, an experimental method is proposed for analyzing the running time of EAs that are widely used for solving continuous optimization problems. Based on Glivenko-Cantelli theorem, the proposed method simulates the distribution of gain, which is introduced by average gain model to characterize progress during the optimization process. Data fitting techniques are subsequently adopted to obtain a desired function for further analyses. To verify the validity of the proposed method, experiments were conducted to estimate the upper bounds on expected first hitting time of various evolutionary strategies, such as (1, $\lambda $ ) evolution strategy, standard evolution strategy, covariance matrix adaptation evolution strategy, and its improved variants. The results suggest that all estimated upper bounds are correct. Backed up by the proposed method, state-of-the-art EAs for continuous optimization will have identical results about the running time as simplified schemes, which will bridge the gap between theoretical foundation and applications of evolutionary computation.","1941-0026","","10.1109/TEVC.2019.2921547","National Natural Science Foundation of China(grant numbers:61876207); Guangdong Natural Science Funds for Distinguished Young Scholar(grant numbers:2014A030306050); Guangdong High-Level Personnel of Special Support Program(grant numbers:2014TQ01X664); International Cooperation Project of Guangzhou(grant numbers:201807010047); Guangzhou Municipal Science and Technology Project(grant numbers:201802010007,201804010276); Guangdong Province Key Area Research and Development Program(grant numbers:2018B010109003); Science Technique Department of Guizhou Province(grant numbers:[2019]1164); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8733022","Average gain model;evolutionary algorithms (EAs) for continuous optimization;experimental method;running time analysis","Optimization;Sociology;Evolutionary computation;Switches;Statistical analysis;Analytical models","covariance matrices;evolutionary computation","evolutionary computation;evolutionary algorithms;EAs;continuous optimization problems;Glivenko-Cantelli theorem;average gain model;optimization process;expected first hitting time;evolutionary strategies;covariance matrix adaptation evolution strategy","","9","","51","IEEE","10 Jun 2019","","","IEEE","IEEE Journals"
"A Multimodel Prediction Method for Dynamic Multiobjective Evolutionary Optimization","M. Rong; D. Gong; W. Pedrycz; L. Wang","School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; Department of Electrical and Computer Engineering, University of Alberta, Canada; Department of Automation, Tsinghua University, Beijing, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","290","304","A large number of prediction strategies are specific to a dynamic multiobjective optimization problem (DMOP) with only one type of the Pareto set (PS) change. However, a continuous DMOP with more than one type of the unknown PS change has been seldom investigated. We present a multimodel prediction approach (MMP) realized in the framework of evolutionary algorithms (EAs) to tackle the problem. In this paper, we first detect the type of the PS change, followed by the selection of an appropriate prediction model to provide an initial population for the subsequent evolution. To observe the influence of MMP on EAs, optimal solutions obtained by three classical dynamic multiobjective EAs with and without MMP are investigated. Furthermore, to investigate the performance of MMP, three state-of-the-art prediction strategies are compared on a large number of dynamic test instances under the same particle swarm optimizer. The experimental results demonstrate that the proposed approach outperforms its counterparts under comparison on most optimization problems.","1941-0026","","10.1109/TEVC.2019.2925358","National Natural Science Foundation of China(grant numbers:61773384,61876184,61873328,61876185,61873105,61573361,61573362,61673404,61763026); National Basic Research Program of China (973 Program)(grant numbers:2018YFB1003802-01); National Natural Science Foundation of China(grant numbers:61525304); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8747344","Dynamic multiobjective optimization;evolutionary algorithm (EA);multimodel prediction;particle swarm optimizer;type of the Pareto set (PS) change","Sociology;Statistics;Optimization;Predictive models;Maintenance engineering;Mathematical model;Convergence","evolutionary computation;Pareto optimisation;particle swarm optimisation","MMP;prediction strategies;dynamic test instances;particle swarm optimizer;optimization problems;multimodel prediction method;dynamic multiobjective evolutionary optimization;dynamic multiobjective optimization problem;Pareto set change;continuous DMOP;unknown PS change;evolutionary algorithms;appropriate prediction model;subsequent evolution;classical dynamic multiobjective EAs","","62","","66","IEEE","27 Jun 2019","","","IEEE","IEEE Journals"
"Evolutionary Dynamic Multiobjective Optimization Assisted by a Support Vector Regression Predictor","L. Cao; L. Xu; E. D. Goodman; C. Bao; S. Zhu","Department of Control Science and Engineering, Tongji University, Shanghai, China; Department of Control Science and Engineering, Tongji University, Shanghai, China; BEACON Center for the Study of Evolution in Action, Michigan State University, East Lansing, USA; Department of Control Science and Engineering, Tongji University, Shanghai, China; Department of Control Science and Engineering, Tongji University, Shanghai, China","IEEE Transactions on Evolutionary Computation","31 Mar 2020","2020","24","2","305","319","Dynamic multiobjective optimization problems (DMOPs) challenge multiobjective evolutionary algorithms (MOEAs) because those problems change rapidly over time. The class of DMOPs whose objective functions change over time steps, in ways that exhibit some hidden patterns has gained much attention. Their predictability indicates that the problem exhibits some correlations between solutions obtained in sequential time periods. Most of the current approaches use linear models or similar strategies to describe the correlations between historical solutions obtained, and predict the new solutions in the following time period as an initial population from which the MOEA can begin searching in order to improve its efficiency. However, nonlinear correlations between historical solutions and current solutions are more common in practice, and a linear model may not be suitable for the nonlinear case. In this paper, we present a support vector regression (SVR)-based predictor to generate the initial population for the MOEA in the new environment. The basic idea of this predictor is to map the historical solutions into a high-dimensional feature space via a nonlinear mapping, and to do linear regression in this space. SVR is used to implement this process. We incorporate this predictor into the MOEA based on decomposition (MOEA/D) to construct a novel algorithm for solving the aforementioned class of DMOPs. Comprehensive experiments have shown the effectiveness and competitiveness of our proposed predictor, comparing with the state-of-the-art methods.","1941-0026","","10.1109/TEVC.2019.2925722","National Natural Science Foundation of China(grant numbers:61573258); National Science Foundation(grant numbers:DBI-0939454); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8750832","Decomposition;dynamic multiobjective optimization;multiobjective evolutionary algorithm (MOEA);nonlinear mapping;predictor;support vector regression (SVR)","Correlation;Optimization;Sociology;Support vector machines;Predictive models;Linear programming","evolutionary computation;Pareto optimisation;regression analysis;support vector machines","linear regression;nonlinear mapping;support vector regression-based predictor;nonlinear correlations;time period;linear model;sequential time periods;hidden patterns;objective functions;multiobjective evolutionary algorithms;DMOP;support vector regression predictor;evolutionary dynamic multiobjective optimization","","75","","54","IEEE","28 Jun 2019","","","IEEE","IEEE Journals"
